rank,document,verdict
1,dok356.txt,AC
2,dok115.txt,AC
3,dok44.txt,AC
4,dok390.txt,AC
5,dok20.txt,AC
6,dok91.txt,AC
7,dok263.txt,AC
8,dok17.txt,AC
9,dok88.txt,AC
10,dok165.txt,AC
11,dok388.txt,WA
12,dok157.txt,AC
13,dok16.txt,AC
14,dok266.txt,AC
15,dok87.txt,AC
16,dok258.txt,WA
17,dok159.txt,WA
18,dok355.txt,WA
19,dok102.txt,WA
20,dok31.txt,WA
21,dok304.txt,WA
22,dok26.txt,WA
23,dok97.txt,WA
24,dok79.txt,WA
25,dok8.txt,WA
26,dok332.txt,WA
27,dok261.txt,WA
28,dok14.txt,WA
29,dok167.txt,WA
30,dok316.txt,WA
31,dok85.txt,WA
32,dok25.txt,AC
33,dok96.txt,AC
34,dok27.txt,WA
35,dok98.txt,WA
36,dok19.txt,WA
37,dok90.txt,WA
38,dok385.txt,WA
39,dok325.txt,WA
40,dok268.txt,WA
41,dok265.txt,AC
42,dok322.txt,AC
43,dok380.txt,WA
44,dok371.txt,AC
45,dok302.txt,AC
46,dok384.txt,WA
47,dok392.txt,WA
48,dok162.txt,WA
49,dok23.txt,WA
50,dok94.txt,WA
