urutan,pertanyaan,jawaban,verdict
1,Siapa presiden pada masa orde baru?,presiden ri,
2,Siapa presiden pada masa orde baru?,presiden k.h abdurrahman wahid,
3,Siapa presiden pada masa orde baru?,presiden k.h abdurrahman wahid,
4,Siapa presiden pada masa orde baru?,manipulatif,
5,Siapa presiden pada masa orde baru?,presiden abdurrahman wahid,
6,Dimana konferensi asia afrika diselenggarakan?,kolombo,
7,Dimana konferensi asia afrika diselenggarakan?,jenewa,
8,Dimana konferensi asia afrika diselenggarakan?,kolombo,
9,Dimana konferensi asia afrika diselenggarakan?,dunia,
10,Dimana konferensi asia afrika diselenggarakan?,dunia,
11,Siapa presiden pertama Indonesia?,presiden pm,
12,Siapa presiden pertama Indonesia?,mr sjafruddin prawiranegara presiden republik indonesia,
13,Siapa presiden pertama Indonesia?,mr sjafruddin prawiranegara presiden republik indonesia,
14,Siapa presiden pertama Indonesia?,indische partij,
15,Siapa presiden pertama Indonesia?,presiden,
16,Kapan diponegoro wafat?,tanggal 12 rabiul awal 822,
17,Kapan diponegoro wafat?,tahun 1560,
18,Kapan diponegoro wafat?,pertengahan abad 15,
19,Kapan diponegoro wafat?,tahun 1600,
20,Kapan diponegoro wafat?,9 april 1419,
21,Kapan perjanjian saragosa terjadi?,22 april 1529,
22,Kapan perjanjian saragosa terjadi?,22 april 1529,
23,Kapan perjanjian saragosa terjadi?,22 april 1529,
24,Kapan perjanjian saragosa terjadi?,22 april 1529,
25,Kapan perjanjian saragosa terjadi?,22 april 1529,
26,Kapan Budi Utomo didirikan?,tahun 1932,
27,Kapan Budi Utomo didirikan?,tanggal 7 maret 1915,
28,Kapan Budi Utomo didirikan?,tahun 1920,
29,Kapan Budi Utomo didirikan?,tahun 1913,
30,Kapan Budi Utomo didirikan?,tahun 1916,
31,Siapa pendiri Taman Siswa?,kaum pribumi,
32,Siapa pendiri Taman Siswa?,pawiyatan wanito,
33,Siapa pendiri Taman Siswa?,pawiyatan wanito,
34,Siapa pendiri Taman Siswa?,wanito susilo,
35,Siapa pendiri Taman Siswa?,wanito susilo,
36,Dimana letak kerajaan sriwijaya?,palembang,
37,Dimana letak kerajaan sriwijaya?,daerah,
38,Dimana letak kerajaan sriwijaya?,provinsi sumatera,
39,Dimana letak kerajaan sriwijaya?,india,
40,Dimana letak kerajaan sriwijaya?,daerah,
41,Kapan taman siswa didirikan?,tahun 1294,
42,Kapan taman siswa didirikan?,1922,
43,Kapan taman siswa didirikan?,1922,
44,Kapan taman siswa didirikan?,1922,
45,Kapan taman siswa didirikan?,1922,
46,dimana budi utomo didirikan?,batavia,
47,dimana budi utomo didirikan?,batavia,
48,dimana budi utomo didirikan?,batavia,
49,dimana budi utomo didirikan?,batavia,
50,dimana budi utomo didirikan?,yogyakarta,
51,dimana taman siswa didirikan?,yogyakarta,
52,dimana taman siswa didirikan?,yogyakarta,
53,dimana taman siswa didirikan?,medan,
54,dimana taman siswa didirikan?,yogyakarta,
55,dimana taman siswa didirikan?,yogyakarta,
56,kapan konferensi asia afrika diselenggarakan?,bulan 18 24 april 1955,
57,kapan konferensi asia afrika diselenggarakan?,tanggal 18 24 april 1955,
