urutan,pertanyaan,jawaban,verdict
1,Siapa presiden pada masa orde baru?,presiden soekarno,
2,Siapa presiden pada masa orde baru?,presiden soekarno,
3,Siapa presiden pada masa orde baru?,presiden soekarno,
4,Siapa presiden pada masa orde baru?,masyarakat,
5,Siapa presiden pada masa orde baru?,presiden soekarno,
6,Dimana konferensi asia afrika diselenggarakan?,kolombo,
7,Dimana konferensi asia afrika diselenggarakan?,jenewa,
8,Dimana konferensi asia afrika diselenggarakan?,kolombo,
9,Dimana konferensi asia afrika diselenggarakan?,kota bogor,
10,Dimana konferensi asia afrika diselenggarakan?,kolombo,
11,Siapa presiden pertama Indonesia?,roeslan abdul gani,
12,Siapa presiden pertama Indonesia?,indonesia,
13,Siapa presiden pertama Indonesia?,indonesia,
14,Siapa presiden pertama Indonesia?,ir,
15,Siapa presiden pertama Indonesia?,pemerintah,
16,Kapan diponegoro wafat?,tanggal 8 januari 1855,
17,Kapan diponegoro wafat?,tanggal 8 januari 1855,
18,Kapan diponegoro wafat?,1825 1830,
19,Kapan diponegoro wafat?,1825 1830,
20,Kapan diponegoro wafat?,tanggal 28 maret 1830,
21,Kapan perjanjian saragosa terjadi?,22 april 1529,
22,Kapan perjanjian saragosa terjadi?,22 april 1529,
23,Kapan perjanjian saragosa terjadi?,22 april 1529,
24,Kapan perjanjian saragosa terjadi?,22 april 1529,
25,Kapan perjanjian saragosa terjadi?,1522,
26,Kapan Budi Utomo didirikan?,tahun 1911,
27,Kapan Budi Utomo didirikan?,tahun 1911,
28,Kapan Budi Utomo didirikan?,tanggal 7 maret 1915,
29,Kapan Budi Utomo didirikan?,NO ANSWER,WA
30,Kapan Budi Utomo didirikan?,NO ANSWER,WA
31,Siapa pendiri Taman Siswa?,pawiyatan wanito,
32,Siapa pendiri Taman Siswa?,pawiyatan wanito,
33,Siapa pendiri Taman Siswa?,kaum pribumi,
34,Siapa pendiri Taman Siswa?,wanito susilo,
35,Siapa pendiri Taman Siswa?,wanito susilo,
36,Dimana letak kerajaan sriwijaya?,provinsi sumatera,
37,Dimana letak kerajaan sriwijaya?,kadaram,
38,Dimana letak kerajaan sriwijaya?,koromandel india,
39,Dimana letak kerajaan sriwijaya?,asia tenggara,
40,Dimana letak kerajaan sriwijaya?,palembang,
41,Kapan taman siswa didirikan?,1922,
42,Kapan taman siswa didirikan?,1922,
43,Kapan taman siswa didirikan?,1922,
44,Kapan taman siswa didirikan?,1922,
45,Kapan taman siswa didirikan?,1919,
46,dimana budi utomo didirikan?,batavia,
47,dimana budi utomo didirikan?,batavia,
48,dimana budi utomo didirikan?,batavia,
49,dimana budi utomo didirikan?,batavia,
50,dimana budi utomo didirikan?,yogyakarta,
51,dimana taman siswa didirikan?,yogyakarta,
52,dimana taman siswa didirikan?,yogyakarta,
53,dimana taman siswa didirikan?,yogyakarta,
54,dimana taman siswa didirikan?,yogyakarta,
55,dimana taman siswa didirikan?,yogyakarta,
56,kapan konferensi asia afrika diselenggarakan?,bulan 18 24 april 1955,
57,kapan konferensi asia afrika diselenggarakan?,bulan 18 24 april 1955,
58,kapan konferensi asia afrika diselenggarakan?,tanggal 28 29 desember 1954,
59,kapan konferensi asia afrika diselenggarakan?,bulan 18 24 april 1955,
60,kapan konferensi asia afrika diselenggarakan?,tanggal 28 29 desember 1954,
61,kapan hayam wuruk wafat?,1350 1389,
62,kapan hayam wuruk wafat?,tahun 1389,
63,kapan hayam wuruk wafat?,1350 1389,
64,kapan hayam wuruk wafat?,tahun 1389,
