urutan,pertanyaan,jawaban,verdict
1,Siapa presiden pada masa orde baru?,presiden ri,
2,Siapa presiden pada masa orde baru?,presiden k.h abdurrahman wahid,
3,Siapa presiden pada masa orde baru?,presiden k.h abdurrahman wahid,
4,Dimana konferensi asia afrika diselenggarakan?,kolombo,
5,Dimana konferensi asia afrika diselenggarakan?,jenewa,
6,Dimana konferensi asia afrika diselenggarakan?,kolombo,
7,Siapa presiden pertama Indonesia?,presiden pm,
8,Siapa presiden pertama Indonesia?,mr sjafruddin prawiranegara presiden republik indonesia,
9,Siapa presiden pertama Indonesia?,mr sjafruddin prawiranegara presiden republik indonesia,
10,Kapan diponegoro wafat?,tanggal 12 rabiul awal 822,
11,Kapan diponegoro wafat?,tahun 1560,
12,Kapan diponegoro wafat?,pertengahan abad 15,
13,Kapan perjanjian saragosa terjadi?,22 april 1529,
14,Kapan perjanjian saragosa terjadi?,22 april 1529,
15,Kapan perjanjian saragosa terjadi?,22 april 1529,
16,Kapan Budi Utomo didirikan?,tahun 1932,
17,Kapan Budi Utomo didirikan?,tanggal 7 maret 1915,
18,Kapan Budi Utomo didirikan?,tahun 1920,
19,Siapa pendiri Taman Siswa?,kaum pribumi,
20,Siapa pendiri Taman Siswa?,pawiyatan wanito,
21,Siapa pendiri Taman Siswa?,pawiyatan wanito,
22,Dimana letak kerajaan sriwijaya?,palembang,
23,Dimana letak kerajaan sriwijaya?,daerah,
24,Dimana letak kerajaan sriwijaya?,provinsi sumatera,
25,Kapan taman siswa didirikan?,tahun 1294,
26,Kapan taman siswa didirikan?,1922,
27,Kapan taman siswa didirikan?,1922,
28,dimana budi utomo didirikan?,batavia,
29,dimana budi utomo didirikan?,batavia,
30,dimana budi utomo didirikan?,batavia,
31,dimana taman siswa didirikan?,yogyakarta,
32,dimana taman siswa didirikan?,yogyakarta,
33,dimana taman siswa didirikan?,medan,
34,kapan konferensi asia afrika diselenggarakan?,bulan 18 24 april 1955,
35,kapan konferensi asia afrika diselenggarakan?,tanggal 18 24 april 1955,
36,kapan konferensi asia afrika diselenggarakan?,tanggal 18 24 april 1955,
37,kapan hayam wuruk wafat?,tahun 1350,
38,kapan hayam wuruk wafat?,1350 1389,
39,kapan hayam wuruk wafat?,tahun 1389,
40,siapa wali songo yang menggunakan media pertunjukan wayang?,walisongo,
41,siapa wali songo yang menggunakan media pertunjukan wayang?,mubalig keliling,
42,siapa wali songo yang menggunakan media pertunjukan wayang?,walisongo,
43,siapa pemimpin kerajaan tidore?,sultan kaicil buko,
44,siapa pemimpin kerajaan tidore?,sultan kaicil buko,
45,siapa pemimpin kerajaan tidore?,kabinet sastroamijoyo,
46,kapan belanda datang ke maluku?,tahun 1914,
47,kapan belanda datang ke maluku?,bulan mei 1949,
48,kapan belanda datang ke maluku?,tahun 1913,
49,kapan portugis datang ke maluku?,1521,
50,kapan portugis datang ke maluku?,1521,
51,kapan portugis datang ke maluku?,tahun 1522,
52,siapa yang menandatangani perjanjian bongaya?,sekutu,
53,siapa yang menandatangani perjanjian bongaya?,wikana,
54,siapa yang menandatangani perjanjian bongaya?,tokoh tokoh pemuda,
55,kapan perjanjian bongaya ditandatangani?,tanggal 18 nopember 1667,
