urutan,pertanyaan,jawaban,verdict
1,Siapa presiden pada masa orde baru?,presiden soekarno,
2,Siapa presiden pada masa orde baru?,presiden soekarno,
3,Siapa presiden pada masa orde baru?,presiden soekarno,
4,Siapa presiden pada masa orde baru?,presiden soekarno,
5,Siapa presiden pada masa orde baru?,helikopter presiden,
6,Dimana konferensi asia afrika diselenggarakan?,kolombo,
7,Dimana konferensi asia afrika diselenggarakan?,jenewa,
8,Dimana konferensi asia afrika diselenggarakan?,kolombo,
9,Dimana konferensi asia afrika diselenggarakan?,kolombo,
10,Dimana konferensi asia afrika diselenggarakan?,kolombo,
11,Siapa presiden pertama Indonesia?,presiden pm,
12,Siapa presiden pertama Indonesia?,mr sjafruddin prawiranegara presiden republik indonesia,
13,Siapa presiden pertama Indonesia?,mr sjafruddin prawiranegara presiden republik indonesia,
14,Siapa presiden pertama Indonesia?,presiden,
15,Siapa presiden pertama Indonesia?,6.00 pagi belanda,
16,Kapan diponegoro wafat?,tanggal 12 rabiul awal 822,
17,Kapan diponegoro wafat?,tahun 1560,
18,Kapan diponegoro wafat?,9 april 1419,
19,Kapan diponegoro wafat?,tahun 1450,
20,Kapan diponegoro wafat?,tahun 1570,
21,Kapan perjanjian saragosa terjadi?,22 april 1529,
22,Kapan perjanjian saragosa terjadi?,22 april 1529,
23,Kapan perjanjian saragosa terjadi?,22 april 1529,
24,Kapan perjanjian saragosa terjadi?,22 april 1529,
25,Kapan perjanjian saragosa terjadi?,1522,
26,Kapan Budi Utomo didirikan?,tahun 1932,
27,Kapan Budi Utomo didirikan?,tanggal 7 maret 1915,
28,Kapan Budi Utomo didirikan?,tanggal 7 maret 1915,
29,Kapan Budi Utomo didirikan?,1908 1942,
30,Kapan Budi Utomo didirikan?,tahun 1906,
31,Siapa pendiri Taman Siswa?,kaum pribumi,
32,Siapa pendiri Taman Siswa?,pawiyatan wanito,
33,Siapa pendiri Taman Siswa?,pawiyatan wanito,
34,Siapa pendiri Taman Siswa?,wanito susilo,
35,Siapa pendiri Taman Siswa?,wanito susilo,
36,Dimana letak kerajaan sriwijaya?,palembang,
37,Dimana letak kerajaan sriwijaya?,daerah,
38,Dimana letak kerajaan sriwijaya?,provinsi sumatera,
39,Dimana letak kerajaan sriwijaya?,daerah,
40,Dimana letak kerajaan sriwijaya?,indonesia,
41,Kapan taman siswa didirikan?,1922,
42,Kapan taman siswa didirikan?,1922,
43,Kapan taman siswa didirikan?,1922,
44,Kapan taman siswa didirikan?,1922,
45,Kapan taman siswa didirikan?,1919,
46,dimana budi utomo didirikan?,batavia,
47,dimana budi utomo didirikan?,batavia,
48,dimana budi utomo didirikan?,batavia,
49,dimana budi utomo didirikan?,batavia,
50,dimana budi utomo didirikan?,batavia,
51,dimana taman siswa didirikan?,yogyakarta,
52,dimana taman siswa didirikan?,yogyakarta,
53,dimana taman siswa didirikan?,yogyakarta,
54,dimana taman siswa didirikan?,yogyakarta,
55,dimana taman siswa didirikan?,negeri belanda,
56,kapan konferensi asia afrika diselenggarakan?,bulan 18 24 april 1955,
57,kapan konferensi asia afrika diselenggarakan?,bulan 18 24 april 1955,
58,kapan konferensi asia afrika diselenggarakan?,bulan 18 24 april 1955,
59,kapan konferensi asia afrika diselenggarakan?,bulan 18 24 april 1955,
60,kapan konferensi asia afrika diselenggarakan?,tanggal 28 april 2 mei 1954,
61,kapan hayam wuruk wafat?,1350 1389,
62,kapan hayam wuruk wafat?,tahun 1389,
63,kapan hayam wuruk wafat?,1350 1389,
