urutan,pertanyaan,jawaban,verdict
1,Siapa presiden pada masa orde baru?,presiden soekarno,
2,Siapa presiden pada masa orde baru?,bangsa indonesia,
3,Siapa presiden pada masa orde baru?,presiden soekarno,
4,Siapa presiden pada masa orde baru?,bangsa indonesia,
5,Siapa presiden pada masa orde baru?,presiden soekarno,
6,Dimana konferensi asia afrika diselenggarakan?,kolombo,
7,Dimana konferensi asia afrika diselenggarakan?,jenewa,
8,Dimana konferensi asia afrika diselenggarakan?,kolombo,
9,Dimana konferensi asia afrika diselenggarakan?,asia,
10,Dimana konferensi asia afrika diselenggarakan?,kolombo,
11,Siapa presiden pertama Indonesia?,presiden soekarno,
12,Siapa presiden pertama Indonesia?,pasukan sekutu,
13,Siapa presiden pertama Indonesia?,belanda,
14,Siapa presiden pertama Indonesia?,belanda,
15,Siapa presiden pertama Indonesia?,mr mohammad roem,
16,Kapan diponegoro wafat?,tahun 1389,
17,Kapan diponegoro wafat?,tahun 1389,
18,Kapan diponegoro wafat?,tanggal 12 rabiul awal 822,
19,Kapan diponegoro wafat?,tanggal 8 januari 1855,
20,Kapan diponegoro wafat?,tanggal 8 januari 1855,
21,Kapan perjanjian saragosa terjadi?,tahun 1321,
22,Kapan perjanjian saragosa terjadi?,1328 1350,
23,Kapan perjanjian saragosa terjadi?,tahun 1328,
24,Kapan perjanjian saragosa terjadi?,tahun 1328,
25,Kapan perjanjian saragosa terjadi?,1311,
26,Kapan Budi Utomo didirikan?,7 agustus 1945,
27,Kapan Budi Utomo didirikan?,tahun 1932,
28,Kapan Budi Utomo didirikan?,tanggal 7 maret 1915,
29,Kapan Budi Utomo didirikan?,tahun 1920,
30,Kapan Budi Utomo didirikan?,tahun 1913,
31,Siapa pendiri Taman Siswa?,margono djojohadikusumo,
32,Siapa pendiri Taman Siswa?,kaum pribumi,
33,Siapa pendiri Taman Siswa?,indonesia,
34,Siapa pendiri Taman Siswa?,rakai panangkaran,
35,Siapa pendiri Taman Siswa?,perdana menteri syahrir,
36,Dimana letak kerajaan sriwijaya?,provinsi sumatera,
