urutan,pertanyaan,jawaban,verdict
1,Siapa presiden pada masa orde baru?,masyarakat,
2,Siapa presiden pada masa orde baru?,masyarakat,
3,Siapa presiden pada masa orde baru?,masyarakat,
4,Dimana konferensi asia afrika diselenggarakan?,kolombo,
5,Dimana konferensi asia afrika diselenggarakan?,kolombo,
6,Dimana konferensi asia afrika diselenggarakan?,jenewa,
7,Siapa presiden pertama Indonesia?,roeslan abdul gani,
8,Siapa presiden pertama Indonesia?,negara negara komunis,
9,Siapa presiden pertama Indonesia?,negara negara blok nefo,
10,Kapan diponegoro wafat?,tanggal 8 januari 1855,
11,Kapan diponegoro wafat?,tanggal 8 januari 1855,
12,Kapan diponegoro wafat?,tanggal 6 november 1864,
13,Kapan perjanjian saragosa terjadi?,22 april 1529,
14,Kapan perjanjian saragosa terjadi?,22 april 1529,
15,Kapan perjanjian saragosa terjadi?,22 april 1529,
16,Kapan Budi Utomo didirikan?,tahun 1911,
17,Kapan Budi Utomo didirikan?,tahun 1911,
18,Kapan Budi Utomo didirikan?,NO ANSWER,WA
19,Siapa pendiri Taman Siswa?,mahasiswa,
20,Siapa pendiri Taman Siswa?,pawiyatan wanito,
21,Siapa pendiri Taman Siswa?,pawiyatan wanito,
22,Dimana letak kerajaan sriwijaya?,provinsi sumatera,
23,Dimana letak kerajaan sriwijaya?,india,
24,Dimana letak kerajaan sriwijaya?,india,
25,Kapan taman siswa didirikan?,1922,
26,Kapan taman siswa didirikan?,1922,
27,Kapan taman siswa didirikan?,1922,
28,dimana budi utomo didirikan?,batavia,
29,dimana budi utomo didirikan?,batavia,
30,dimana budi utomo didirikan?,batavia,
31,dimana taman siswa didirikan?,yogyakarta,
32,dimana taman siswa didirikan?,yogyakarta,
33,dimana taman siswa didirikan?,yogyakarta,
34,kapan konferensi asia afrika diselenggarakan?,bulan 18 24 april 1955,
35,kapan konferensi asia afrika diselenggarakan?,tanggal 18 24 april 1955,
36,kapan konferensi asia afrika diselenggarakan?,tanggal 18 24 april 1955,
37,kapan hayam wuruk wafat?,1350 1389,
38,kapan hayam wuruk wafat?,tahun 1389,
39,kapan hayam wuruk wafat?,1350 1389,
40,siapa wali songo yang menggunakan media pertunjukan wayang?,mubalig keliling,
41,siapa wali songo yang menggunakan media pertunjukan wayang?,mubalig keliling,
42,siapa wali songo yang menggunakan media pertunjukan wayang?,songo,
43,siapa pemimpin kerajaan tidore?,sultan kaicil buko,
44,siapa pemimpin kerajaan tidore?,sultan kaicil buko,
45,siapa pemimpin kerajaan tidore?,sultan mansur,
46,kapan belanda datang ke maluku?,tahun 1178,
47,kapan belanda datang ke maluku?,tahun 1178,
48,kapan belanda datang ke maluku?,2000,
49,kapan portugis datang ke maluku?,1521,
50,kapan portugis datang ke maluku?,1521,
51,kapan portugis datang ke maluku?,1498,
52,siapa yang menandatangani perjanjian bongaya?,NO ANSWER,WA
53,siapa yang menandatangani perjanjian bongaya?,NO ANSWER,WA
54,siapa yang menandatangani perjanjian bongaya?,NO ANSWER,WA
55,kapan perjanjian bongaya ditandatangani?,tanggal 18 nopember 1667,
56,kapan perjanjian bongaya ditandatangani?,tanggal 18 nopember 1667,
57,kapan perjanjian bongaya ditandatangani?,tanggal 18 nopember 1667,
58,siapa penulis kitab negara kertagama?,rahwana,
59,siapa penulis kitab negara kertagama?,NO ANSWER,WA
60,siapa penulis kitab negara kertagama?,NO ANSWER,WA
61,kapan voc didirikan?,tahun 1602,
62,kapan voc didirikan?,tahun 1602,
63,kapan voc didirikan?,tahun 1602,
64,kapan voc dibubarkan?,1743,
65,kapan voc dibubarkan?,1703,
66,kapan voc dibubarkan?,1749,
67,siapa multatuli?,NO ANSWER,WA
68,siapa multatuli?,NO ANSWER,WA
69,siapa multatuli?,NO ANSWER,WA
70,dimana pattimura dilahirkan?,NO ANSWER,WA
71,dimana pattimura dilahirkan?,NO ANSWER,WA
72,dimana pattimura dilahirkan?,NO ANSWER,WA
73,kapan pangeran antasari wafat?,tanggal 14 maret 1862,
74,kapan pangeran antasari wafat?,tanggal 14 maret 1862,
75,kapan pangeran antasari wafat?,11 oktober 1862,
76,dimana pangeran antasari wafat?,kampung,
77,dimana pangeran antasari wafat?,kampung,
78,dimana pangeran antasari wafat?,jawa,
79,kapan ekspedisi pertama belanda di bali terjadi?,1846,
80,kapan ekspedisi pertama belanda di bali terjadi?,1846 1905,
81,kapan ekspedisi pertama belanda di bali terjadi?,1846,
82,kapan perlawanan di aceh terjadi?,tanggal 19 september 1945,
83,kapan perlawanan di aceh terjadi?,tahun 1879,
84,kapan perlawanan di aceh terjadi?,tahun 1879,
85,siapa pendiri budi utomo?,utomo,
