urutan,pertanyaan,jawaban,verdict
1,Siapa presiden pada masa orde baru?,masyarakat,
2,Siapa presiden pada masa orde baru?,masyarakat,
3,Siapa presiden pada masa orde baru?,masyarakat,
4,Siapa presiden pada masa orde baru?,masyarakat,
5,Siapa presiden pada masa orde baru?,NO ANSWER,WA
6,Siapa presiden pada masa orde baru?,NO ANSWER,WA
7,Siapa presiden pada masa orde baru?,NO ANSWER,WA
8,Siapa presiden pada masa orde baru?,NO ANSWER,WA
9,Dimana konferensi asia afrika diselenggarakan?,kolombo,
10,Dimana konferensi asia afrika diselenggarakan?,kolombo,
11,Dimana konferensi asia afrika diselenggarakan?,jenewa,
12,Dimana konferensi asia afrika diselenggarakan?,kota bogor,
13,Dimana konferensi asia afrika diselenggarakan?,kolombo,
14,Dimana konferensi asia afrika diselenggarakan?,kolombo,
15,Dimana konferensi asia afrika diselenggarakan?,asia,
16,Dimana konferensi asia afrika diselenggarakan?,kota bogor,
17,Siapa presiden pertama Indonesia?,roeslan abdul gani,
18,Siapa presiden pertama Indonesia?,negara negara komunis,
19,Siapa presiden pertama Indonesia?,negara negara blok nefo,
20,Siapa presiden pertama Indonesia?,negara negara blok nefo,
21,Siapa presiden pertama Indonesia?,rakyat malaysia,
22,Siapa presiden pertama Indonesia?,malaysia,
23,Siapa presiden pertama Indonesia?,negara negara komunis,
24,Siapa presiden pertama Indonesia?,negara negara eropa barat inggris,
25,Kapan diponegoro wafat?,tanggal 8 januari 1855,
26,Kapan diponegoro wafat?,tanggal 8 januari 1855,
27,Kapan diponegoro wafat?,tanggal 6 november 1864,
28,Kapan diponegoro wafat?,tanggal 6 november 1864,
29,Kapan diponegoro wafat?,1825 1830,
30,Kapan diponegoro wafat?,1825 1830,
31,Kapan diponegoro wafat?,tanggal 28 maret 1830,
32,Kapan diponegoro wafat?,tahun 1834,
33,Kapan perjanjian saragosa terjadi?,22 april 1529,
34,Kapan perjanjian saragosa terjadi?,22 april 1529,
35,Kapan perjanjian saragosa terjadi?,22 april 1529,
36,Kapan perjanjian saragosa terjadi?,22 april 1529,
37,Kapan perjanjian saragosa terjadi?,22 april 1529,
38,Kapan perjanjian saragosa terjadi?,22 april 1529,
39,Kapan perjanjian saragosa terjadi?,22 april 1529,
40,Kapan perjanjian saragosa terjadi?,22 april 1529,
41,Kapan Budi Utomo didirikan?,tahun 1911,
42,Kapan Budi Utomo didirikan?,tahun 1911,
43,Kapan Budi Utomo didirikan?,NO ANSWER,WA
44,Kapan Budi Utomo didirikan?,NO ANSWER,WA
45,Kapan Budi Utomo didirikan?,NO ANSWER,WA
46,Kapan Budi Utomo didirikan?,NO ANSWER,WA
47,Kapan Budi Utomo didirikan?,NO ANSWER,WA
48,Kapan Budi Utomo didirikan?,NO ANSWER,WA
49,Siapa pendiri Taman Siswa?,mahasiswa,
50,Siapa pendiri Taman Siswa?,pawiyatan wanito,
51,Siapa pendiri Taman Siswa?,pawiyatan wanito,
52,Siapa pendiri Taman Siswa?,kaum pribumi,
53,Siapa pendiri Taman Siswa?,sutomo,
54,Siapa pendiri Taman Siswa?,wanito susilo,
55,Siapa pendiri Taman Siswa?,wanito susilo,
56,Siapa pendiri Taman Siswa?,dr cipto mangunkusumo,
57,Dimana letak kerajaan sriwijaya?,provinsi sumatera,
58,Dimana letak kerajaan sriwijaya?,india,
59,Dimana letak kerajaan sriwijaya?,india,
60,Dimana letak kerajaan sriwijaya?,sebelah utara langkasuka,
61,Dimana letak kerajaan sriwijaya?,jawa,
62,Dimana letak kerajaan sriwijaya?,kadaram,
63,Dimana letak kerajaan sriwijaya?,india,
64,Dimana letak kerajaan sriwijaya?,india,
65,Kapan taman siswa didirikan?,1922,
66,Kapan taman siswa didirikan?,1922,
67,Kapan taman siswa didirikan?,1922,
68,Kapan taman siswa didirikan?,1922,
69,Kapan taman siswa didirikan?,1919,
70,Kapan taman siswa didirikan?,1915,
71,Kapan taman siswa didirikan?,1919,
72,Kapan taman siswa didirikan?,1915,
73,dimana budi utomo didirikan?,batavia,
74,dimana budi utomo didirikan?,batavia,
75,dimana budi utomo didirikan?,batavia,
76,dimana budi utomo didirikan?,batavia,
77,dimana budi utomo didirikan?,batavia,
78,dimana budi utomo didirikan?,batavia,
79,dimana budi utomo didirikan?,batavia,
80,dimana budi utomo didirikan?,batavia,
81,dimana taman siswa didirikan?,yogyakarta,
82,dimana taman siswa didirikan?,yogyakarta,
83,dimana taman siswa didirikan?,yogyakarta,
84,dimana taman siswa didirikan?,yogyakarta,
85,dimana taman siswa didirikan?,medan,
86,dimana taman siswa didirikan?,yogyakarta,
87,dimana taman siswa didirikan?,yogyakarta,
