urutan,pertanyaan,jawaban,verdict
1,Siapa presiden pada masa orde baru?,presiden soekarno,
2,Siapa presiden pada masa orde baru?,presiden soekarno,
3,Siapa presiden pada masa orde baru?,presiden soekarno,
4,Siapa presiden pada masa orde baru?,presiden soekarno,
5,Siapa presiden pada masa orde baru?,masyarakat,
6,Siapa presiden pada masa orde baru?,masyarakat,
7,Siapa presiden pada masa orde baru?,presiden soekarno,
8,Siapa presiden pada masa orde baru?,masyarakat,
9,Dimana konferensi asia afrika diselenggarakan?,kolombo,
10,Dimana konferensi asia afrika diselenggarakan?,jenewa,
11,Dimana konferensi asia afrika diselenggarakan?,kolombo,
12,Dimana konferensi asia afrika diselenggarakan?,kota bogor,
13,Dimana konferensi asia afrika diselenggarakan?,asia,
14,Dimana konferensi asia afrika diselenggarakan?,kolombo,
15,Dimana konferensi asia afrika diselenggarakan?,kolombo,
16,Dimana konferensi asia afrika diselenggarakan?,kota bogor,
17,Siapa presiden pertama Indonesia?,roeslan abdul gani,
18,Siapa presiden pertama Indonesia?,negara negara komunis,
19,Siapa presiden pertama Indonesia?,negara negara blok nefo,
20,Siapa presiden pertama Indonesia?,negara negara blok nefo,
21,Siapa presiden pertama Indonesia?,negara negara sosialis komunis,
22,Siapa presiden pertama Indonesia?,rakyat malaysia,
23,Siapa presiden pertama Indonesia?,presiden soekarno,
24,Siapa presiden pertama Indonesia?,malaysia,
25,Kapan diponegoro wafat?,tanggal 8 januari 1855,
26,Kapan diponegoro wafat?,tanggal 8 januari 1855,
27,Kapan diponegoro wafat?,tanggal 6 november 1864,
28,Kapan diponegoro wafat?,tanggal 6 november 1864,
29,Kapan diponegoro wafat?,1825 1830,
30,Kapan diponegoro wafat?,1825 1830,
31,Kapan diponegoro wafat?,periode 1830 1838,
32,Kapan diponegoro wafat?,periode 1830 1838,
33,Kapan perjanjian saragosa terjadi?,22 april 1529,
34,Kapan perjanjian saragosa terjadi?,22 april 1529,
35,Kapan perjanjian saragosa terjadi?,22 april 1529,
36,Kapan perjanjian saragosa terjadi?,22 april 1529,
37,Kapan perjanjian saragosa terjadi?,22 april 1529,
38,Kapan perjanjian saragosa terjadi?,22 april 1529,
39,Kapan perjanjian saragosa terjadi?,22 april 1529,
40,Kapan perjanjian saragosa terjadi?,22 april 1529,
41,Kapan Budi Utomo didirikan?,tahun 1911,
42,Kapan Budi Utomo didirikan?,tahun 1911,
43,Kapan Budi Utomo didirikan?,1908 1942,
44,Kapan Budi Utomo didirikan?,tahun 1906,
45,Kapan Budi Utomo didirikan?,1920 1930,
46,Kapan Budi Utomo didirikan?,tanggal 7 maret 1915,
47,Kapan Budi Utomo didirikan?,tanggal 7 maret 1915,
48,Kapan Budi Utomo didirikan?,1908 1920,
49,Siapa pendiri Taman Siswa?,mahasiswa,
50,Siapa pendiri Taman Siswa?,pawiyatan wanito,
51,Siapa pendiri Taman Siswa?,pawiyatan wanito,
52,Siapa pendiri Taman Siswa?,kaum pribumi,
53,Siapa pendiri Taman Siswa?,sutomo,
54,Siapa pendiri Taman Siswa?,wanito susilo,
55,Siapa pendiri Taman Siswa?,wanito susilo,
56,Siapa pendiri Taman Siswa?,dr cipto mangunkusumo,
57,Dimana letak kerajaan sriwijaya?,provinsi sumatera,
58,Dimana letak kerajaan sriwijaya?,india,
59,Dimana letak kerajaan sriwijaya?,india,
60,Dimana letak kerajaan sriwijaya?,sebelah utara langkasuka,
61,Dimana letak kerajaan sriwijaya?,jawa,
62,Dimana letak kerajaan sriwijaya?,kadaram,
