"urutan","pertanyaan","jawaban","verdict"
"1","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"2","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"3","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"4","Siapa presiden pada masa orde baru?","letjen soeharto","AC"
"5","Siapa presiden pada masa orde baru?","letjen soeharto","AC"
"6","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"7","Dimana konferensi asia afrika diselenggarakan?","jenewa","WA"
"8","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"9","Dimana konferensi asia afrika diselenggarakan?","dunia","WA"
"10","Dimana konferensi asia afrika diselenggarakan?","dunia","WA"
"11","Siapa presiden pertama Indonesia?","partai komunis indonesia partai buruh indonesia partai rakyat","WA"
"12","Siapa presiden pertama Indonesia?","presiden pm","WA"
"13","Siapa presiden pertama Indonesia?","mr sjafruddin prawiranegara presiden republik indonesia","WA"
"14","Siapa presiden pertama Indonesia?","mr sjafruddin prawiranegara presiden republik indonesia","WA"
"15","Siapa presiden pertama Indonesia?","presiden","WA"
"16","Kapan diponegoro wafat?","11 oktober 1862","WA"
"17","Kapan diponegoro wafat?","11 oktober 1862","WA"
"18","Kapan diponegoro wafat?","tanggal 8 januari 1855","AC"
"19","Kapan diponegoro wafat?","tanggal 8 januari 1855","AC"
"20","Kapan diponegoro wafat?","tahun 1518","WA"
"21","Kapan perjanjian saragosa terjadi?","tahun 1802","WA"
"22","Kapan perjanjian saragosa terjadi?","tahun 1802","WA"
"23","Kapan perjanjian saragosa terjadi?","1792 1815","WA"
"24","Kapan perjanjian saragosa terjadi?","1797","WA"
"25","Kapan perjanjian saragosa terjadi?","1797","WA"
"26","Kapan Budi Utomo didirikan?","abad 16","WA"
"27","Kapan Budi Utomo didirikan?","tanggal 20 mei 1908","AC"
"28","Kapan Budi Utomo didirikan?","abad 8","WA"
"29","Kapan Budi Utomo didirikan?","tahun 1911","WA"
"30","Kapan Budi Utomo didirikan?","abad 10","WA"
"31","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"32","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"33","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"34","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"35","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"36","Dimana letak kerajaan sriwijaya?","provinsi sumatera","AC"
"37","Dimana letak kerajaan sriwijaya?","india","WA"
"38","Dimana letak kerajaan sriwijaya?","india","WA"
"39","Dimana letak kerajaan sriwijaya?","palembang","AC"
"40","Dimana letak kerajaan sriwijaya?","daerah","WA"
"41","Kapan taman siswa didirikan?","12 tahun","WA"
"42","Kapan taman siswa didirikan?","tahun 1613 1645","WA"
"43","Kapan taman siswa didirikan?","NO ANSWER","WA"
"44","Kapan taman siswa didirikan?","NO ANSWER","WA"
"45","Kapan taman siswa didirikan?","NO ANSWER","WA"
"46","dimana budi utomo didirikan?","batavia","AC"
"47","dimana budi utomo didirikan?","batavia","AC"
"48","dimana budi utomo didirikan?","batavia","AC"
"49","dimana budi utomo didirikan?","batavia","AC"
"50","dimana budi utomo didirikan?","batavia","AC"
"51","dimana taman siswa didirikan?","yogyakarta","AC"
"52","dimana taman siswa didirikan?","yogyakarta","AC"
"53","dimana taman siswa didirikan?","yogyakarta","AC"
"54","dimana taman siswa didirikan?","yogyakarta","AC"
"55","dimana taman siswa didirikan?","yogyakarta","AC"
"56","kapan konferensi asia afrika diselenggarakan?","tanggal 20 juli 1954","WA"
"57","kapan konferensi asia afrika diselenggarakan?","tanggal 20 juli 1954","WA"
"58","kapan konferensi asia afrika diselenggarakan?","1955","AC"
"59","kapan konferensi asia afrika diselenggarakan?","1955","AC"
"60","kapan konferensi asia afrika diselenggarakan?","1955","AC"
"61","kapan hayam wuruk wafat?","tahun 1350","WA"
"62","kapan hayam wuruk wafat?","1350 1389","AC"
"63","kapan hayam wuruk wafat?","tahun 1389","AC"
"64","kapan hayam wuruk wafat?","tahun 1350","WA"
"65","kapan hayam wuruk wafat?","1350 1389","AC"
"71","siapa pemimpin kerajaan tidore?","leif ericson","WA"
"72","siapa pemimpin kerajaan tidore?","laksamana cheng ho","WA"
"73","siapa pemimpin kerajaan tidore?","kaum bangsawan","WA"
"74","siapa pemimpin kerajaan tidore?","kaum bangsawan","WA"
"75","siapa pemimpin kerajaan tidore?","george washington","WA"
"76","kapan belanda datang ke maluku?","awal februari 1948","WA"
"77","kapan belanda datang ke maluku?","tanggal 19 februari 1949","WA"
"78","kapan belanda datang ke maluku?","bulan desember 1948","WA"
"79","kapan belanda datang ke maluku?","pukul 11","WA"
"80","kapan belanda datang ke maluku?","pukul 11","WA"
"81","kapan portugis datang ke maluku?","tahun 1526","WA"
"82","kapan portugis datang ke maluku?","tahun 1526","WA"
"83","kapan portugis datang ke maluku?","masa pemerintahan adipati unus","WA"
"84","kapan portugis datang ke maluku?","1518 1521","WA"
"85","kapan portugis datang ke maluku?","1521 1546","WA"
"91","kapan perjanjian bongaya ditandatangani?","tanggal 18 nopember 1667","AC"
"92","kapan perjanjian bongaya ditandatangani?","tanggal 18 nopember 1667","AC"
"93","kapan perjanjian bongaya ditandatangani?","tahun 1763","WA"
"94","kapan perjanjian bongaya ditandatangani?","1534","WA"
"95","kapan perjanjian bongaya ditandatangani?","1811","WA"
"101","kapan voc didirikan?","1743","WA"
"102","kapan voc didirikan?","32 tahun","WA"
"103","kapan voc didirikan?","32 tahun","WA"
"104","kapan voc didirikan?","tanggal 25 desember 1679","WA"
"105","kapan voc didirikan?","tanggal 25 desember 1679","WA"
"106","kapan voc dibubarkan?","1743","WA"
"107","kapan voc dibubarkan?","32 tahun","WA"
"108","kapan voc dibubarkan?","tahun 1719","WA"
"109","kapan voc dibubarkan?","1703","WA"
"110","kapan voc dibubarkan?","tahun 1727","WA"
"121","kapan pangeran antasari wafat?","tanggal 14 maret 1862","WA"
"122","kapan pangeran antasari wafat?","11 oktober 1862","AC"
"123","kapan pangeran antasari wafat?","11 oktober 1862","AC"
"124","kapan pangeran antasari wafat?","tanggal 14 maret 1862","WA"
"125","kapan pangeran antasari wafat?","tahun 1857","WA"
"131","kapan ekspedisi pertama belanda di bali terjadi?","1846","AC"
"132","kapan ekspedisi pertama belanda di bali terjadi?","1846 1905","WA"
"133","kapan ekspedisi pertama belanda di bali terjadi?","1846","AC"
"134","kapan ekspedisi pertama belanda di bali terjadi?","1846","AC"
"135","kapan ekspedisi pertama belanda di bali terjadi?","1848","WA"
"136","kapan perlawanan di aceh terjadi?","13 mei 1998","WA"
"137","kapan perlawanan di aceh terjadi?","13 mei 1998","WA"
"138","kapan perlawanan di aceh terjadi?","1821 1838","WA"
"139","kapan perlawanan di aceh terjadi?","1821 1838","WA"
"140","kapan perlawanan di aceh terjadi?","1821 1838","WA"
"141","siapa pendiri budi utomo?","utomo","WA"
"142","siapa pendiri budi utomo?","ir","WA"
"143","siapa pendiri budi utomo?","mahasiswa","AC"
"144","siapa pendiri budi utomo?","indische partij muhammadiyah","WA"
"145","siapa pendiri budi utomo?","pawiyatan wanito","WA"
"146","kapan sarekat islam didirikan?","tahun 1919","WA"
"147","kapan sarekat islam didirikan?","tahun 1919","WA"
"148","kapan sarekat islam didirikan?","abad 4","WA"
"149","kapan sarekat islam didirikan?","abad 7","WA"
"150","kapan sarekat islam didirikan?","tanggal 26 januari 1913","WA"
"151","siapa pendiri sarekat islam?","pedagang gujarat","WA"
"152","siapa pendiri sarekat islam?","pedagang","AC"
"153","siapa pendiri sarekat islam?","masyarakat","WA"
"154","siapa pendiri sarekat islam?","masyarakat","WA"
"155","siapa pendiri sarekat islam?","sarekat islam","WA"
"156","kapan indische partij didirikan?","abad 16","WA"
"157","kapan indische partij didirikan?","abad 8","WA"
"158","kapan indische partij didirikan?","tahun 1908","WA"
"159","kapan indische partij didirikan?","tahun 1908","WA"
"160","kapan indische partij didirikan?","abad 10","WA"
"161","dimana muhammadiyah didirikan?","lautan","WA"
"162","dimana muhammadiyah didirikan?","lautan","WA"
"163","dimana muhammadiyah didirikan?","daratan","WA"
"164","dimana muhammadiyah didirikan?","daratan","WA"
"165","dimana muhammadiyah didirikan?","malangbong garut","WA"
"166","kapan muhammadiyah didirikan?","abad 16","WA"
"167","kapan muhammadiyah didirikan?","masa pemerintahan raja dewapaladewa","WA"
"168","kapan muhammadiyah didirikan?","masa pemerintahan raja dewapaladewa","WA"
"169","kapan muhammadiyah didirikan?","abad 8","WA"
"170","kapan muhammadiyah didirikan?","abad 10","WA"
"176","siapa yang membawa ajaran marxis?","petani","WA"
"177","siapa yang membawa ajaran marxis?","petani","WA"
"178","siapa yang membawa ajaran marxis?","petani","WA"
"179","siapa yang membawa ajaran marxis?","petani","WA"
"180","siapa yang membawa ajaran marxis?","masyarakat indonesia","WA"
"181","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tanggal 15 juli 1936","AC"
"182","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tanggal 15 juli 1936","AC"
"183","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tahun 1925","WA"
"184","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tanggal 15 juli 1936","AC"
"185","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tanggal 15 juli 1936","AC"
"186","kapan sumpah pemuda terjadi?","tanggal 1 desember 1945","WA"
"187","kapan sumpah pemuda terjadi?","tanggal 9 oktober 1945","WA"
"188","kapan sumpah pemuda terjadi?","tanggal 9 oktober 1945","WA"
"189","kapan sumpah pemuda terjadi?","tanggal 1 desember 1945","WA"
"190","kapan sumpah pemuda terjadi?","tanggal 1 desember 1945","WA"
"191","kapan partai nasional indonesia lahir?","tanggal 11 november 1945","WA"
"192","kapan partai nasional indonesia lahir?","1935","WA"
"193","kapan partai nasional indonesia lahir?","tanggal 7 juni 1947","WA"
"194","kapan partai nasional indonesia lahir?","tanggal 11 november 1945","WA"
"195","kapan partai nasional indonesia lahir?","tanggal 22 agustus 1945","WA"
"196","kapan sistem tanam paksa diterapkan?","tahun 1850","WA"
"197","kapan sistem tanam paksa diterapkan?","tahun 1850","WA"
"198","kapan sistem tanam paksa diterapkan?","tahun 1850","WA"
"199","kapan sistem tanam paksa diterapkan?","tahun 1850","WA"
"200","kapan sistem tanam paksa diterapkan?","tahun 1865 tembakau tahun 1866","WA"
"201","kapan sidang kabinet dwikora diadakan?","pukul 20.00","WA"
"202","kapan sidang kabinet dwikora diadakan?","tanggal 7","WA"
"203","kapan sidang kabinet dwikora diadakan?","masa orde","WA"
"204","kapan sidang kabinet dwikora diadakan?","12 maret 1967","WA"
"205","kapan sidang kabinet dwikora diadakan?","tanggal 7","WA"
"206","kapan supersemar dikeluarkan?","tanggal 3 juni 1948","WA"
"207","kapan supersemar dikeluarkan?","1 januari 1949","WA"
"208","kapan supersemar dikeluarkan?","tanggal 3 juni 1948","WA"
"209","kapan supersemar dikeluarkan?","tahun 2014","WA"
"210","kapan supersemar dikeluarkan?","hari kamis 16 agustus 1945","WA"
"211","siapa pemimpin APRA?","partai masyumi","WA"
"212","siapa pemimpin APRA?","partai masyumi","WA"
"213","siapa pemimpin APRA?","muhammad natsir","WA"
"214","siapa pemimpin APRA?","sukiman wiryosanjoyo","WA"
"215","siapa pemimpin APRA?","pegawai negeri priyayi","WA"
"216","siapa pemimpin RMS?","partai masyumi","WA"
"217","siapa pemimpin RMS?","partai masyumi","WA"
"218","siapa pemimpin RMS?","muhammad natsir","WA"
"219","siapa pemimpin RMS?","sukiman wiryosanjoyo","WA"
"220","siapa pemimpin RMS?","pegawai negeri priyayi","WA"
"221","kapan gerakan non blok diselenggarakan?","tanggal 29 oktober 1888","WA"
"222","kapan gerakan non blok diselenggarakan?","tanggal 1 6 september 1961","AC"
"223","kapan gerakan non blok diselenggarakan?","tanggal 5 10 oktober 1964","AC"
"224","kapan gerakan non blok diselenggarakan?","tanggal 5 10 oktober 1964","AC"
"225","kapan gerakan non blok diselenggarakan?","tanggal 29 oktober 1888","WA"
"226","kapan rengasdengklok terjadi?","tanggal 14 agustus 1945","WA"
"227","kapan rengasdengklok terjadi?","1749","WA"
"228","kapan rengasdengklok terjadi?","1719 1723","WA"
"229","kapan rengasdengklok terjadi?","1747 1755","WA"
"230","kapan rengasdengklok terjadi?","1703","WA"
"231","kapan seinendan didirikan?","tahun 1222","WA"
"232","kapan seinendan didirikan?","abad 16","WA"
"233","kapan seinendan didirikan?","tahun 1222","WA"
"234","kapan seinendan didirikan?","masa pemerintahan raja dewapaladewa","WA"
"235","kapan seinendan didirikan?","abad 8","WA"
"236","kapan rakyat bali melawan belanda?","1846 1905","AC"
"237","kapan rakyat bali melawan belanda?","1846 1905","AC"
"238","kapan rakyat bali melawan belanda?","1821 1838","WA"
"239","kapan rakyat bali melawan belanda?","1821 1838","WA"
"240","kapan rakyat bali melawan belanda?","1821 1838","WA"
"241","siapa penulis konsep naskah proklamasi?","sukarno","AC"
"242","siapa penulis konsep naskah proklamasi?","sukarno","AC"
"243","siapa penulis konsep naskah proklamasi?","mr ahmad subardjo","WA"
"244","siapa penulis konsep naskah proklamasi?","sukarno","AC"
"245","siapa penulis konsep naskah proklamasi?","mr ahmad subardjo","WA"
"251","dimana perjanjian renville dibuat?","daerah ri","WA"
"252","dimana perjanjian renville dibuat?","daerah ri","WA"
"253","dimana perjanjian renville dibuat?","wilayah indonesia","WA"
"254","dimana perjanjian renville dibuat?","wilayah indonesia","WA"
"255","dimana perjanjian renville dibuat?","eropa","WA"
"256","kapan perjanjian renville dilakukan?","8 desember 1947","WA"
"257","kapan perjanjian renville dilakukan?","tanggal 1 agustus 1947","WA"
"258","kapan perjanjian renville dilakukan?","8 desember 1947","WA"
"259","kapan perjanjian renville dilakukan?","tanggal 1 agustus 1947","WA"
"260","kapan perjanjian renville dilakukan?","tanggal 17 januari 1948","AC"
"266","kapan pancasila lahir?","1945","WA"
"267","kapan pancasila lahir?","1807 1828","WA"
"268","kapan pancasila lahir?","1807 1828","WA"
"269","kapan pancasila lahir?","tahun 1776","WA"
"270","kapan pancasila lahir?","tahun 1776","WA"
"271","siapa ketua ppki?","mr ahmad subardjo","WA"
"272","siapa ketua ppki?","dr radjiman wediodiningrat","WA"
"273","siapa ketua ppki?","pertahanan menteri penerangan menteri luar negeri a.i mr teuku mohammad","WA"
"274","siapa ketua ppki?","kehakiman dr sukiman","WA"
"275","siapa ketua ppki?","kebudayaan menteri agama mr sutan mohammad rasjid","WA"
"276","kapan nagasaki dibom?","8 agustus 1945","WA"
"277","kapan nagasaki dibom?","10 agustus 1945","WA"
"278","kapan nagasaki dibom?","tanggal 9 agustus 1945","AC"
"279","kapan nagasaki dibom?","14 agustus 1945","WA"
"280","kapan nagasaki dibom?","tanggal 9 agustus 1945","AC"
"281","kapan hiroshima dibom?","tanggal 9 agustus 1945","WA"
"282","kapan hiroshima dibom?","6 agustus 1945","AC"
"283","kapan hiroshima dibom?","10 agustus 1945","WA"
"284","kapan hiroshima dibom?","tanggal 9 agustus 1945","WA"
"285","kapan hiroshima dibom?","14 agustus 1945","WA"
"286","kapan reformasi terjadi?","tanggal 6 april 1868","WA"
"287","kapan reformasi terjadi?","1930 1932","WA"
"288","kapan reformasi terjadi?","tahun 1905","WA"
"289","kapan reformasi terjadi?","tahun 1949","WA"
"290","kapan reformasi terjadi?","tanggal 6 april 1868","WA"
"296","kapan indonesia kembali menjadi anggota pbb?","tanggal 28 september 1966","AC"
"297","kapan indonesia kembali menjadi anggota pbb?","tanggal 7 januari 1965","WA"
"298","kapan indonesia kembali menjadi anggota pbb?","tanggal 28 september 1966","AC"
"299","kapan indonesia kembali menjadi anggota pbb?","tanggal 7 januari 1965","WA"
"300","kapan indonesia kembali menjadi anggota pbb?","tahun tahun 1957 1961","WA"
