"urutan","pertanyaan","jawaban","verdict"
"1","Siapa presiden pada masa orde baru?","bangsa indonesia","WA"
"2","Siapa presiden pada masa orde baru?","bangsa indonesia","WA"
"3","Siapa presiden pada masa orde baru?","bangsa indonesia","WA"
"4","Siapa presiden pada masa orde baru?","bangsa indonesia","WA"
"5","Siapa presiden pada masa orde baru?","bangsa indonesia","WA"
"6","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"7","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"8","Dimana konferensi asia afrika diselenggarakan?","jenewa","WA"
"9","Dimana konferensi asia afrika diselenggarakan?","dunia","WA"
"10","Dimana konferensi asia afrika diselenggarakan?","dunia","WA"
"11","Siapa presiden pertama Indonesia?","orang indonesia asli","WA"
"12","Siapa presiden pertama Indonesia?","drs m hatta","WA"
"13","Siapa presiden pertama Indonesia?","presiden ir","WA"
"14","Siapa presiden pertama Indonesia?","rakyat indonesia","WA"
"15","Siapa presiden pertama Indonesia?","rakyat indonesia","WA"
"16","Kapan diponegoro wafat?","1582","WA"
"17","Kapan diponegoro wafat?","1749","WA"
"18","Kapan diponegoro wafat?","tanggal 12 rabiul awal 822","WA"
"19","Kapan diponegoro wafat?","tahun 1560","WA"
"20","Kapan diponegoro wafat?","tanggal 12 rabiul awal 822","WA"
"21","Kapan perjanjian saragosa terjadi?","22 april 1529","AC"
"22","Kapan perjanjian saragosa terjadi?","22 april 1529","AC"
"23","Kapan perjanjian saragosa terjadi?","22 april 1529","AC"
"24","Kapan perjanjian saragosa terjadi?","22 april 1529","AC"
"25","Kapan perjanjian saragosa terjadi?","1534","WA"
"26","Kapan Budi Utomo didirikan?","tahun 1932","WA"
"27","Kapan Budi Utomo didirikan?","tanggal 7 maret 1915","WA"
"28","Kapan Budi Utomo didirikan?","tahun 1920","WA"
"29","Kapan Budi Utomo didirikan?","tahun 1913","WA"
"30","Kapan Budi Utomo didirikan?","tahun 1916","WA"
"31","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"32","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"33","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"34","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"35","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"36","Dimana letak kerajaan sriwijaya?","provinsi sumatera","AC"
"37","Dimana letak kerajaan sriwijaya?","india","WA"
"38","Dimana letak kerajaan sriwijaya?","india","WA"
"39","Dimana letak kerajaan sriwijaya?","palembang","AC"
"40","Dimana letak kerajaan sriwijaya?","daerah","WA"
"41","Kapan taman siswa didirikan?","tanggal 7 agustus 1945","WA"
"42","Kapan taman siswa didirikan?","NO ANSWER","WA"
"43","Kapan taman siswa didirikan?","NO ANSWER","WA"
"44","Kapan taman siswa didirikan?","NO ANSWER","WA"
"45","Kapan taman siswa didirikan?","NO ANSWER","WA"
"46","dimana budi utomo didirikan?","batavia","AC"
"47","dimana budi utomo didirikan?","batavia","AC"
"48","dimana budi utomo didirikan?","batavia","AC"
"49","dimana budi utomo didirikan?","batavia","AC"
"50","dimana budi utomo didirikan?","batavia","AC"
"51","dimana taman siswa didirikan?","NO ANSWER","WA"
"52","dimana taman siswa didirikan?","NO ANSWER","WA"
"53","dimana taman siswa didirikan?","NO ANSWER","WA"
"54","dimana taman siswa didirikan?","NO ANSWER","WA"
"55","dimana taman siswa didirikan?","NO ANSWER","WA"
"56","kapan konferensi asia afrika diselenggarakan?","tanggal 14 agustus 1941","WA"
"57","kapan konferensi asia afrika diselenggarakan?","bulan januari 1943","WA"
"58","kapan konferensi asia afrika diselenggarakan?","bulan januari 1943","WA"
"59","kapan konferensi asia afrika diselenggarakan?","bulan oktober 1943","WA"
"60","kapan konferensi asia afrika diselenggarakan?","bulan november 1943","WA"
"61","kapan hayam wuruk wafat?","tahun 1326","WA"
"62","kapan hayam wuruk wafat?","tahun 1326","WA"
"63","kapan hayam wuruk wafat?","tahun 1389","AC"
"64","kapan hayam wuruk wafat?","tahun 1389","AC"
"65","kapan hayam wuruk wafat?","tahun 1364","WA"
"71","siapa pemimpin kerajaan tidore?","raja putra raja kerabat raja","WA"
"72","siapa pemimpin kerajaan tidore?","daerah pusat","WA"
"73","siapa pemimpin kerajaan tidore?","raja putra raja kerabat raja","WA"
"74","siapa pemimpin kerajaan tidore?","dewa indra","WA"
"75","siapa pemimpin kerajaan tidore?","dewa indra","WA"
"76","kapan belanda datang ke maluku?","tanggal 19 desember 1948","WA"
"77","kapan belanda datang ke maluku?","1 januari 1949","WA"
"78","kapan belanda datang ke maluku?","8 desember 1947","WA"
"79","kapan belanda datang ke maluku?","tanggal 21 juni 1947","WA"
"80","kapan belanda datang ke maluku?","tanggal 21 juni 1947","WA"
"81","kapan portugis datang ke maluku?","1480 1521","WA"
"82","kapan portugis datang ke maluku?","NO ANSWER","WA"
"83","kapan portugis datang ke maluku?","NO ANSWER","WA"
"84","kapan portugis datang ke maluku?","NO ANSWER","WA"
"85","kapan portugis datang ke maluku?","NO ANSWER","WA"
"91","kapan perjanjian bongaya ditandatangani?","tanggal 18 nopember 1667","AC"
"92","kapan perjanjian bongaya ditandatangani?","tanggal 18 nopember 1667","AC"
"93","kapan perjanjian bongaya ditandatangani?","tahun 1995","WA"
"94","kapan perjanjian bongaya ditandatangani?","tahun 1995","WA"
"95","kapan perjanjian bongaya ditandatangani?","tahun 1968","WA"
"101","kapan voc didirikan?","1743","WA"
"102","kapan voc didirikan?","1744","WA"
"103","kapan voc didirikan?","NO ANSWER","WA"
"104","kapan voc didirikan?","NO ANSWER","WA"
"105","kapan voc didirikan?","NO ANSWER","WA"
"106","kapan voc dibubarkan?","1743","WA"
"107","kapan voc dibubarkan?","1703","WA"
"108","kapan voc dibubarkan?","1749","WA"
"109","kapan voc dibubarkan?","1719 1723","WA"
"110","kapan voc dibubarkan?","1749","WA"
"121","kapan pangeran antasari wafat?","11 oktober 1862","AC"
"122","kapan pangeran antasari wafat?","11 oktober 1862","AC"
"123","kapan pangeran antasari wafat?","1582","WA"
"124","kapan pangeran antasari wafat?","11 oktober 1862","AC"
"125","kapan pangeran antasari wafat?","11 oktober 1862","AC"
"131","kapan ekspedisi pertama belanda di bali terjadi?","tahun 1222","WA"
"132","kapan ekspedisi pertama belanda di bali terjadi?","1227 1248","WA"
"133","kapan ekspedisi pertama belanda di bali terjadi?","1227 1248","WA"
"134","kapan ekspedisi pertama belanda di bali terjadi?","tanggal 7 april 1521","WA"
"135","kapan ekspedisi pertama belanda di bali terjadi?","22 april 1529","WA"
"136","kapan perlawanan di aceh terjadi?","bulan februari 1944","WA"
"137","kapan perlawanan di aceh terjadi?","bulan februari 1944","WA"
"138","kapan perlawanan di aceh terjadi?","bulan nopember 1944","WA"
"139","kapan perlawanan di aceh terjadi?","bulan nopember 1944","WA"
"140","kapan perlawanan di aceh terjadi?","tanggal 14 februari 1945","WA"
"141","siapa pendiri budi utomo?","utomo","WA"
"142","siapa pendiri budi utomo?","parindra partindo","WA"
"143","siapa pendiri budi utomo?","parindra partindo","WA"
"144","siapa pendiri budi utomo?","mahasiswa","AC"
"145","siapa pendiri budi utomo?","indische partij","WA"
"146","kapan sarekat islam didirikan?","tahun 1926","WA"
"147","kapan sarekat islam didirikan?","tahun 1911","AC"
"148","kapan sarekat islam didirikan?","tahun 1911","AC"
"149","kapan sarekat islam didirikan?","tahun 1911","AC"
"150","kapan sarekat islam didirikan?","tahun 1911","AC"
"151","siapa pendiri sarekat islam?","indische partij","WA"
"152","siapa pendiri sarekat islam?","indische partij","WA"
"153","siapa pendiri sarekat islam?","indische partij muhammadiyah","WA"
"154","siapa pendiri sarekat islam?","indische partij muhammadiyah","WA"
"155","siapa pendiri sarekat islam?","indische partij","WA"
"156","kapan indische partij didirikan?","tanggal 20 mei 1908","WA"
"157","kapan indische partij didirikan?","tanggal 23 mei 1920","WA"
"158","kapan indische partij didirikan?","tanggal 25 desember 1912","AC"
"159","kapan indische partij didirikan?","tanggal 25 desember 1912","AC"
"160","kapan indische partij didirikan?","tanggal 4 mei 1914","WA"
"161","dimana muhammadiyah didirikan?","yogyakarta","AC"
"162","dimana muhammadiyah didirikan?","yogyakarta","AC"
"163","dimana muhammadiyah didirikan?","jakarta","WA"
"164","dimana muhammadiyah didirikan?","yogyakarta","AC"
"165","dimana muhammadiyah didirikan?","sumedang cianjur","WA"
"166","kapan muhammadiyah didirikan?","tanggal 1 januari 1925","WA"
"167","kapan muhammadiyah didirikan?","tanggal 31 januari 1926","WA"
"168","kapan muhammadiyah didirikan?","tahun 1932","WA"
"169","kapan muhammadiyah didirikan?","tahun 1920","WA"
"170","kapan muhammadiyah didirikan?","tahun 1913","WA"
"176","siapa yang membawa ajaran marxis?","sneevliet","AC"
