"urutan","pertanyaan","jawaban","verdict"
"1","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"2","Siapa presiden pada masa orde baru?","bangsa indonesia","WA"
"3","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"4","Siapa presiden pada masa orde baru?","bangsa indonesia","WA"
"5","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"6","Siapa presiden pada masa orde baru?","bangsa indonesia","WA"
"7","Siapa presiden pada masa orde baru?","bangsa indonesia","WA"
"8","Siapa presiden pada masa orde baru?","letjen soeharto","AC"
"9","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"10","Dimana konferensi asia afrika diselenggarakan?","jenewa","WA"
"11","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"12","Dimana konferensi asia afrika diselenggarakan?","dunia","WA"
"13","Dimana konferensi asia afrika diselenggarakan?","dunia","WA"
"14","Dimana konferensi asia afrika diselenggarakan?","asia","WA"
"15","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"16","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"17","Siapa presiden pertama Indonesia?","orang indonesia asli","WA"
"18","Siapa presiden pertama Indonesia?","orang indonesia orisinil","WA"
"19","Siapa presiden pertama Indonesia?","presiden indonesia","WA"
"20","Siapa presiden pertama Indonesia?","presiden republik indonesia","WA"
"21","Siapa presiden pertama Indonesia?","radjiman wedyodiningrat","WA"
"22","Siapa presiden pertama Indonesia?","rakyat indonesia","WA"
"23","Siapa presiden pertama Indonesia?","rakyat indonesia","WA"
"24","Siapa presiden pertama Indonesia?","mr muhammad","WA"
"25","Kapan diponegoro wafat?","1749","WA"
"26","Kapan diponegoro wafat?","1582","WA"
"27","Kapan diponegoro wafat?","tahun 1601","WA"
"28","Kapan diponegoro wafat?","tanggal 6 november 1864","WA"
"29","Kapan diponegoro wafat?","periode 1830 1838","WA"
"30","Kapan diponegoro wafat?","tahun 1677 1703","WA"
"31","Kapan diponegoro wafat?","tanggal 12 september 1957","WA"
"32","Kapan diponegoro wafat?","tanggal 12 september 1957","WA"
"33","Kapan perjanjian saragosa terjadi?","1534","WA"
"34","Kapan perjanjian saragosa terjadi?","22 april 1529","AC"
"35","Kapan perjanjian saragosa terjadi?","22 april 1529","AC"
"36","Kapan perjanjian saragosa terjadi?","1534","WA"
"37","Kapan perjanjian saragosa terjadi?","tahun 1811","WA"
"38","Kapan perjanjian saragosa terjadi?","22 april 1529","AC"
"39","Kapan perjanjian saragosa terjadi?","22 april 1529","AC"
"40","Kapan perjanjian saragosa terjadi?","1522","WA"
"41","Kapan Budi Utomo didirikan?","tahun 1932","WA"
"42","Kapan Budi Utomo didirikan?","tanggal 7 maret 1915","WA"
"43","Kapan Budi Utomo didirikan?","tahun 1920","WA"
"44","Kapan Budi Utomo didirikan?","tahun 1913","WA"
"45","Kapan Budi Utomo didirikan?","tahun 1916","WA"
"46","Kapan Budi Utomo didirikan?","tahun 1911","WA"
"47","Kapan Budi Utomo didirikan?","tahun 1911","WA"
"48","Kapan Budi Utomo didirikan?","tahun 1917","WA"
"49","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"50","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"51","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"52","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"53","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"54","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"55","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"56","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"57","Dimana letak kerajaan sriwijaya?","provinsi sumatera","AC"
"58","Dimana letak kerajaan sriwijaya?","india","WA"
"59","Dimana letak kerajaan sriwijaya?","india","WA"
"60","Dimana letak kerajaan sriwijaya?","palembang","AC"
"61","Dimana letak kerajaan sriwijaya?","daerah","WA"
"62","Dimana letak kerajaan sriwijaya?","palembang","AC"
"63","Dimana letak kerajaan sriwijaya?","daerah","WA"
"64","Dimana letak kerajaan sriwijaya?","kadaram","WA"
"65","Kapan taman siswa didirikan?","NO ANSWER","WA"
"66","Kapan taman siswa didirikan?","NO ANSWER","WA"
"67","Kapan taman siswa didirikan?","NO ANSWER","WA"
"68","Kapan taman siswa didirikan?","NO ANSWER","WA"
"69","Kapan taman siswa didirikan?","NO ANSWER","WA"
"70","Kapan taman siswa didirikan?","NO ANSWER","WA"
"71","Kapan taman siswa didirikan?","NO ANSWER","WA"
"72","Kapan taman siswa didirikan?","NO ANSWER","WA"
"73","dimana budi utomo didirikan?","batavia","AC"
"74","dimana budi utomo didirikan?","batavia","AC"
