"urutan","pertanyaan","jawaban","verdict"
"1","Siapa presiden pada masa orde baru?","masyarakat","WA"
"2","Siapa presiden pada masa orde baru?","masyarakat","WA"
"3","Siapa presiden pada masa orde baru?","masyarakat","WA"
"4","Siapa presiden pada masa orde baru?","masyarakat","WA"
"5","Siapa presiden pada masa orde baru?","NO ANSWER","WA"
"6","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"7","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"8","Dimana konferensi asia afrika diselenggarakan?","jenewa","WA"
"9","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"10","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"11","Siapa presiden pertama Indonesia?","orang indonesia orisinil","WA"
"12","Siapa presiden pertama Indonesia?","orang indonesia orisinil","WA"
"13","Siapa presiden pertama Indonesia?","presiden indonesia","WA"
"14","Siapa presiden pertama Indonesia?","presiden republik indonesia","WA"
"15","Siapa presiden pertama Indonesia?","partai komunis indonesia partai buruh indonesia partai rakyat","WA"
"16","Kapan diponegoro wafat?","1582","WA"
"17","Kapan diponegoro wafat?","1749","WA"
"18","Kapan diponegoro wafat?","tahun 1601","WA"
"19","Kapan diponegoro wafat?","tanggal 8 januari 1855","AC"
"20","Kapan diponegoro wafat?","tanggal 8 januari 1855","AC"
"21","Kapan perjanjian saragosa terjadi?","20 agustus 1920","WA"
"22","Kapan perjanjian saragosa terjadi?","20 agustus 1920","WA"
"23","Kapan perjanjian saragosa terjadi?","tanggal 7 mei 1945","WA"
"24","Kapan perjanjian saragosa terjadi?","tanggal 7 mei 1945","WA"
"25","Kapan perjanjian saragosa terjadi?","tanggal 7 mei 1945","WA"
"26","Kapan Budi Utomo didirikan?","tahun 1932","WA"
"27","Kapan Budi Utomo didirikan?","tanggal 7 maret 1915","WA"
"28","Kapan Budi Utomo didirikan?","tahun 1920","WA"
"29","Kapan Budi Utomo didirikan?","tahun 1913","WA"
"30","Kapan Budi Utomo didirikan?","tahun 1911","WA"
"31","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"32","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"33","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"34","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"35","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"36","Dimana letak kerajaan sriwijaya?","provinsi sumatera","AC"
"37","Dimana letak kerajaan sriwijaya?","india","WA"
"38","Dimana letak kerajaan sriwijaya?","india","WA"
"39","Dimana letak kerajaan sriwijaya?","palembang","AC"
"40","Dimana letak kerajaan sriwijaya?","daerah","WA"
"41","Kapan taman siswa didirikan?","NO ANSWER","WA"
"42","Kapan taman siswa didirikan?","NO ANSWER","WA"
"43","Kapan taman siswa didirikan?","NO ANSWER","WA"
"44","Kapan taman siswa didirikan?","NO ANSWER","WA"
