lima	PERSON
orang	PERSON
tewas	O
dan	O
sekitar	O
130	PERSON
cedera	PERSON
20	O
di	O
antara	O
alam	O
luka	O
bakar	O
serius	O
ketika	O
kafe	LOCATION
het	LOCATION
hemeltje	LOCATION
-LRB-	O
surga	LOCATION
kecil	LOCATION
-RRB-	O
di	O
volendam	LOCATION
kota	LOCATION
di	O
utara	LOCATION
belanda	LOCATION
yang	O
padat	O
remaja	PERSON
yang	O
tengah	TIME
raya	TIME
tahun	TIME
baru	TIME
terbakar	O
api	O
mula	O
tengah	TIME
jam	TIME
telah	O
awal	TIME
milenium	TIME
baru	TIME
senin	TIME
-LRB-	O
1/1	TIME
-RRB-	O
pukul	TIME
00.30	TIME
dengan	O
cepat	O
lalap	O
kafe	PERSON
di	O
kota	LOCATION
wisata	LOCATION
tersebut	O
peristiwa	O
tragis	O
di	O
volendam	LOCATION
hanyalah	O
satu	O
dari	O
sekian	O
rangkai	O
peristiwa	O
tragis	O
di	O
tengah	LOCATION
kemeriahan	LOCATION
masyarakat	LOCATION
dunia	LOCATION
raya	O
hari	TIME
pertama	TIME
milenium	TIME
baru	TIME
milenium	O
tiga	O
pada	O
1	TIME
januari	TIME
2001	TIME
dini	TIME
hari	TIME
ledak	O
bom	O
guncang	O
dua	PERSON
gereja	PERSON
di	O
bekas	LOCATION
negara	LOCATION
uni	LOCATION
soviet	LOCATION
tajikistan	LOCATION
pada	O
malam	TIME
jelang	TIME
tahun	TIME
baru	TIME
minggu	TIME
dua	PERSON
bom	PERSON
ledak	O
selang	O
hanya	O
tengah	TIME
jam	TIME
di	O
ibu	LOCATION
kota	LOCATION
tajikistan	LOCATION
dushanbe	LOCATION
satu	PERSON
bom	PERSON
di	O
gereja	LOCATION
ortodoks	LOCATION
dan	O
satu	O
lagi	O
di	O
gereja	LOCATION
adven	LOCATION
hari	TIME
ketujuh	TIME
tak	O
timbul	O
korban	O
ini	O
rupa	O
insiden	O
rupa	O
dua	O
dalam	O
tiga	TIME
bulan	TIME
di	O
negara	LOCATION
asia	LOCATION
tengah	LOCATION
duduk	O
mayoritas	PERSON
muslim	PERSON
ini	O
turut	O
polisi	PERSON
setempat	PERSON
peristiwa	O
tiga	TIME
bulan	TIME
lalu	TIME
ketika	O
buah	O
bom	O
ledak	O
di	O
gereja	LOCATION
misi	LOCATION
kristen	LOCATION
korea	LOCATION
di	O
luar	LOCATION
dushambe	LOCATION
oktober	TIME
2000	O
tewas	O
tidak	O
tujuh	PERSON
orang	PERSON
yang	O
tengah	O
ikut	O
ibadat	O
ledak	O
bom	O
senin	TIME
dini	TIME
hari	TIME
juga	O
rontok	O
tembok	O
yang	O
keliling	O
gereja	O
katolik	O
di	O
aden	LOCATION
yaman	LOCATION
namun	O
tak	O
ada	O
yang	O
cedera	O
hanya	O
ada	O
lima	O
gereja	O
di	O
yaman	LOCATION
seluruh	O
di	O
aden	LOCATION
loncat	O
dari	O
jendela	O
korban	PERSON
pada	O
malam	TIME
tahun	TIME
baru	TIME
di	O
kafe	LOCATION
het	LOCATION
hemeltje	LOCATION
di	O
volendam	LOCATION
senin	TIME
dini	TIME
hari	TIME
kata	O
wali	PERSON
kota	PERSON
volendam	PERSON
frank	PERSON
ijsselmuiden	PERSON
umum	O
akibat	O
mereka	O
upaya	O
selamat	O
diri	O
dengan	O
pecah	O
kaca	O
jendela	O
dan	O
loncat	O
dari	O
lantai	LOCATION
tiga	LOCATION
untuk	O
hindar	O
api	O
yang	O
tiba	O
lalap	O
kafe	LOCATION
het	LOCATION
hemeltje	LOCATION
``	O
sampai	O
saat	O
ini	O
lima	O
orang	O
tewas	O
satu	O
di	O
antara	O
mati	O
di	O
rumah	LOCATION
sakit	LOCATION
kami	O
perkirakan	O
sekitar	O
130	O
orang	O
lain	O
cedera	O
''	O
ungkap	O
frank	PERSON
ijsselmuiden	PERSON
untuk	O
laku	O
bantu	O
tolong	O
celaka	O
tersebut	O
turut	O
ijsselmuiden	PERSON
perlu	O
100	O
ambulan	O
sekitar	O
53	O
yang	O
cedera	O
angkut	O
ke	O
amsterdam	LOCATION
di	O
rumah	LOCATION
sakit	LOCATION
amc	LOCATION
paruh	O
di	O
antara	O
cedera	O
bakar	O
serius	O
``	O
dalam	O
kepanikan	O
banyak	O
di	O
antara	O
mereka	O
loncat	O
dari	O
jendela	O
-LRB-	O
lantai	LOCATION
tiga	LOCATION
-RRB-	O
''	O
kata	O
jubir	PERSON
polisi	PERSON
volendam	PERSON
wietse	PERSON
peter	PERSON
ia	O
tambahkan	O
beberapa	O
korban	O
bakar	O
rawat	O
oleh	O
duduk	O
di	O
sekitar	LOCATION
kafe	LOCATION
bagi	O
baring	O
di	O
bak	O
mandi	O
turut	O
polisi	O
mungkin	O
api	O
yang	O
landa	O
kafe	LOCATION
itu	O
awal	O
dari	O
hias	O
lampu	O
natal	O
banyak	O
kunjung	O
malam	O
itu	O
karena	O
volendam	LOCATION
memang	O
rupa	O
resor	O
wisata	O
kenal	O
di	O
belanda	LOCATION
yang	O
letak	O
di	O
ijselmeer	LOCATION
buah	LOCATION
danau	LOCATION
darat	LOCATION
yang	O
hubung	O
dengan	O
laut	LOCATION
utara	LOCATION
kembang	O
api	O
buah	O
bom	O
juga	O
ledak	O
di	O
pusat	LOCATION
kota	LOCATION
istanbul	LOCATION
turki	LOCATION
senin	TIME
dini	TIME
hari	TIME
sebab	O
ribu	PERSON
orang	PERSON
yang	O
tengah	O
raya	O
malam	O
tahun	O
baru	O
paksa	O
ungsi	O
diri	O
hanya	O
puluh	O
yang	O
cedera	O
tidak	O
ada	O
buah	O
pihak	O
pun	O
yang	O
klaim	O
insiden	O
bom	O
ini	O
namun	O
polisi	PERSON
istanbul	PERSON
memperkirakan	O
buat	O
ini	O
laku	O
kaum	O
militan	O
kiri	O
yang	O
duga	O
rencana	O
aksi	O
serang	O
malam	TIME
tahun	TIME
baru	TIME
untuk	O
balas	O
dendam	O
atas	O
bunuh	O
rekan	O
mereka	O
yang	O
mati	O
dalam	O
serang	O
rusuh	O
dalam	O
penjara	O
turki	O
belum	O
lama	O
ini	O
namun	O
cara	O
keseluruhan	O
kemeriahan	O
kembang	O
api	O
warna	O
awal	TIME
milenium	TIME
baru	TIME
tahun	TIME
2001	TIME
di	O
bagai	LOCATION
tempat	LOCATION
belah	LOCATION
dunia	LOCATION
filipina	LOCATION
sabtu	TIME
guncang	O
lima	O
bom	O
di	O
ibu	LOCATION
kota	LOCATION
manila	LOCATION
yang	O
sebab	O
14	O
tewas	O
serta	O
100	O
cedera	O
dalam	O
kurun	O
waktu	O
dua	TIME
jam	TIME
juga	O
dalam	O
ingar-bingar	O
pesta	O
kembang	O
api	O
sekitar	O
400	O
orang	O
cedera	O
akibat	O
kena	O
kembang	O
api	O
dan	O
mercon	O
di	O
manila	LOCATION
senin	TIME
dini	TIME
hari	TIME
itu	O
meski	O
baru	O
guncang	O
bom	O
dan	O
di	O
belah	O
lain	O
di	O
filipina	LOCATION
selatan	LOCATION
landa	O
bagai	O
peristiwa	O
teror	O
mereka	O
tetap	O
sambut	O
riah	O
awal	TIME
milenium	TIME
baru	TIME
kali	O
ini	O
di	O
beijing	LOCATION
cina	LOCATION
insiden	O
darah	O
jadi	O
senin	TIME
dini	TIME
hari	TIME
sekitar	O
300	O
anggota	O
gerak	O
spiritual	O
larang	O
di	O
cina	LOCATION
falun	PERSON
gong	PERSON
tangkap	O
dengan	O
cara	O
keras	O
ketika	O
mereka	O
laku	O
aksi	O
demonstrasi	O
ribu	PERSON
polisi	PERSON
turut	O
afp	O
tendang	O
serta	O
pukul	O
ratus	O
demonstran	O
falun	O
gong	O
yang	O
nyata	O
larang	O
sejak	TIME
tahun	TIME
1999	TIME
meski	O
dilarang	O
perintah	PERSON
komunis	PERSON
cina	PERSON
belum	O
juga	O
hasil	O
berantas	O
anggota	PERSON
falun	PERSON
gong	PERSON
yang	O
hampir	O
selalu	O
guna	O
hari	TIME
libur	TIME
besar	TIME
untuk	O
sempat	O
demonstrasi	O
atas	O
pelarangan	O
serta	O
tangkap	O
hadap	O
anggota	O
mereka	O
di	O
paris	LOCATION
perancis	LOCATION
menara	O
kenal	O
eiffel	O
warna	O
biru	O
di	O
new	LOCATION
york	LOCATION
lapang	O
kenal	O
times	O
square	O
selimut	O
salju	O
sementara	O
bagai	O
negara	LOCATION
afrika	LOCATION
landa	O
perang	O
bunuh	O
di	O
awal	TIME
tahun	TIME
baru	TIME
di	O
timur	LOCATION
tengah	LOCATION
serta	O
kemeriahan	O
dan	O
insiden	O
di	O
asia	LOCATION
tidak	O
ada	O
gencat	O
senjata	O
di	O
timur	LOCATION
tengah	LOCATION
jelang	O
tahun	TIME
baru	TIME
minggu	TIME
bahkan	O
hari	TIME
itu	TIME
orang	PERSON
ekstremis	PERSON
yahudi	PERSON
dan	O
istri	PERSON
tembak	O
mati	O
orang	PERSON
palestina	PERSON
di	O
tepi	LOCATION
barat	LOCATION
binyamin	LOCATION
zeev	PERSON
dan	O
istrinya	PERSON
talia	PERSON
mati	O
tembak	O
di	O
mobilnya	LOCATION
lima	PERSON
anak	PERSON
cedera	O
hanya	O
beberapa	TIME
jam	TIME
sebelumnya	TIME
orang	O
jabat	O
tinggi	O
di	O
sayap	O
militer	O
yasser	PERSON
arafat	PERSON
fatah	PERSON
tewas	O
