rank,document,verdict
1,dok353.txt,WA
2,dok132.txt,WA
3,dok61.txt,WA
4,dok386.txt,WA
5,dok11.txt,WA
6,dok82.txt,WA
7,dok18.txt,WA
8,dok89.txt,WA
9,dok129.txt,WA
10,dok58.txt,WA
11,dok7.txt,WA
12,dok78.txt,WA
13,dok270.txt,WA
14,dok133.txt,WA
15,dok62.txt,WA
16,dok136.txt,AC
17,dok65.txt,AC
18,dok6.txt,WA
19,dok77.txt,WA
20,dok28.txt,AC
21,dok99.txt,AC
22,dok359.txt,WA
23,dok10.txt,WA
24,dok81.txt,WA
25,dok159.txt,WA
26,dok343.txt,WA
27,dok165.txt,WA
28,dok17.txt,WA
29,dok88.txt,WA
30,dok115.txt,WA
31,dok44.txt,WA
32,dok111.txt,WA
33,dok40.txt,WA
34,dok187.txt,WA
35,dok101.txt,WA
36,dok30.txt,WA
37,dok131.txt,WA
38,dok60.txt,WA
39,dok275.txt,WA
40,dok189.txt,WA
41,dok319.txt,WA
42,dok240.txt,WA
43,dok243.txt,WA
44,dok269.txt,WA
45,dok203.txt,WA
46,dok191.txt,WA
47,dok326.txt,WA
48,dok381.txt,WA
49,dok266.txt,WA
50,dok16.txt,WA
