rank,document,verdict
1,dok240.txt,WA
2,dok142.txt,AC
3,dok71.txt,AC
4,dok343.txt,WA
5,dok394.txt,WA
6,dok300.txt,WA
7,dok180.txt,WA
8,dok376.txt,WA
9,dok365.txt,WA
10,dok258.txt,WA
11,dok333.txt,WA
12,dok166.txt,WA
13,dok384.txt,WA
14,dok179.txt,WA
15,dok181.txt,WA
16,dok337.txt,WA
17,dok386.txt,WA
18,dok4.txt,WA
19,dok75.txt,WA
20,dok377.txt,WA
21,dok385.txt,WA
22,dok224.txt,WA
23,dok188.txt,WA
24,dok397.txt,WA
25,dok370.txt,WA
26,dok201.txt,WA
27,dok204.txt,WA
28,dok402.txt,WA
29,dok16.txt,WA
30,dok266.txt,WA
31,dok381.txt,WA
32,dok87.txt,WA
33,dok5.txt,WA
34,dok76.txt,WA
35,dok330.txt,WA
36,dok226.txt,WA
37,dok267.txt,WA
38,dok308.txt,WA
39,dok320.txt,WA
40,dok321.txt,WA
41,dok341.txt,WA
42,dok368.txt,WA
43,dok208.txt,WA
44,dok399.txt,WA
45,dok268.txt,WA
46,dok325.txt,WA
47,dok102.txt,WA
48,dok12.txt,WA
49,dok31.txt,WA
50,dok83.txt,WA
