rank,document,verdict
1,dok385.txt,WA
2,dok218.txt,WA
3,dok402.txt,WA
4,dok115.txt,WA
5,dok44.txt,WA
6,dok274.txt,WA
7,dok224.txt,WA
8,dok142.txt,AC
9,dok71.txt,AC
10,dok328.txt,WA
11,dok280.txt,WA
12,dok253.txt,WA
13,dok247.txt,WA
14,dok157.txt,WA
15,dok365.txt,WA
16,dok401.txt,WA
17,dok228.txt,WA
18,dok25.txt,WA
19,dok96.txt,WA
20,dok164.txt,WA
21,dok287.txt,WA
22,dok331.txt,WA
23,dok24.txt,WA
24,dok95.txt,WA
25,dok371.txt,WA
26,dok211.txt,WA
27,dok354.txt,WA
28,dok341.txt,WA
29,dok113.txt,WA
30,dok42.txt,WA
31,dok103.txt,AC
32,dok32.txt,AC
33,dok393.txt,WA
34,dok111.txt,WA
35,dok40.txt,WA
36,dok23.txt,WA
37,dok94.txt,WA
38,dok176.txt,WA
39,dok173.txt,WA
40,dok323.txt,WA
41,dok399.txt,WA
42,dok174.txt,WA
43,dok345.txt,WA
44,dok390.txt,WA
45,dok1.txt,WA
46,dok72.txt,WA
47,dok269.txt,WA
48,dok18.txt,WA
49,dok89.txt,WA
50,dok168.txt,WA
