rank,document,verdict
1,dok253.txt,WA
2,dok101.txt,WA
3,dok30.txt,WA
4,dok394.txt,WA
5,dok24.txt,WA
6,dok95.txt,WA
7,dok331.txt,WA
8,dok117.txt,WA
9,dok46.txt,WA
10,dok385.txt,WA
11,dok319.txt,WA
12,dok402.txt,WA
13,dok189.txt,WA
14,dok15.txt,WA
15,dok86.txt,WA
16,dok248.txt,WA
17,dok113.txt,WA
18,dok42.txt,WA
19,dok376.txt,WA
20,dok145.txt,AC
21,dok400.txt,WA
22,dok365.txt,WA
23,dok202.txt,WA
24,dok111.txt,WA
25,dok40.txt,WA
26,dok275.txt,WA
27,dok269.txt,WA
28,dok368.txt,WA
29,dok161.txt,WA
30,dok261.txt,WA
31,dok224.txt,WA
32,dok149.txt,WA
33,dok390.txt,WA
34,dok276.txt,AC
35,dok227.txt,WA
36,dok351.txt,WA
37,dok144.txt,AC
38,dok334.txt,WA
39,dok217.txt,WA
40,dok6.txt,WA
41,dok77.txt,WA
42,dok209.txt,WA
43,dok231.txt,WA
44,dok272.txt,WA
45,dok150.txt,WA
46,dok281.txt,AC
47,dok169.txt,WA
48,dok307.txt,WA
49,dok176.txt,WA
50,dok353.txt,WA
51,dok188.txt,WA
52,dok401.txt,WA
53,dok230.txt,AC
54,dok364.txt,WA
55,dok296.txt,AC
56,dok131.txt,WA
57,dok60.txt,WA
58,dok279.txt,WA
59,dok115.txt,WA
60,dok44.txt,WA
61,dok11.txt,WA
62,dok82.txt,WA
63,dok196.txt,WA
64,dok398.txt,WA
65,dok362.txt,AC
66,dok280.txt,WA
67,dok126.txt,WA
68,dok55.txt,WA
69,dok374.txt,WA
70,dok204.txt,WA
71,dok193.txt,WA
72,dok162.txt,WA
73,dok177.txt,WA
74,dok340.txt,WA
75,dok129.txt,WA
76,dok58.txt,WA
77,dok392.txt,WA
78,dok203.txt,WA
79,dok258.txt,WA
80,dok207.txt,WA
81,dok124.txt,WA
82,dok53.txt,WA
83,dok240.txt,WA
84,dok243.txt,WA
85,dok371.txt,WA
86,dok295.txt,WA
87,dok165.txt,WA
88,dok17.txt,WA
89,dok88.txt,WA
90,dok159.txt,WA
91,dok166.txt,WA
92,dok206.txt,WA
93,dok396.txt,WA
94,dok266.txt,WA
95,dok16.txt,WA
96,dok87.txt,WA
97,dok250.txt,WA
98,dok252.txt,WA
99,dok183.txt,WA
