"urutan","pertanyaan","jawaban","verdict"
"1","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"9","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"17","Siapa presiden pertama Indonesia?","orang indonesia asli","WA"
"25","Kapan diponegoro wafat?","1749","WA"
"33","Kapan perjanjian saragosa terjadi?","1534","WA"
"41","Kapan Budi Utomo didirikan?","tahun 1932","WA"
"49","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"57","Dimana letak kerajaan sriwijaya?","provinsi sumatera","AC"
"65","Kapan taman siswa didirikan?","NO ANSWER","WA"
"73","dimana budi utomo didirikan?","batavia","AC"
"81","dimana taman siswa didirikan?","jakarta chairul","WA"
"89","kapan konferensi asia afrika diselenggarakan?","tanggal 14 agustus 1941","WA"
"97","kapan hayam wuruk wafat?","tahun 1326","WA"
"113","siapa pemimpin kerajaan tidore?","raja putra raja kerabat raja","WA"
"121","kapan belanda datang ke maluku?","tanggal 19 desember 1948","WA"
"129","kapan portugis datang ke maluku?","1521","WA"
"145","kapan perjanjian bongaya ditandatangani?","tanggal 18 nopember 1667","AC"
"161","kapan voc didirikan?","1743","WA"
"169","kapan voc dibubarkan?","1743","WA"
"193","kapan pangeran antasari wafat?","1582","WA"
"209","kapan ekspedisi pertama belanda di bali terjadi?","tahun 1289","WA"
"217","kapan perlawanan di aceh terjadi?","abad","WA"
"225","siapa pendiri budi utomo?","utomo","WA"
"233","kapan sarekat islam didirikan?","1912","WA"
"241","siapa pendiri sarekat islam?","indische partij muhammadiyah","WA"
"249","kapan indische partij didirikan?","tanggal 23 mei 1920","WA"
"257","dimana muhammadiyah didirikan?","indonesia","WA"
"265","kapan muhammadiyah didirikan?","NO ANSWER","WA"
"281","siapa yang membawa ajaran marxis?","sneevliet","AC"
"289","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tanggal 15 juli 1936","AC"
"297","kapan sumpah pemuda terjadi?","pemuda 1928","WA"
"305","kapan partai nasional indonesia lahir?","tahun 2014","WA"
"313","kapan sistem tanam paksa diterapkan?","tahun 1850","WA"
"321","kapan sidang kabinet dwikora diadakan?","masa orde","WA"
"329","kapan supersemar dikeluarkan?","tanggal 23 juli 2001 pukul 1.10 wib hari","WA"
"337","siapa pemimpin APRA?","partai masyumi","WA"
"345","siapa pemimpin RMS?","partai masyumi","WA"
"353","kapan gerakan non blok diselenggarakan?","tanggal 1 6 september 1961","AC"
"361","kapan rengasdengklok terjadi?","tanggal 14 agustus 1945","WA"
"369","kapan seinendan didirikan?","tanggal 29 april 1943","AC"
"377","kapan rakyat bali melawan belanda?","bulan januari 1942","WA"
"385","siapa penulis konsep naskah proklamasi?","sukarno","AC"
"401","dimana perjanjian renville dibuat?","lautan","WA"
"409","kapan perjanjian renville dilakukan?","tanggal 19 desember 1948","WA"
"425","kapan pancasila lahir?","uud 1945","WA"
"433","siapa ketua ppki?","mr.ahmad soerbadjo","WA"
"441","kapan nagasaki dibom?","14 agustus 1945","WA"
"449","kapan hiroshima dibom?","tanggal 9 agustus 1945","WA"
"457","kapan reformasi terjadi?","13 mei 1998","AC"
"473","kapan indonesia kembali menjadi anggota pbb?","tanggal 28 september 1966","AC"
