"urutan","pertanyaan","jawaban","verdict"
"1","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"6","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"11","Siapa presiden pertama Indonesia?","orang indonesia orisinil","WA"
"16","Kapan diponegoro wafat?","tanggal 8 januari 1855","AC"
"21","Kapan perjanjian saragosa terjadi?","1534","WA"
"26","Kapan Budi Utomo didirikan?","hari rabu tanggal 20 mei 1908","AC"
"31","Siapa pendiri Taman Siswa?","pawiyatan wanito","WA"
"36","Dimana letak kerajaan sriwijaya?","palembang","AC"
"41","Kapan taman siswa didirikan?","1922","AC"
"46","dimana budi utomo didirikan?","batavia","AC"
"51","dimana taman siswa didirikan?","yogyakarta","AC"
"56","kapan konferensi asia afrika diselenggarakan?","bulan 18 24 april 1955","AC"
"61","kapan hayam wuruk wafat?","1350 1389","AC"
"71","siapa pemimpin kerajaan tidore?","sultan mansur","AC"
"76","kapan belanda datang ke maluku?","1605","AC"
"81","kapan portugis datang ke maluku?","1512","AC"
"91","kapan perjanjian bongaya ditandatangani?","tanggal 18 nopember 1667","AC"
"101","kapan voc didirikan?","1743","WA"
"106","kapan voc dibubarkan?","NO ANSWER","WA"
"121","kapan pangeran antasari wafat?","11 oktober 1862","AC"
"131","kapan ekspedisi pertama belanda di bali terjadi?","1846","AC"
"136","kapan perlawanan di aceh terjadi?","tahun 1879","AC"
"141","siapa pendiri budi utomo?","soetomo","AC"
"146","kapan sarekat islam didirikan?","tahun 1911","AC"
"151","siapa pendiri sarekat islam?","indische partij muhammadiyah","WA"
"156","kapan indische partij didirikan?","tanggal 22 desember 1908","WA"
"161","dimana muhammadiyah didirikan?","yogyakarta","AC"
"166","kapan muhammadiyah didirikan?","1912","AC"
"176","siapa yang membawa ajaran marxis?","belanda","WA"
"181","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tanggal 15 juli 1936","AC"
"186","kapan sumpah pemuda terjadi?","tanggal 28 oktober 1928","AC"
"191","kapan partai nasional indonesia lahir?","tanggal 22 agustus 1945","WA"
"196","kapan sistem tanam paksa diterapkan?","tahun 1831","WA"
"201","kapan sidang kabinet dwikora diadakan?","masa orde","WA"
"206","kapan supersemar dikeluarkan?","tanggal 11 maret 1966","AC"
"211","siapa pemimpin APRA?","ibnu hajar","WA"
"216","siapa pemimpin RMS?","dr","WA"
"221","kapan gerakan non blok diselenggarakan?","tanggal 1 6 september 1961","AC"
"226","kapan rengasdengklok terjadi?","tanggal 14 agustus 1945","WA"
"231","kapan seinendan didirikan?","tanggal 29 april 1943","AC"
"236","kapan rakyat bali melawan belanda?","1846 1905","AC"
"241","siapa penulis konsep naskah proklamasi?","sukarno","AC"
"251","dimana perjanjian renville dibuat?","jakarta","WA"
"256","kapan perjanjian renville dilakukan?","tanggal 1 agustus 1947","WA"
"266","kapan pancasila lahir?","uud 1945","WA"
"271","siapa ketua ppki?","mr.ahmad soerbadjo","WA"
"276","kapan nagasaki dibom?","8 agustus 1945","WA"
"281","kapan hiroshima dibom?","6 agustus 1945","AC"
"286","kapan reformasi terjadi?","13 mei 1998","AC"
"296","kapan indonesia kembali menjadi anggota pbb?","tanggal 28 september 1966","AC"
