"urutan","pertanyaan","jawaban","verdict"
"1","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"4","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"7","Siapa presiden pertama Indonesia?","orang indonesia orisinil","WA"
"10","Kapan diponegoro wafat?","tanggal 8 januari 1855","AC"
"13","Kapan perjanjian saragosa terjadi?","1534","WA"
"16","Kapan Budi Utomo didirikan?","hari rabu tanggal 20 mei 1908","AC"
"19","Siapa pendiri Taman Siswa?","mahasiswa","WA"
"22","Dimana letak kerajaan sriwijaya?","palembang","AC"
"25","Kapan taman siswa didirikan?","1922","AC"
"28","dimana budi utomo didirikan?","batavia","AC"
"31","dimana taman siswa didirikan?","medan","WA"
"34","kapan konferensi asia afrika diselenggarakan?","bulan 18 24 april 1955","AC"
"37","kapan hayam wuruk wafat?","tahun 1350","WA"
"43","siapa pemimpin kerajaan tidore?","sultan mansur","AC"
"46","kapan belanda datang ke maluku?","1605","AC"
"49","kapan portugis datang ke maluku?","1512","AC"
"55","kapan perjanjian bongaya ditandatangani?","tanggal 18 nopember 1667","AC"
"61","kapan voc didirikan?","1743","WA"
"64","kapan voc dibubarkan?","tahun 1602","WA"
"73","kapan pangeran antasari wafat?","tanggal 14 maret 1862","WA"
"79","kapan ekspedisi pertama belanda di bali terjadi?","1846","AC"
"82","kapan perlawanan di aceh terjadi?","tanggal 14 april 1873","AC"
"85","siapa pendiri budi utomo?","utomo","WA"
"88","kapan sarekat islam didirikan?","tahun 1919","WA"
"91","siapa pendiri sarekat islam?","indische partij muhammadiyah","WA"
"94","kapan indische partij didirikan?","tanggal 20 mei 1908","WA"
"97","dimana muhammadiyah didirikan?","yogyakarta","AC"
"100","kapan muhammadiyah didirikan?","tanggal 1 januari 1925","WA"
"106","siapa yang membawa ajaran marxis?","belanda","WA"
"109","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tanggal 15 juli 1936","AC"
"112","kapan sumpah pemuda terjadi?","tanggal 28 oktober 1928","AC"
"115","kapan partai nasional indonesia lahir?","tanggal 22 agustus 1945","WA"
"118","kapan sistem tanam paksa diterapkan?","tahun 1870","WA"
"121","kapan sidang kabinet dwikora diadakan?","masa orde","WA"
"124","kapan supersemar dikeluarkan?","tanggal 11 maret 1966","AC"
"127","siapa pemimpin APRA?","ibnu hajar","WA"
"130","siapa pemimpin RMS?","dr","WA"
"133","kapan gerakan non blok diselenggarakan?","tanggal 1 6 september 1961","AC"
"136","kapan rengasdengklok terjadi?","tanggal 14 agustus 1945","WA"
"139","kapan seinendan didirikan?","tanggal 29 april 1943","AC"
"142","kapan rakyat bali melawan belanda?","1846 1905","AC"
"145","siapa penulis konsep naskah proklamasi?","sukarno","AC"
"151","dimana perjanjian renville dibuat?","jakarta","WA"
"154","kapan perjanjian renville dilakukan?","8 desember 1947","WA"
"160","kapan pancasila lahir?","uud 1945","WA"
"163","siapa ketua ppki?","prof mr dr soepomo","WA"
"166","kapan nagasaki dibom?","8 agustus 1945","WA"
"169","kapan hiroshima dibom?","6 agustus 1945","AC"
"172","kapan reformasi terjadi?","13 mei 1998","AC"
"178","kapan indonesia kembali menjadi anggota pbb?","tanggal 28 september 1966","AC"
