"urutan","pertanyaan","jawaban","verdict"
"1","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"9","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"17","Siapa presiden pertama Indonesia?","orang indonesia orisinil","WA"
"25","Kapan diponegoro wafat?","tanggal 8 januari 1855","AC"
"33","Kapan perjanjian saragosa terjadi?","1534","WA"
"41","Kapan Budi Utomo didirikan?","hari rabu tanggal 20 mei 1908","AC"
"49","Siapa pendiri Taman Siswa?","mahasiswa","WA"
"57","Dimana letak kerajaan sriwijaya?","palembang","AC"
"65","Kapan taman siswa didirikan?","1922","AC"
"73","dimana budi utomo didirikan?","batavia","AC"
"81","dimana taman siswa didirikan?","medan","WA"
"89","kapan konferensi asia afrika diselenggarakan?","bulan 18 24 april 1955","AC"
"97","kapan hayam wuruk wafat?","tahun 1350","WA"
"113","siapa pemimpin kerajaan tidore?","sultan mansur","AC"
"121","kapan belanda datang ke maluku?","1605","AC"
"129","kapan portugis datang ke maluku?","1512","AC"
"145","kapan perjanjian bongaya ditandatangani?","tanggal 18 nopember 1667","AC"
"161","kapan voc didirikan?","1743","WA"
"169","kapan voc dibubarkan?","tahun 1602","WA"
"193","kapan pangeran antasari wafat?","tanggal 14 maret 1862","WA"
"209","kapan ekspedisi pertama belanda di bali terjadi?","1846","AC"
"217","kapan perlawanan di aceh terjadi?","tanggal 14 april 1873","AC"
"225","siapa pendiri budi utomo?","utomo","WA"
"233","kapan sarekat islam didirikan?","tahun 1919","WA"
"241","siapa pendiri sarekat islam?","indische partij muhammadiyah","WA"
"249","kapan indische partij didirikan?","tanggal 20 mei 1908","WA"
"257","dimana muhammadiyah didirikan?","yogyakarta","AC"
"265","kapan muhammadiyah didirikan?","tanggal 1 januari 1925","WA"
"281","siapa yang membawa ajaran marxis?","belanda","WA"
"289","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tanggal 15 juli 1936","AC"
"297","kapan sumpah pemuda terjadi?","tanggal 28 oktober 1928","AC"
"305","kapan partai nasional indonesia lahir?","tanggal 22 agustus 1945","WA"
"313","kapan sistem tanam paksa diterapkan?","tahun 1870","WA"
"321","kapan sidang kabinet dwikora diadakan?","masa orde","WA"
"329","kapan supersemar dikeluarkan?","tanggal 11 maret 1966","AC"
"337","siapa pemimpin APRA?","ibnu hajar","WA"
"345","siapa pemimpin RMS?","dr","WA"
"353","kapan gerakan non blok diselenggarakan?","tanggal 1 6 september 1961","AC"
"361","kapan rengasdengklok terjadi?","tanggal 14 agustus 1945","WA"
"369","kapan seinendan didirikan?","tanggal 29 april 1943","AC"
"377","kapan rakyat bali melawan belanda?","1846 1905","AC"
"385","siapa penulis konsep naskah proklamasi?","sukarno","AC"
"401","dimana perjanjian renville dibuat?","jakarta","WA"
"409","kapan perjanjian renville dilakukan?","8 desember 1947","WA"
"425","kapan pancasila lahir?","uud 1945","WA"
"433","siapa ketua ppki?","prof mr dr soepomo","WA"
"441","kapan nagasaki dibom?","8 agustus 1945","WA"
"449","kapan hiroshima dibom?","6 agustus 1945","AC"
"457","kapan reformasi terjadi?","13 mei 1998","AC"
"473","kapan indonesia kembali menjadi anggota pbb?","tanggal 28 september 1966","AC"
