"urutan","pertanyaan","jawaban","verdict"
"1","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"6","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"11","Siapa presiden pertama Indonesia?","orang indonesia orisinil","WA"
"16","Kapan diponegoro wafat?","1582","WA"
"21","Kapan perjanjian saragosa terjadi?","1534","WA"
"26","Kapan Budi Utomo didirikan?","tahun 1932","WA"
"31","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"36","Dimana letak kerajaan sriwijaya?","provinsi sumatera","AC"
"41","Kapan taman siswa didirikan?","NO ANSWER","WA"
"46","dimana budi utomo didirikan?","batavia","AC"
"51","dimana taman siswa didirikan?","NO ANSWER","WA"
"56","kapan konferensi asia afrika diselenggarakan?","tanggal 14 agustus 1941","WA"
"61","kapan hayam wuruk wafat?","NO ANSWER","WA"
"71","siapa pemimpin kerajaan tidore?","dewa indra","WA"
"76","kapan belanda datang ke maluku?","8 desember 1947","WA"
"81","kapan portugis datang ke maluku?","1521","WA"
"91","kapan perjanjian bongaya ditandatangani?","tanggal 18 nopember 1667","AC"
"101","kapan voc didirikan?","1743","WA"
"106","kapan voc dibubarkan?","1703","WA"
"121","kapan pangeran antasari wafat?","1582","WA"
"131","kapan ekspedisi pertama belanda di bali terjadi?","1846","AC"
"136","kapan perlawanan di aceh terjadi?","bulan februari 1944","WA"
"141","siapa pendiri budi utomo?","parindra partindo","WA"
"146","kapan sarekat islam didirikan?","tahun 1911","AC"
"151","siapa pendiri sarekat islam?","indische partij muhammadiyah","WA"
"156","kapan indische partij didirikan?","NO ANSWER","WA"
"161","dimana muhammadiyah didirikan?","NO ANSWER","WA"
"166","kapan muhammadiyah didirikan?","NO ANSWER","WA"
"176","siapa yang membawa ajaran marxis?","sneevliet","AC"
"181","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tahun 1925","WA"
"186","kapan sumpah pemuda terjadi?","pemuda 1928","WA"
"191","kapan partai nasional indonesia lahir?","bulan desember 1920","WA"
"196","kapan sistem tanam paksa diterapkan?","NO ANSWER","WA"
"201","kapan sidang kabinet dwikora diadakan?","masa orde","WA"
"206","kapan supersemar dikeluarkan?","tanggal 23 juli 2001 pukul 1.10 wib hari","WA"
"211","siapa pemimpin APRA?","partai masyumi","WA"
"216","siapa pemimpin RMS?","partai masyumi","WA"
"221","kapan gerakan non blok diselenggarakan?","tanggal 1 6 september 1961","AC"
"226","kapan rengasdengklok terjadi?","tanggal 14 agustus 1945","WA"
"231","kapan seinendan didirikan?","tanggal 29 april 1943","AC"
"236","kapan rakyat bali melawan belanda?","bulan januari 1942","WA"
"241","siapa penulis konsep naskah proklamasi?","sukarno","AC"
"251","dimana perjanjian renville dibuat?","wilayah indonesia","WA"
"256","kapan perjanjian renville dilakukan?","tanggal 15 november 1946","WA"
"266","kapan pancasila lahir?","1945","WA"
"271","siapa ketua ppki?","mr.ahmad soerbadjo","WA"
"276","kapan nagasaki dibom?","tanggal 9 agustus 1945","AC"
"281","kapan hiroshima dibom?","tanggal 9 agustus 1945","WA"
"286","kapan reformasi terjadi?","13 mei 1998","AC"
"296","kapan indonesia kembali menjadi anggota pbb?","tanggal 28 september 1966","AC"
