"urutan","pertanyaan","jawaban","verdict"
"1","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"2","Siapa presiden pada masa orde baru?","bangsa indonesia","WA"
"3","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"4","Siapa presiden pada masa orde baru?","bangsa indonesia","WA"
"5","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"6","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"7","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"8","Dimana konferensi asia afrika diselenggarakan?","jenewa","WA"
"9","Dimana konferensi asia afrika diselenggarakan?","dunia","WA"
"10","Dimana konferensi asia afrika diselenggarakan?","dunia","WA"
"11","Siapa presiden pertama Indonesia?","orang indonesia asli","WA"
"12","Siapa presiden pertama Indonesia?","orang indonesia orisinil","WA"
"13","Siapa presiden pertama Indonesia?","presiden indonesia","WA"
"14","Siapa presiden pertama Indonesia?","presiden republik indonesia","WA"
"15","Siapa presiden pertama Indonesia?","rakyat indonesia","WA"
"16","Kapan diponegoro wafat?","1582","WA"
"17","Kapan diponegoro wafat?","1749","WA"
"18","Kapan diponegoro wafat?","tahun 1601","WA"
"19","Kapan diponegoro wafat?","tanggal 6 november 1864","WA"
"20","Kapan diponegoro wafat?","tanggal 12 september 1957","WA"
"21","Kapan perjanjian saragosa terjadi?","1534","WA"
"22","Kapan perjanjian saragosa terjadi?","22 april 1529","AC"
"23","Kapan perjanjian saragosa terjadi?","22 april 1529","AC"
"24","Kapan perjanjian saragosa terjadi?","1534","WA"
"25","Kapan perjanjian saragosa terjadi?","tahun 1811","WA"
"26","Kapan Budi Utomo didirikan?","tahun 1932","WA"
"27","Kapan Budi Utomo didirikan?","tanggal 7 maret 1915","WA"
"28","Kapan Budi Utomo didirikan?","tahun 1920","WA"
"29","Kapan Budi Utomo didirikan?","tahun 1913","WA"
"30","Kapan Budi Utomo didirikan?","tahun 1916","WA"
"31","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"32","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"33","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"34","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"35","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"36","Dimana letak kerajaan sriwijaya?","provinsi sumatera","AC"
"37","Dimana letak kerajaan sriwijaya?","india","WA"
"38","Dimana letak kerajaan sriwijaya?","india","WA"
"39","Dimana letak kerajaan sriwijaya?","palembang","AC"
"40","Dimana letak kerajaan sriwijaya?","daerah","WA"
"41","Kapan taman siswa didirikan?","NO ANSWER","WA"
"42","Kapan taman siswa didirikan?","NO ANSWER","WA"
"43","Kapan taman siswa didirikan?","NO ANSWER","WA"
"44","Kapan taman siswa didirikan?","NO ANSWER","WA"
"45","Kapan taman siswa didirikan?","NO ANSWER","WA"
"46","dimana budi utomo didirikan?","batavia","AC"
"47","dimana budi utomo didirikan?","batavia","AC"
"48","dimana budi utomo didirikan?","batavia","AC"
"49","dimana budi utomo didirikan?","batavia","AC"
"50","dimana budi utomo didirikan?","batavia","AC"
"51","dimana taman siswa didirikan?","NO ANSWER","WA"
"52","dimana taman siswa didirikan?","NO ANSWER","WA"
"53","dimana taman siswa didirikan?","NO ANSWER","WA"
"54","dimana taman siswa didirikan?","NO ANSWER","WA"
"55","dimana taman siswa didirikan?","NO ANSWER","WA"
"56","kapan konferensi asia afrika diselenggarakan?","tanggal 14 agustus 1941","WA"
"57","kapan konferensi asia afrika diselenggarakan?","bulan januari 1943","WA"
"58","kapan konferensi asia afrika diselenggarakan?","bulan januari 1943","WA"
"59","kapan konferensi asia afrika diselenggarakan?","bulan oktober 1943","WA"
"60","kapan konferensi asia afrika diselenggarakan?","bulan november 1943","WA"
"61","kapan hayam wuruk wafat?","tahun 1326","WA"
"62","kapan hayam wuruk wafat?","tahun 1326","WA"
"63","kapan hayam wuruk wafat?","tahun 1389","AC"
"64","kapan hayam wuruk wafat?","tahun 1389","AC"
"65","kapan hayam wuruk wafat?","tahun 1364","WA"
"66","siapa wali songo yang menggunakan media pertunjukan wayang?","mubalig keliling","WA"
"67","siapa wali songo yang menggunakan media pertunjukan wayang?","mubalig keliling","WA"
"68","siapa wali songo yang menggunakan media pertunjukan wayang?","songo","WA"
"69","siapa wali songo yang menggunakan media pertunjukan wayang?","songo","WA"
"70","siapa wali songo yang menggunakan media pertunjukan wayang?","masyarakat","WA"
"71","siapa pemimpin kerajaan tidore?","raja putra raja kerabat raja","WA"
"72","siapa pemimpin kerajaan tidore?","daerah pusat","WA"
"73","siapa pemimpin kerajaan tidore?","raja putra raja kerabat raja","WA"
