urutan,pertanyaan,jawaban,verdict
1,Siapa presiden pada masa orde baru?,presiden soekarno,WA
2,Siapa presiden pada masa orde baru?,presiden soekarno,WA
3,Siapa presiden pada masa orde baru?,presiden soekarno,WA
4,Siapa presiden pada masa orde baru?,presiden soekarno,WA
5,Siapa presiden pada masa orde baru?,helikopter presiden,WA
6,Dimana konferensi asia afrika diselenggarakan?,kolombo,WA
7,Dimana konferensi asia afrika diselenggarakan?,jenewa,WA
8,Dimana konferensi asia afrika diselenggarakan?,kolombo,WA
9,Dimana konferensi asia afrika diselenggarakan?,kolombo,WA
10,Dimana konferensi asia afrika diselenggarakan?,kolombo,WA
11,Siapa presiden pertama Indonesia?,presiden pm,WA
12,Siapa presiden pertama Indonesia?,mr sjafruddin prawiranegara presiden republik indonesia,WA
13,Siapa presiden pertama Indonesia?,mr sjafruddin prawiranegara presiden republik indonesia,WA
14,Siapa presiden pertama Indonesia?,presiden,WA
15,Siapa presiden pertama Indonesia?,6.00 pagi belanda,WA
16,Kapan diponegoro wafat?,tanggal 12 rabiul awal 822,WA
17,Kapan diponegoro wafat?,tahun 1560,WA
18,Kapan diponegoro wafat?,9 april 1419,WA
19,Kapan diponegoro wafat?,tahun 1450,WA
20,Kapan diponegoro wafat?,tahun 1570,WA
21,Kapan perjanjian saragosa terjadi?,22 april 1529,AC
22,Kapan perjanjian saragosa terjadi?,22 april 1529,AC
23,Kapan perjanjian saragosa terjadi?,22 april 1529,AC
24,Kapan perjanjian saragosa terjadi?,22 april 1529,AC
25,Kapan perjanjian saragosa terjadi?,1522,WA
26,Kapan Budi Utomo didirikan?,tahun 1932,WA
27,Kapan Budi Utomo didirikan?,tanggal 7 maret 1915,WA
28,Kapan Budi Utomo didirikan?,tanggal 7 maret 1915,WA
29,Kapan Budi Utomo didirikan?,1908 1942,WA
30,Kapan Budi Utomo didirikan?,tahun 1906,WA
31,Siapa pendiri Taman Siswa?,kaum pribumi,WA
32,Siapa pendiri Taman Siswa?,pawiyatan wanito,WA
33,Siapa pendiri Taman Siswa?,pawiyatan wanito,WA
34,Siapa pendiri Taman Siswa?,wanito susilo,WA
35,Siapa pendiri Taman Siswa?,wanito susilo,WA
36,Dimana letak kerajaan sriwijaya?,palembang,AC
37,Dimana letak kerajaan sriwijaya?,daerah,WA
38,Dimana letak kerajaan sriwijaya?,provinsi sumatera,AC
39,Dimana letak kerajaan sriwijaya?,daerah,WA
40,Dimana letak kerajaan sriwijaya?,indonesia,WA
41,Kapan taman siswa didirikan?,1922,AC
42,Kapan taman siswa didirikan?,1922,AC
43,Kapan taman siswa didirikan?,1922,AC
44,Kapan taman siswa didirikan?,1922,AC
45,Kapan taman siswa didirikan?,1919,WA
46,dimana budi utomo didirikan?,batavia,AC
47,dimana budi utomo didirikan?,batavia,AC
48,dimana budi utomo didirikan?,batavia,AC
49,dimana budi utomo didirikan?,batavia,AC
50,dimana budi utomo didirikan?,batavia,AC
51,dimana taman siswa didirikan?,yogyakarta,AC
52,dimana taman siswa didirikan?,yogyakarta,AC
53,dimana taman siswa didirikan?,yogyakarta,AC
54,dimana taman siswa didirikan?,yogyakarta,AC
55,dimana taman siswa didirikan?,negeri belanda,WA
56,kapan konferensi asia afrika diselenggarakan?,bulan 18 24 april 1955,AC
57,kapan konferensi asia afrika diselenggarakan?,bulan 18 24 april 1955,AC
58,kapan konferensi asia afrika diselenggarakan?,bulan 18 24 april 1955,AC
59,kapan konferensi asia afrika diselenggarakan?,bulan 18 24 april 1955,AC
60,kapan konferensi asia afrika diselenggarakan?,tanggal 28 april 2 mei 1954,WA
61,kapan hayam wuruk wafat?,1350 1389,AC
62,kapan hayam wuruk wafat?,tahun 1389,AC
63,kapan hayam wuruk wafat?,1350 1389,AC
64,kapan hayam wuruk wafat?,tahun 1389,AC
65,kapan hayam wuruk wafat?,1350 1389,AC
66,siapa wali songo yang menggunakan media pertunjukan wayang?,walisongo,WA
67,siapa wali songo yang menggunakan media pertunjukan wayang?,mubalig keliling,WA
68,siapa wali songo yang menggunakan media pertunjukan wayang?,walisongo,WA
69,siapa wali songo yang menggunakan media pertunjukan wayang?,walisongo,WA
70,siapa wali songo yang menggunakan media pertunjukan wayang?,songo,WA
71,siapa pemimpin kerajaan tidore?,sultan kaicil buko,WA
72,siapa pemimpin kerajaan tidore?,sultan kaicil buko,WA
73,siapa pemimpin kerajaan tidore?,kabinet sastroamijoyo,WA
74,siapa pemimpin kerajaan tidore?,kabinet sastroamijoyo,WA
75,siapa pemimpin kerajaan tidore?,sultan kaicil buko,WA
76,kapan belanda datang ke maluku?,tahun 1914,WA
77,kapan belanda datang ke maluku?,bulan mei 1949,WA
78,kapan belanda datang ke maluku?,bulan juli 1949,WA
79,kapan belanda datang ke maluku?,bulan juli 1949,WA
80,kapan belanda datang ke maluku?,tanggal 23 agustus 1949,WA
81,kapan portugis datang ke maluku?,1521,WA
82,kapan portugis datang ke maluku?,tahun 1522,WA
83,kapan portugis datang ke maluku?,tahun 1522,WA
84,kapan portugis datang ke maluku?,tahun 1527,WA
85,kapan portugis datang ke maluku?,tahun 1527,WA
86,siapa yang menandatangani perjanjian bongaya?,sekutu,WA
87,siapa yang menandatangani perjanjian bongaya?,sukarno,WA
88,siapa yang menandatangani perjanjian bongaya?,NO ANSWER,WA
89,siapa yang menandatangani perjanjian bongaya?,NO ANSWER,WA
90,siapa yang menandatangani perjanjian bongaya?,NO ANSWER,WA
91,kapan perjanjian bongaya ditandatangani?,tanggal 18 nopember 1667,AC
92,kapan perjanjian bongaya ditandatangani?,tanggal 18 nopember 1667,AC
93,kapan perjanjian bongaya ditandatangani?,15 agustus 1950,WA
94,kapan perjanjian bongaya ditandatangani?,15 agustus 1950,WA
95,kapan perjanjian bongaya ditandatangani?,tanggal 18 nopember 1667,AC
96,siapa penulis kitab negara kertagama?,masyarakat,WA
97,siapa penulis kitab negara kertagama?,masyarakat,WA
98,siapa penulis kitab negara kertagama?,raden wijaya,WA
99,siapa penulis kitab negara kertagama?,raden wijaya,WA
100,siapa penulis kitab negara kertagama?,rama kudadu,WA
101,kapan voc didirikan?,32 tahun,WA
102,kapan voc didirikan?,tanggal 25 desember 1679,WA
103,kapan voc didirikan?,tanggal 2 januari 1680,WA
104,kapan voc didirikan?,tanggal 25 desember 1679,WA
105,kapan voc didirikan?,1613 1629,WA
106,kapan voc dibubarkan?,32 tahun,WA
107,kapan voc dibubarkan?,1670,WA
108,kapan voc dibubarkan?,tanggal 25 desember 1679,WA
109,kapan voc dibubarkan?,1670,WA
110,kapan voc dibubarkan?,tanggal 2 januari 1680,WA
111,siapa multatuli?,nurani rakyat belanda,WA
112,siapa multatuli?,rakyat indonesia,WA
113,siapa multatuli?,pemerintah belanda,WA
114,siapa multatuli?,pemerintah belanda,WA
115,siapa multatuli?,parlemen belanda,WA
116,dimana pattimura dilahirkan?,kepulauan maluku,AC
117,dimana pattimura dilahirkan?,kepulauan maluku,AC
118,dimana pattimura dilahirkan?,eropa,WA
119,dimana pattimura dilahirkan?,eropa,WA
120,dimana pattimura dilahirkan?,rumahnya,WA
121,kapan pangeran antasari wafat?,11 oktober 1862,AC
122,kapan pangeran antasari wafat?,11 oktober 1862,AC
123,kapan pangeran antasari wafat?,tahun 1595,WA
124,kapan pangeran antasari wafat?,11 oktober 1862,AC
125,kapan pangeran antasari wafat?,11 oktober 1862,AC
126,dimana pangeran antasari wafat?,kampung,WA
127,dimana pangeran antasari wafat?,kampung,WA
128,dimana pangeran antasari wafat?,kampung,WA
129,dimana pangeran antasari wafat?,kampung,WA
130,dimana pangeran antasari wafat?,kompleks makam pangeran,WA
131,kapan ekspedisi pertama belanda di bali terjadi?,1846,AC
132,kapan ekspedisi pertama belanda di bali terjadi?,1846,AC
133,kapan ekspedisi pertama belanda di bali terjadi?,masa kabineg natsir tahun 1950,WA
134,kapan ekspedisi pertama belanda di bali terjadi?,masa kabineg natsir tahun 1950,WA
135,kapan ekspedisi pertama belanda di bali terjadi?,masa kabineg natsir tahun 1950,WA
136,kapan perlawanan di aceh terjadi?,tanggal 19 september 1945,WA
137,kapan perlawanan di aceh terjadi?,tanggal 10 november 1945,WA
138,kapan perlawanan di aceh terjadi?,tanggal 26 maret 1873,AC
139,kapan perlawanan di aceh terjadi?,tanggal 26 maret 1873,AC
140,kapan perlawanan di aceh terjadi?,tahun 1940,WA
141,siapa pendiri budi utomo?,parindra partindo,WA
142,siapa pendiri budi utomo?,parindra partindo,WA
143,siapa pendiri budi utomo?,indische partij,WA
144,siapa pendiri budi utomo?,indische partij,WA
145,siapa pendiri budi utomo?,organisasi pemuda,AC
146,kapan sarekat islam didirikan?,tahun 1911,AC
147,kapan sarekat islam didirikan?,tahun 1911,AC
148,kapan sarekat islam didirikan?,tahun 1911,AC
149,kapan sarekat islam didirikan?,1920 1930,WA
150,kapan sarekat islam didirikan?,1908 1942,WA
151,siapa pendiri sarekat islam?,indische partij,WA
152,siapa pendiri sarekat islam?,indische partij,WA
153,siapa pendiri sarekat islam?,indische partij muhammadiyah,WA
154,siapa pendiri sarekat islam?,indische partij,WA
155,siapa pendiri sarekat islam?,parindra partindo,WA
156,kapan indische partij didirikan?,tahun 1926,WA
157,kapan indische partij didirikan?,tahun 1913,WA
158,kapan indische partij didirikan?,tahun 1926,WA
159,kapan indische partij didirikan?,tahun 1913,WA
160,kapan indische partij didirikan?,tanggal 22 desember 1908,WA
161,dimana muhammadiyah didirikan?,yogyakarta,AC
162,dimana muhammadiyah didirikan?,jakarta,WA
163,dimana muhammadiyah didirikan?,yogyakarta,AC
164,dimana muhammadiyah didirikan?,yogyakarta,AC
165,dimana muhammadiyah didirikan?,sumedang cianjur,WA
166,kapan muhammadiyah didirikan?,tanggal 1 januari 1925,WA
167,kapan muhammadiyah didirikan?,tanggal 31 januari 1926,WA
168,kapan muhammadiyah didirikan?,tahun 1932,WA
169,kapan muhammadiyah didirikan?,tahun 1920,WA
170,kapan muhammadiyah didirikan?,tahun 1913,WA
171,kapan partai komunis indonesia berdiri?,tanggal 23 mei 1920,WA
172,kapan partai komunis indonesia berdiri?,tanggal 23 mei 1920,WA
173,kapan partai komunis indonesia berdiri?,tahun 1926,WA
174,kapan partai komunis indonesia berdiri?,tahun 1926,WA
175,kapan partai komunis indonesia berdiri?,tahun 1926,WA
176,siapa yang membawa ajaran marxis?,belanda,WA
177,siapa yang membawa ajaran marxis?,belanda,WA
178,siapa yang membawa ajaran marxis?,belanda,WA
179,siapa yang membawa ajaran marxis?,belanda,WA
180,siapa yang membawa ajaran marxis?,sneevliet,AC
181,kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?,tahun 1925,WA
182,kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?,tanggal 15 juli 1936,WA
183,kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?,tanggal 13 november 1926,WA
184,kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?,tanggal 23 mei 1920,WA
185,kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?,tanggal 23 mei 1920,WA
186,kapan sumpah pemuda terjadi?,1311,WA
187,kapan sumpah pemuda terjadi?,tahun 1357,WA
188,kapan sumpah pemuda terjadi?,tahun 1357,WA
189,kapan sumpah pemuda terjadi?,masa awal kerajaan majapahit,WA
190,kapan sumpah pemuda terjadi?,tahun 1309,WA
191,kapan partai nasional indonesia lahir?,tanggal 11 november 1945,WA
192,kapan partai nasional indonesia lahir?,tanggal 4 juli 1927,AC
193,kapan partai nasional indonesia lahir?,tanggal 11 november 1945,WA
194,kapan partai nasional indonesia lahir?,tanggal 11 november 1945,WA
195,kapan partai nasional indonesia lahir?,tanggal 4 juli 1927,AC
196,kapan sistem tanam paksa diterapkan?,tahun 1850,WA
197,kapan sistem tanam paksa diterapkan?,tahun 1850,WA
198,kapan sistem tanam paksa diterapkan?,tahun 1850,WA
199,kapan sistem tanam paksa diterapkan?,tahun 1865 tembakau tahun 1866,WA
200,kapan sistem tanam paksa diterapkan?,tahun 1865 tembakau tahun 1866,WA
201,kapan sidang kabinet dwikora diadakan?,masa orde,WA
202,kapan sidang kabinet dwikora diadakan?,tanggal 11 maret 1966,AC
203,kapan sidang kabinet dwikora diadakan?,tanggal 11 maret 1966,AC
204,kapan sidang kabinet dwikora diadakan?,tanggal 11 maret 1966,AC
205,kapan sidang kabinet dwikora diadakan?,tanggal 11 maret 1966,AC
206,kapan supersemar dikeluarkan?,tanggal 11 maret 1966,AC
207,kapan supersemar dikeluarkan?,tanggal 11 maret 1966,AC
208,kapan supersemar dikeluarkan?,11 maret 1966,AC
209,kapan supersemar dikeluarkan?,11 maret 1966,AC
210,kapan supersemar dikeluarkan?,peringatan hari kemerdekaan 17 agustus 1966,WA
211,siapa pemimpin APRA?,partai masyumi,WA
212,siapa pemimpin APRA?,partai masyumi,WA
213,siapa pemimpin APRA?,muhammad natsir,WA
214,siapa pemimpin APRA?,dr,WA
215,siapa pemimpin APRA?,perdana menteri,WA
216,siapa pemimpin RMS?,laksamana mountbatten,WA
217,siapa pemimpin RMS?,dr,WA
218,siapa pemimpin RMS?,kolonel kawilarang,WA
219,siapa pemimpin RMS?,mayor achmad wiranata,WA
220,siapa pemimpin RMS?,letkol slamet riyadi,WA
221,kapan gerakan non blok diselenggarakan?,tanggal 1 6 september 1961,AC
222,kapan gerakan non blok diselenggarakan?,tanggal 5 10 oktober 1964,AC
223,kapan gerakan non blok diselenggarakan?,tanggal 5 10 oktober 1964,AC
224,kapan gerakan non blok diselenggarakan?,tahun 1961,AC
225,kapan gerakan non blok diselenggarakan?,tanggal 1 6 september 1961,AC
226,kapan rengasdengklok terjadi?,tanggal 16 agustus 1945 pukul 04.30,AC
227,kapan rengasdengklok terjadi?,tanggal 14 agustus 1945,WA
228,kapan rengasdengklok terjadi?,tanggal 18 agustus 1945,WA
229,kapan rengasdengklok terjadi?,tanggal 18 agustus 1945,WA
230,kapan rengasdengklok terjadi?,tanggal 16 agustus 1945 pukul 04.30,AC
231,kapan seinendan didirikan?,tanggal 29 april 1943,AC
232,kapan seinendan didirikan?,tanggal 29 april 1943,AC
233,kapan seinendan didirikan?,tanggal 29 april 1943,AC
234,kapan seinendan didirikan?,tanggal 29 april 1943,AC
235,kapan seinendan didirikan?,tanggal 29 april 1943,AC
236,kapan rakyat bali melawan belanda?,1846 1905,AC
237,kapan rakyat bali melawan belanda?,1846 1905,AC
238,kapan rakyat bali melawan belanda?,1846 1905,AC
239,kapan rakyat bali melawan belanda?,tahun 1858,AC
240,kapan rakyat bali melawan belanda?,1846 1905,AC
241,siapa penulis konsep naskah proklamasi?,sukarno,AC
242,siapa penulis konsep naskah proklamasi?,mr ahmad subardjo,WA
243,siapa penulis konsep naskah proklamasi?,sukarno,AC
244,siapa penulis konsep naskah proklamasi?,sukarno,AC
245,siapa penulis konsep naskah proklamasi?,mr ahmad subardjo,WA
246,dimana konferensi meja bundar dilaksanakan?,jakara,WA
247,dimana konferensi meja bundar dilaksanakan?,negara kesatuan republik indonesia,WA
248,dimana konferensi meja bundar dilaksanakan?,negara kesatuan republik indonesia,WA
249,dimana konferensi meja bundar dilaksanakan?,negara kesatuan republik indonesia,WA
250,dimana konferensi meja bundar dilaksanakan?,NO ANSWER,WA
251,dimana perjanjian renville dibuat?,daerah ri,WA
252,dimana perjanjian renville dibuat?,daerah ri,WA
253,dimana perjanjian renville dibuat?,daerah ri,WA
254,dimana perjanjian renville dibuat?,daerah ri,WA
255,dimana perjanjian renville dibuat?,madiun,WA
256,kapan perjanjian renville dilakukan?,bulan juni 1948,AC
257,kapan perjanjian renville dilakukan?,bulan juni 1948,AC
258,kapan perjanjian renville dilakukan?,tanggal 19 desember 1948,WA
259,kapan perjanjian renville dilakukan?,tanggal 15 november 1946,WA
260,kapan perjanjian renville dilakukan?,bulan juni 1948,AC
261,siapa pengetik naskah proklamasi?,sukarno,WA
262,siapa pengetik naskah proklamasi?,mr ahmad subardjo,WA
263,siapa pengetik naskah proklamasi?,sukarno,WA
264,siapa pengetik naskah proklamasi?,mr ahmad subardjo,WA
265,siapa pengetik naskah proklamasi?,sukarno,WA
266,kapan pancasila lahir?,1945,WA
267,kapan pancasila lahir?,1945,WA
268,kapan pancasila lahir?,1945,WA
269,kapan pancasila lahir?,1945,WA
270,kapan pancasila lahir?,tanggal 28 mei 1945,WA
271,siapa ketua ppki?,mr.ahmad soerbadjo,WA
272,siapa ketua ppki?,prof mr dr soepomo,WA
273,siapa ketua ppki?,prof mr dr soepomo,WA
274,siapa ketua ppki?,pemuda,WA
275,siapa ketua ppki?,radjiman wedyodiningrat,WA
276,kapan nagasaki dibom?,8 agustus 1945,WA
277,kapan nagasaki dibom?,10 agustus 1945,WA
278,kapan nagasaki dibom?,14 agustus 1945,WA
279,kapan nagasaki dibom?,8 agustus 1945,WA
280,kapan nagasaki dibom?,14 agustus 1945,WA
281,kapan hiroshima dibom?,6 agustus 1945,AC
282,kapan hiroshima dibom?,tanggal 9 agustus 1945,WA
283,kapan hiroshima dibom?,10 agustus 1945,WA
284,kapan hiroshima dibom?,14 agustus 1945,WA
285,kapan hiroshima dibom?,tanggal 9 agustus 1945,WA
286,kapan reformasi terjadi?,13 mei 1998,AC
287,kapan reformasi terjadi?,13 mei 1998,AC
288,kapan reformasi terjadi?,19 agustus 1991,WA
289,kapan reformasi terjadi?,tanggal 15 mei 1998,AC
290,kapan reformasi terjadi?,tanggal 14 mei 1998,AC
291,dimana letak kerajaan majapahit?,makam leluhurnya,WA
292,dimana letak kerajaan majapahit?,makam leluhurnya,WA
293,dimana letak kerajaan majapahit?,wilayah republik indonesia,WA
294,dimana letak kerajaan majapahit?,wilayah republik indonesia,WA
