"urutan","pertanyaan","jawaban","verdict"
"1","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"2","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"3","Siapa presiden pada masa orde baru?","bangsa indonesia","WA"
"4","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"5","Siapa presiden pada masa orde baru?","bangsa indonesia","WA"
"6","Siapa presiden pada masa orde baru?","bangsa indonesia","WA"
"7","Siapa presiden pada masa orde baru?","letjen soeharto","AC"
"8","Siapa presiden pada masa orde baru?","bangsa indonesia","WA"
"9","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"10","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"11","Dimana konferensi asia afrika diselenggarakan?","jenewa","WA"
"12","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"13","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"14","Dimana konferensi asia afrika diselenggarakan?","asia","WA"
"15","Dimana konferensi asia afrika diselenggarakan?","kota bogor","WA"
"16","Dimana konferensi asia afrika diselenggarakan?","asia","WA"
"17","Siapa presiden pertama Indonesia?","orang indonesia orisinil","WA"
"18","Siapa presiden pertama Indonesia?","orang indonesia orisinil","WA"
"19","Siapa presiden pertama Indonesia?","presiden indonesia","WA"
"20","Siapa presiden pertama Indonesia?","presiden republik indonesia","WA"
"21","Siapa presiden pertama Indonesia?","presiden ri","WA"
"22","Siapa presiden pertama Indonesia?","presiden ri","WA"
"23","Siapa presiden pertama Indonesia?","manipulatif","WA"
"24","Siapa presiden pertama Indonesia?","manipulatif","WA"
"25","Kapan diponegoro wafat?","tanggal 8 januari 1855","AC"
"26","Kapan diponegoro wafat?","tanggal 8 januari 1855","AC"
"27","Kapan diponegoro wafat?","tanggal 6 november 1864","WA"
"28","Kapan diponegoro wafat?","tanggal 6 november 1864","WA"
"29","Kapan diponegoro wafat?","1825 1830","WA"
"30","Kapan diponegoro wafat?","1825 1830","WA"
"31","Kapan diponegoro wafat?","tanggal 28 maret 1830","WA"
"32","Kapan diponegoro wafat?","tahun 1834","WA"
"33","Kapan perjanjian saragosa terjadi?","1534","WA"
"34","Kapan perjanjian saragosa terjadi?","22 april 1529","AC"
"35","Kapan perjanjian saragosa terjadi?","22 april 1529","AC"
"36","Kapan perjanjian saragosa terjadi?","22 april 1529","AC"
"37","Kapan perjanjian saragosa terjadi?","22 april 1529","AC"
"38","Kapan perjanjian saragosa terjadi?","1534","WA"
"39","Kapan perjanjian saragosa terjadi?","tahun 1811","WA"
"40","Kapan perjanjian saragosa terjadi?","22 april 1529","AC"
"41","Kapan Budi Utomo didirikan?","hari rabu tanggal 20 mei 1908","AC"
"42","Kapan Budi Utomo didirikan?","hari rabu tanggal 20 mei 1908","AC"
"43","Kapan Budi Utomo didirikan?","tahun 1911","WA"
"44","Kapan Budi Utomo didirikan?","1945","WA"
"45","Kapan Budi Utomo didirikan?","1945","WA"
"46","Kapan Budi Utomo didirikan?","NO ANSWER","WA"
"47","Kapan Budi Utomo didirikan?","NO ANSWER","WA"
"48","Kapan Budi Utomo didirikan?","NO ANSWER","WA"
"49","Siapa pendiri Taman Siswa?","mahasiswa","WA"
"50","Siapa pendiri Taman Siswa?","pawiyatan wanito","WA"
"51","Siapa pendiri Taman Siswa?","pawiyatan wanito","WA"
"52","Siapa pendiri Taman Siswa?","kaum pribumi","WA"
"53","Siapa pendiri Taman Siswa?","sutomo","WA"
"54","Siapa pendiri Taman Siswa?","wanito susilo","WA"
"55","Siapa pendiri Taman Siswa?","wanito susilo","WA"
"56","Siapa pendiri Taman Siswa?","dr cipto mangunkusumo","WA"
"57","Dimana letak kerajaan sriwijaya?","palembang","AC"
"58","Dimana letak kerajaan sriwijaya?","daerah","WA"
"59","Dimana letak kerajaan sriwijaya?","palembang","AC"
"60","Dimana letak kerajaan sriwijaya?","daerah","WA"
"61","Dimana letak kerajaan sriwijaya?","provinsi sumatera","AC"
"62","Dimana letak kerajaan sriwijaya?","daerah","WA"
"63","Dimana letak kerajaan sriwijaya?","indonesia","WA"
"64","Dimana letak kerajaan sriwijaya?","daerah","WA"
"65","Kapan taman siswa didirikan?","1922","AC"
"66","Kapan taman siswa didirikan?","1922","AC"
"67","Kapan taman siswa didirikan?","1922","AC"
"68","Kapan taman siswa didirikan?","1922","AC"
"69","Kapan taman siswa didirikan?","tanggal 22 desember 1908","WA"
"70","Kapan taman siswa didirikan?","1919","WA"
"71","Kapan taman siswa didirikan?","1915","WA"
"72","Kapan taman siswa didirikan?","1919","WA"
"73","dimana budi utomo didirikan?","batavia","AC"
"74","dimana budi utomo didirikan?","batavia","AC"
"75","dimana budi utomo didirikan?","batavia","AC"
"76","dimana budi utomo didirikan?","batavia","AC"
"77","dimana budi utomo didirikan?","yogyakarta","WA"
"78","dimana budi utomo didirikan?","yogyakarta","WA"
"79","dimana budi utomo didirikan?","yogyakarta","WA"
"80","dimana budi utomo didirikan?","batavia","AC"
"81","dimana taman siswa didirikan?","medan","WA"
"82","dimana taman siswa didirikan?","yogyakarta","AC"
"83","dimana taman siswa didirikan?","yogyakarta","AC"
"84","dimana taman siswa didirikan?","yogyakarta","AC"
"85","dimana taman siswa didirikan?","yogyakarta","AC"
"86","dimana taman siswa didirikan?","medan","WA"
"87","dimana taman siswa didirikan?","yogyakarta","AC"
"88","dimana taman siswa didirikan?","yogyakarta","AC"
"89","kapan konferensi asia afrika diselenggarakan?","bulan 18 24 april 1955","AC"
"90","kapan konferensi asia afrika diselenggarakan?","bulan 18 24 april 1955","AC"
"91","kapan konferensi asia afrika diselenggarakan?","tanggal 18 24 april 1955","AC"
"92","kapan konferensi asia afrika diselenggarakan?","tanggal 18 24 april 1955","AC"
"93","kapan konferensi asia afrika diselenggarakan?","bulan 18 24 april 1955","AC"
"94","kapan konferensi asia afrika diselenggarakan?","bulan 18 24 april 1955","AC"
"95","kapan konferensi asia afrika diselenggarakan?","tanggal 18 24 april 1955","AC"
"96","kapan konferensi asia afrika diselenggarakan?","tanggal 28 29 desember 1954","WA"
"97","kapan hayam wuruk wafat?","1350 1389","AC"
"98","kapan hayam wuruk wafat?","tahun 1389","AC"
"99","kapan hayam wuruk wafat?","1350 1389","AC"
"100","kapan hayam wuruk wafat?","tahun 1389","AC"
"101","kapan hayam wuruk wafat?","1350 1389","AC"
"102","kapan hayam wuruk wafat?","tahun 1350","WA"
"103","kapan hayam wuruk wafat?","tahun 1389","AC"
"104","kapan hayam wuruk wafat?","1350 1389","AC"
"105","siapa wali songo yang menggunakan media pertunjukan wayang?","mubalig keliling","WA"
"106","siapa wali songo yang menggunakan media pertunjukan wayang?","mubalig keliling","WA"
"107","siapa wali songo yang menggunakan media pertunjukan wayang?","nenek moyang","WA"
"108","siapa wali songo yang menggunakan media pertunjukan wayang?","songo","WA"
"109","siapa wali songo yang menggunakan media pertunjukan wayang?","songo","WA"
"110","siapa wali songo yang menggunakan media pertunjukan wayang?","nenek moyang","WA"
"111","siapa wali songo yang menggunakan media pertunjukan wayang?","masyarakat","WA"
"112","siapa wali songo yang menggunakan media pertunjukan wayang?","masyarakat","WA"
"113","siapa pemimpin kerajaan tidore?","sultan mansur","AC"
"114","siapa pemimpin kerajaan tidore?","sultan sarajati","WA"
"115","siapa pemimpin kerajaan tidore?","sultan kaicil buko","WA"
"116","siapa pemimpin kerajaan tidore?","kakiali","WA"
"117","siapa pemimpin kerajaan tidore?","saidi","WA"
"118","siapa pemimpin kerajaan tidore?","pattimura","WA"
"119","siapa pemimpin kerajaan tidore?","sultan mansur","AC"
"120","siapa pemimpin kerajaan tidore?","sultan sarajati","WA"
"121","kapan belanda datang ke maluku?","1605","AC"
"122","kapan belanda datang ke maluku?","1605","AC"
"123","kapan belanda datang ke maluku?","1521","WA"
"124","kapan belanda datang ke maluku?","1512","WA"
"125","kapan belanda datang ke maluku?","1512","WA"
"126","kapan belanda datang ke maluku?","1512","WA"
"127","kapan belanda datang ke maluku?","1512","WA"
"128","kapan belanda datang ke maluku?","1605","AC"
"129","kapan portugis datang ke maluku?","1512","AC"
"130","kapan portugis datang ke maluku?","1605","WA"
"131","kapan portugis datang ke maluku?","1512","AC"
"132","kapan portugis datang ke maluku?","1605","WA"
"133","kapan portugis datang ke maluku?","1521","WA"
"134","kapan portugis datang ke maluku?","1521","WA"
"135","kapan portugis datang ke maluku?","1512","AC"
"136","kapan portugis datang ke maluku?","1605","WA"
"137","siapa yang menandatangani perjanjian bongaya?","paris","WA"
"138","siapa yang menandatangani perjanjian bongaya?","paris","WA"
"139","siapa yang menandatangani perjanjian bongaya?","NO ANSWER","WA"
"140","siapa yang menandatangani perjanjian bongaya?","NO ANSWER","WA"
"141","siapa yang menandatangani perjanjian bongaya?","NO ANSWER","WA"
"142","siapa yang menandatangani perjanjian bongaya?","NO ANSWER","WA"
"143","siapa yang menandatangani perjanjian bongaya?","NO ANSWER","WA"
"144","siapa yang menandatangani perjanjian bongaya?","NO ANSWER","WA"
"145","kapan perjanjian bongaya ditandatangani?","tanggal 18 nopember 1667","AC"
"146","kapan perjanjian bongaya ditandatangani?","tanggal 18 nopember 1667","AC"
"147","kapan perjanjian bongaya ditandatangani?","tahun 1970","WA"
"148","kapan perjanjian bongaya ditandatangani?","tahun 1973","WA"
"149","kapan perjanjian bongaya ditandatangani?","tahun 1970","WA"
"150","kapan perjanjian bongaya ditandatangani?","tahun 1973","WA"
"151","kapan perjanjian bongaya ditandatangani?","tanggal 18 nopember 1667","AC"
"152","kapan perjanjian bongaya ditandatangani?","tanggal 18 nopember 1667","AC"
"153","siapa penulis kitab negara kertagama?","masyarakat india","WA"
"154","siapa penulis kitab negara kertagama?","masyarakat india","WA"
"155","siapa penulis kitab negara kertagama?","india","WA"
"156","siapa penulis kitab negara kertagama?","india","WA"
"157","siapa penulis kitab negara kertagama?","indonesia","WA"
"158","siapa penulis kitab negara kertagama?","indonesia","WA"
"159","siapa penulis kitab negara kertagama?","india","WA"
"160","siapa penulis kitab negara kertagama?","india","WA"
"161","kapan voc didirikan?","1743","WA"
"162","kapan voc didirikan?","1744","WA"
"163","kapan voc didirikan?","NO ANSWER","WA"
"164","kapan voc didirikan?","NO ANSWER","WA"
"165","kapan voc didirikan?","NO ANSWER","WA"
"166","kapan voc didirikan?","NO ANSWER","WA"
"167","kapan voc didirikan?","NO ANSWER","WA"
"168","kapan voc didirikan?","NO ANSWER","WA"
"169","kapan voc dibubarkan?","tahun 1602","WA"
"170","kapan voc dibubarkan?","tahun 1602","WA"
"171","kapan voc dibubarkan?","NO ANSWER","WA"
"172","kapan voc dibubarkan?","NO ANSWER","WA"
"173","kapan voc dibubarkan?","NO ANSWER","WA"
"174","kapan voc dibubarkan?","NO ANSWER","WA"
"175","kapan voc dibubarkan?","NO ANSWER","WA"
"176","kapan voc dibubarkan?","NO ANSWER","WA"
"177","siapa multatuli?","NO ANSWER","WA"
"178","siapa multatuli?","NO ANSWER","WA"
"179","siapa multatuli?","NO ANSWER","WA"
"180","siapa multatuli?","NO ANSWER","WA"
"181","siapa multatuli?","NO ANSWER","WA"
"182","siapa multatuli?","NO ANSWER","WA"
"183","siapa multatuli?","NO ANSWER","WA"
"184","siapa multatuli?","NO ANSWER","WA"
"185","dimana pattimura dilahirkan?","indonesia","WA"
"186","dimana pattimura dilahirkan?","indonesia","WA"
"187","dimana pattimura dilahirkan?","NO ANSWER","WA"
"188","dimana pattimura dilahirkan?","NO ANSWER","WA"
"189","dimana pattimura dilahirkan?","NO ANSWER","WA"
"190","dimana pattimura dilahirkan?","NO ANSWER","WA"
"191","dimana pattimura dilahirkan?","NO ANSWER","WA"
"192","dimana pattimura dilahirkan?","NO ANSWER","WA"
"193","kapan pangeran antasari wafat?","tanggal 14 maret 1862","WA"
"194","kapan pangeran antasari wafat?","tanggal 14 maret 1862","WA"
"195","kapan pangeran antasari wafat?","11 oktober 1862","AC"
"196","kapan pangeran antasari wafat?","11 oktober 1862","AC"
"197","kapan pangeran antasari wafat?","tanggal 14 maret 1862","WA"
"198","kapan pangeran antasari wafat?","tanggal 14 maret 1862","WA"
"199","kapan pangeran antasari wafat?","tahun 1857","WA"
"200","kapan pangeran antasari wafat?","tahun 1857","WA"
"201","dimana pangeran antasari wafat?","kampung","WA"
"202","dimana pangeran antasari wafat?","kampung","WA"
"203","dimana pangeran antasari wafat?","jawa","WA"
"204","dimana pangeran antasari wafat?","jawa","WA"
"205","dimana pangeran antasari wafat?","martapura","WA"
"206","dimana pangeran antasari wafat?","martapura","WA"
"207","dimana pangeran antasari wafat?","kampung","WA"
"208","dimana pangeran antasari wafat?","kampung","WA"
"209","kapan ekspedisi pertama belanda di bali terjadi?","1846","AC"
"210","kapan ekspedisi pertama belanda di bali terjadi?","1846 1905","WA"
"211","kapan ekspedisi pertama belanda di bali terjadi?","1846","AC"
"212","kapan ekspedisi pertama belanda di bali terjadi?","1846 1905","WA"
"213","kapan ekspedisi pertama belanda di bali terjadi?","1846","AC"
"214","kapan ekspedisi pertama belanda di bali terjadi?","1848","WA"
"215","kapan ekspedisi pertama belanda di bali terjadi?","1849","WA"
"216","kapan ekspedisi pertama belanda di bali terjadi?","1849","WA"
"217","kapan perlawanan di aceh terjadi?","tahun 1879","AC"
"218","kapan perlawanan di aceh terjadi?","tahun 1879","AC"
"219","kapan perlawanan di aceh terjadi?","tahun 1879","AC"
"220","kapan perlawanan di aceh terjadi?","tahun 1879","AC"
"221","kapan perlawanan di aceh terjadi?","NO ANSWER","WA"
"222","kapan perlawanan di aceh terjadi?","NO ANSWER","WA"
"223","kapan perlawanan di aceh terjadi?","NO ANSWER","WA"
"224","kapan perlawanan di aceh terjadi?","NO ANSWER","WA"
"225","siapa pendiri budi utomo?","utomo","WA"
"226","siapa pendiri budi utomo?","soetomo","AC"
"227","siapa pendiri budi utomo?","soetomo","AC"
"228","siapa pendiri budi utomo?","mahasiswa","AC"
"229","siapa pendiri budi utomo?","soetomo","AC"
"230","siapa pendiri budi utomo?","soetomo","AC"
"231","siapa pendiri budi utomo?","indische partij muhammadiyah","WA"
"232","siapa pendiri budi utomo?","soetomo","AC"
"233","kapan sarekat islam didirikan?","tahun 1911","AC"
"234","kapan sarekat islam didirikan?","tahun 1911","AC"
"235","kapan sarekat islam didirikan?","tahun 1911","AC"
"236","kapan sarekat islam didirikan?","tahun 1911","AC"
"237","kapan sarekat islam didirikan?","tanggal 18 maret 1916","WA"
"238","kapan sarekat islam didirikan?","tahun 1911","AC"
"239","kapan sarekat islam didirikan?","tahun 1911","AC"
"240","kapan sarekat islam didirikan?","tanggal 18 maret 1916","WA"
"241","siapa pendiri sarekat islam?","indische partij muhammadiyah","WA"
"242","siapa pendiri sarekat islam?","indische partij muhammadiyah","WA"
"243","siapa pendiri sarekat islam?","indische partij muhammadiyah","WA"
"244","siapa pendiri sarekat islam?","mahasiswa","WA"
"245","siapa pendiri sarekat islam?","indiche partij","WA"
"246","siapa pendiri sarekat islam?","indische partij muhammadiyah","WA"
"247","siapa pendiri sarekat islam?","mahasiswa","WA"
"248","siapa pendiri sarekat islam?","pedagang islam","AC"
"249","kapan indische partij didirikan?","tanggal 20 mei 1908","WA"
"250","kapan indische partij didirikan?","tanggal 25 desember 1912","AC"
"251","kapan indische partij didirikan?","tanggal 25 desember 1912","AC"
"252","kapan indische partij didirikan?","tanggal 22 desember 1908","WA"
"253","kapan indische partij didirikan?","tahun 1908","WA"
"254","kapan indische partij didirikan?","tahun 1908","WA"
"255","kapan indische partij didirikan?","tanggal 22 desember 1908","WA"
"256","kapan indische partij didirikan?","tanggal 9 mei 1914","WA"
"257","dimana muhammadiyah didirikan?","yogyakarta","AC"
"258","dimana muhammadiyah didirikan?","yogyakarta","AC"
"259","dimana muhammadiyah didirikan?","yogyakarta","AC"
"260","dimana muhammadiyah didirikan?","jakarta","WA"
"261","dimana muhammadiyah didirikan?","yogyakarta","AC"
"262","dimana muhammadiyah didirikan?","yogyakarta","AC"
"263","dimana muhammadiyah didirikan?","sumedang cianjur","WA"
"264","dimana muhammadiyah didirikan?","pulau jawa","WA"
"265","kapan muhammadiyah didirikan?","tanggal 1 januari 1925","WA"
"266","kapan muhammadiyah didirikan?","tanggal 31 januari 1926","WA"
"267","kapan muhammadiyah didirikan?","tahun 1932","WA"
"268","kapan muhammadiyah didirikan?","tahun 1920","WA"
"269","kapan muhammadiyah didirikan?","tahun 1913","WA"
"270","kapan muhammadiyah didirikan?","1912","AC"
"271","kapan muhammadiyah didirikan?","1912","AC"
"272","kapan muhammadiyah didirikan?","tanggal 18 november 1918","WA"
"273","kapan partai komunis indonesia berdiri?","29 januari 1946","WA"
"274","kapan partai komunis indonesia berdiri?","29 januari 1946","WA"
"275","kapan partai komunis indonesia berdiri?","tanggal 1 juni 1949","WA"
"276","kapan partai komunis indonesia berdiri?","tanggal 1 juni 1949","WA"
"277","kapan partai komunis indonesia berdiri?","bulan desember 1920","WA"
"278","kapan partai komunis indonesia berdiri?","bulan desember 1920","WA"
"279","kapan partai komunis indonesia berdiri?","bulan desember 1920","WA"
"280","kapan partai komunis indonesia berdiri?","bulan desember 1920","WA"
"281","siapa yang membawa ajaran marxis?","belanda","WA"
"282","siapa yang membawa ajaran marxis?","belanda","WA"
"283","siapa yang membawa ajaran marxis?","belanda","WA"
"284","siapa yang membawa ajaran marxis?","belanda","WA"
"285","siapa yang membawa ajaran marxis?","belanda","WA"
"286","siapa yang membawa ajaran marxis?","belanda","WA"
"287","siapa yang membawa ajaran marxis?","belanda","WA"
"288","siapa yang membawa ajaran marxis?","belanda","WA"
"289","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tanggal 15 juli 1936","AC"
"290","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tanggal 15 juli 1936","AC"
