"urutan","pertanyaan","jawaban","verdict"
"1","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"2","Siapa presiden pada masa orde baru?","masyarakat","WA"
"3","Siapa presiden pada masa orde baru?","masyarakat","WA"
"4","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"5","Siapa presiden pada masa orde baru?","masyarakat","WA"
"6","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"7","Dimana konferensi asia afrika diselenggarakan?","jenewa","WA"
"8","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"9","Dimana konferensi asia afrika diselenggarakan?","asia","WA"
"10","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"11","Siapa presiden pertama Indonesia?","orang indonesia orisinil","WA"
"12","Siapa presiden pertama Indonesia?","orang indonesia orisinil","WA"
"13","Siapa presiden pertama Indonesia?","presiden indonesia","WA"
"14","Siapa presiden pertama Indonesia?","presiden republik indonesia","WA"
"15","Siapa presiden pertama Indonesia?","partai komunis indonesia partai buruh indonesia partai rakyat","WA"
"16","Kapan diponegoro wafat?","1749","WA"
"17","Kapan diponegoro wafat?","1582","WA"
"18","Kapan diponegoro wafat?","tahun 1601","WA"
"19","Kapan diponegoro wafat?","tanggal 8 januari 1855","AC"
"20","Kapan diponegoro wafat?","tanggal 8 januari 1855","AC"
"21","Kapan perjanjian saragosa terjadi?","20 agustus 1920","WA"
"22","Kapan perjanjian saragosa terjadi?","20 agustus 1920","WA"
"23","Kapan perjanjian saragosa terjadi?","tanggal 29 oktober 1923","WA"
"24","Kapan perjanjian saragosa terjadi?","tanggal 29 oktober 1923","WA"
"25","Kapan perjanjian saragosa terjadi?","tanggal 29 oktober 1923","WA"
"26","Kapan Budi Utomo didirikan?","tahun 1932","WA"
"27","Kapan Budi Utomo didirikan?","tanggal 7 maret 1915","WA"
"28","Kapan Budi Utomo didirikan?","tahun 1920","WA"
"29","Kapan Budi Utomo didirikan?","tahun 1913","WA"
"30","Kapan Budi Utomo didirikan?","tahun 1911","WA"
"31","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"32","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"33","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"34","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"35","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"36","Dimana letak kerajaan sriwijaya?","provinsi sumatera","AC"
"37","Dimana letak kerajaan sriwijaya?","india","WA"
"38","Dimana letak kerajaan sriwijaya?","india","WA"
"39","Dimana letak kerajaan sriwijaya?","palembang","AC"
"40","Dimana letak kerajaan sriwijaya?","daerah","WA"
"41","Kapan taman siswa didirikan?","NO ANSWER","WA"
"42","Kapan taman siswa didirikan?","NO ANSWER","WA"
"43","Kapan taman siswa didirikan?","NO ANSWER","WA"
"44","Kapan taman siswa didirikan?","NO ANSWER","WA"
"45","Kapan taman siswa didirikan?","NO ANSWER","WA"
"46","dimana budi utomo didirikan?","batavia","AC"
"47","dimana budi utomo didirikan?","batavia","AC"
"48","dimana budi utomo didirikan?","batavia","AC"
"49","dimana budi utomo didirikan?","batavia","AC"
"50","dimana budi utomo didirikan?","batavia","AC"
"51","dimana taman siswa didirikan?","jakarta chairul","WA"
"52","dimana taman siswa didirikan?","rengasdengklok","WA"
"53","dimana taman siswa didirikan?","rumah djiaw","WA"
"54","dimana taman siswa didirikan?","NO ANSWER","WA"
"55","dimana taman siswa didirikan?","NO ANSWER","WA"
"56","kapan konferensi asia afrika diselenggarakan?","bulan 18 24 april 1955","AC"
"57","kapan konferensi asia afrika diselenggarakan?","bulan 18 24 april 1955","AC"
"58","kapan konferensi asia afrika diselenggarakan?","tanggal 18 24 april 1955","AC"
"59","kapan konferensi asia afrika diselenggarakan?","bulan 18 24 april 1955","AC"
"60","kapan konferensi asia afrika diselenggarakan?","bulan 18 24 april 1955","AC"
"61","kapan hayam wuruk wafat?","1350 1389","AC"
"62","kapan hayam wuruk wafat?","tahun 1389","AC"
"63","kapan hayam wuruk wafat?","1350 1389","AC"
"64","kapan hayam wuruk wafat?","tahun 1350","WA"
"65","kapan hayam wuruk wafat?","tahun 1389","AC"
"66","siapa wali songo yang menggunakan media pertunjukan wayang?","pelajar agama buddha","WA"
"67","siapa wali songo yang menggunakan media pertunjukan wayang?","bangsa indonesia","WA"
"68","siapa wali songo yang menggunakan media pertunjukan wayang?","bangsa indonesia","WA"
"69","siapa wali songo yang menggunakan media pertunjukan wayang?","nenek moyang","WA"
"70","siapa wali songo yang menggunakan media pertunjukan wayang?","nenek moyang","WA"
"71","siapa pemimpin kerajaan tidore?","raja raja","WA"
"72","siapa pemimpin kerajaan tidore?","raja raja","WA"
"73","siapa pemimpin kerajaan tidore?","raja","WA"
"74","siapa pemimpin kerajaan tidore?","pemimpin masyarakat","WA"
"75","siapa pemimpin kerajaan tidore?","raja","WA"
"76","kapan belanda datang ke maluku?","1811","WA"
"77","kapan belanda datang ke maluku?","tahun 1579","WA"
"78","kapan belanda datang ke maluku?","1487 1488","WA"
"79","kapan belanda datang ke maluku?","abad 16","WA"
"80","kapan belanda datang ke maluku?","1480 1521","WA"
"81","kapan portugis datang ke maluku?","1512","AC"
"82","kapan portugis datang ke maluku?","1605","WA"
"83","kapan portugis datang ke maluku?","1512","AC"
"84","kapan portugis datang ke maluku?","1605","WA"
"85","kapan portugis datang ke maluku?","1512","AC"
"86","siapa yang menandatangani perjanjian bongaya?","NO ANSWER","WA"
"87","siapa yang menandatangani perjanjian bongaya?","NO ANSWER","WA"
"88","siapa yang menandatangani perjanjian bongaya?","NO ANSWER","WA"
