"urutan","pertanyaan","jawaban","verdict"
"1","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"2","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"3","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"4","Siapa presiden pada masa orde baru?","letjen soeharto","AC"
"5","Siapa presiden pada masa orde baru?","letjen soeharto","AC"
"6","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"7","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"8","Dimana konferensi asia afrika diselenggarakan?","jenewa","WA"
"9","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"10","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"11","Siapa presiden pertama Indonesia?","orang indonesia orisinil","WA"
"12","Siapa presiden pertama Indonesia?","presiden indonesia","WA"
"13","Siapa presiden pertama Indonesia?","presiden republik indonesia","WA"
"14","Siapa presiden pertama Indonesia?","rakyat indonesia","WA"
"15","Siapa presiden pertama Indonesia?","indonesia","WA"
"16","Kapan diponegoro wafat?","1582","WA"
"17","Kapan diponegoro wafat?","1749","WA"
"18","Kapan diponegoro wafat?","NO ANSWER","WA"
"19","Kapan diponegoro wafat?","NO ANSWER","WA"
"20","Kapan diponegoro wafat?","NO ANSWER","WA"
"21","Kapan perjanjian saragosa terjadi?","1534","WA"
"22","Kapan perjanjian saragosa terjadi?","22 april 1529","AC"
"23","Kapan perjanjian saragosa terjadi?","22 april 1529","AC"
"24","Kapan perjanjian saragosa terjadi?","1534","WA"
"25","Kapan perjanjian saragosa terjadi?","tahun 1811","WA"
"26","Kapan Budi Utomo didirikan?","tahun 1932","WA"
"27","Kapan Budi Utomo didirikan?","tanggal 7 maret 1915","WA"
"28","Kapan Budi Utomo didirikan?","NO ANSWER","WA"
"29","Kapan Budi Utomo didirikan?","NO ANSWER","WA"
"30","Kapan Budi Utomo didirikan?","NO ANSWER","WA"
"31","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"32","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"33","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"34","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"35","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"36","Dimana letak kerajaan sriwijaya?","provinsi sumatera","AC"
"37","Dimana letak kerajaan sriwijaya?","palembang","AC"
"38","Dimana letak kerajaan sriwijaya?","daerah","WA"
"39","Dimana letak kerajaan sriwijaya?","palembang","AC"
"40","Dimana letak kerajaan sriwijaya?","daerah","WA"
"41","Kapan taman siswa didirikan?","NO ANSWER","WA"
"42","Kapan taman siswa didirikan?","NO ANSWER","WA"
"43","Kapan taman siswa didirikan?","NO ANSWER","WA"
"44","Kapan taman siswa didirikan?","NO ANSWER","WA"
"45","Kapan taman siswa didirikan?","NO ANSWER","WA"
"46","dimana budi utomo didirikan?","batavia","AC"
"47","dimana budi utomo didirikan?","batavia","AC"
"48","dimana budi utomo didirikan?","batavia","AC"
"49","dimana budi utomo didirikan?","batavia","AC"
"50","dimana budi utomo didirikan?","batavia","AC"
"51","dimana taman siswa didirikan?","NO ANSWER","WA"
"52","dimana taman siswa didirikan?","NO ANSWER","WA"
"53","dimana taman siswa didirikan?","NO ANSWER","WA"
"54","dimana taman siswa didirikan?","NO ANSWER","WA"
"55","dimana taman siswa didirikan?","NO ANSWER","WA"
"56","kapan konferensi asia afrika diselenggarakan?","tanggal 14 agustus 1941","WA"
"57","kapan konferensi asia afrika diselenggarakan?","bulan januari 1943","WA"
"58","kapan konferensi asia afrika diselenggarakan?","bulan januari 1943","WA"
"59","kapan konferensi asia afrika diselenggarakan?","bulan oktober 1943","WA"
"60","kapan konferensi asia afrika diselenggarakan?","bulan november 1943","WA"
"61","kapan hayam wuruk wafat?","NO ANSWER","WA"
"62","kapan hayam wuruk wafat?","NO ANSWER","WA"
"63","kapan hayam wuruk wafat?","NO ANSWER","WA"
"64","kapan hayam wuruk wafat?","NO ANSWER","WA"
"65","kapan hayam wuruk wafat?","NO ANSWER","WA"
"66","siapa wali songo yang menggunakan media pertunjukan wayang?","mubalig keliling","WA"
"67","siapa wali songo yang menggunakan media pertunjukan wayang?","songo","WA"
"68","siapa wali songo yang menggunakan media pertunjukan wayang?","songo","WA"
"69","siapa wali songo yang menggunakan media pertunjukan wayang?","masyarakat","WA"
"70","siapa wali songo yang menggunakan media pertunjukan wayang?","masyarakat luas","WA"
"71","siapa pemimpin kerajaan tidore?","dewa indra","WA"
"72","siapa pemimpin kerajaan tidore?","dewa indra","WA"
"73","siapa pemimpin kerajaan tidore?","dewa yama","WA"
"74","siapa pemimpin kerajaan tidore?","dewa yama","WA"
"75","siapa pemimpin kerajaan tidore?","rakyat sifat dewa candra","WA"
"76","kapan belanda datang ke maluku?","8 desember 1947","WA"
"77","kapan belanda datang ke maluku?","tanggal 21 juni 1947","WA"
"78","kapan belanda datang ke maluku?","8 desember 1947","WA"
"79","kapan belanda datang ke maluku?","tanggal 17 januari 1948","WA"
"80","kapan belanda datang ke maluku?","tanggal 17 januari 1948","WA"
"81","kapan portugis datang ke maluku?","1521","WA"
"82","kapan portugis datang ke maluku?","NO ANSWER","WA"
"83","kapan portugis datang ke maluku?","NO ANSWER","WA"
"84","kapan portugis datang ke maluku?","NO ANSWER","WA"
"85","kapan portugis datang ke maluku?","NO ANSWER","WA"
"86","siapa yang menandatangani perjanjian bongaya?","NO ANSWER","WA"
"87","siapa yang menandatangani perjanjian bongaya?","NO ANSWER","WA"
"88","siapa yang menandatangani perjanjian bongaya?","NO ANSWER","WA"
"89","siapa yang menandatangani perjanjian bongaya?","NO ANSWER","WA"
"90","siapa yang menandatangani perjanjian bongaya?","NO ANSWER","WA"
"91","kapan perjanjian bongaya ditandatangani?","tanggal 18 nopember 1667","AC"
"92","kapan perjanjian bongaya ditandatangani?","tanggal 18 nopember 1667","AC"
"93","kapan perjanjian bongaya ditandatangani?","tanggal 18 nopember 1667","AC"
"94","kapan perjanjian bongaya ditandatangani?","tanggal 18 nopember 1667","AC"
"95","kapan perjanjian bongaya ditandatangani?","NO ANSWER","WA"
"96","siapa penulis kitab negara kertagama?","masyarakat","WA"
"97","siapa penulis kitab negara kertagama?","masyarakat","WA"
"98","siapa penulis kitab negara kertagama?","NO ANSWER","WA"
"99","siapa penulis kitab negara kertagama?","NO ANSWER","WA"
"100","siapa penulis kitab negara kertagama?","NO ANSWER","WA"
"101","kapan voc didirikan?","1743","WA"
"102","kapan voc didirikan?","1744","WA"
"103","kapan voc didirikan?","NO ANSWER","WA"
"104","kapan voc didirikan?","NO ANSWER","WA"
"105","kapan voc didirikan?","NO ANSWER","WA"
"106","kapan voc dibubarkan?","1703","WA"
"107","kapan voc dibubarkan?","1719 1723","WA"
"108","kapan voc dibubarkan?","1704 1708","WA"
"109","kapan voc dibubarkan?","NO ANSWER","WA"
"110","kapan voc dibubarkan?","NO ANSWER","WA"
"111","siapa multatuli?","NO ANSWER","WA"
"112","siapa multatuli?","NO ANSWER","WA"
"113","siapa multatuli?","NO ANSWER","WA"
"114","siapa multatuli?","NO ANSWER","WA"
"115","siapa multatuli?","NO ANSWER","WA"
"116","dimana pattimura dilahirkan?","turki","WA"
"117","dimana pattimura dilahirkan?","india","WA"
"118","dimana pattimura dilahirkan?","amerika latin asia","WA"
"119","dimana pattimura dilahirkan?","amerika latin asia","WA"
"120","dimana pattimura dilahirkan?","indonesia","WA"
"121","kapan pangeran antasari wafat?","1582","WA"
"122","kapan pangeran antasari wafat?","11 oktober 1862","AC"
"123","kapan pangeran antasari wafat?","11 oktober 1862","AC"
"124","kapan pangeran antasari wafat?","11 oktober 1862","AC"
"125","kapan pangeran antasari wafat?","11 oktober 1862","AC"
"126","dimana pangeran antasari wafat?","kampung","WA"
"127","dimana pangeran antasari wafat?","kampung","WA"
"128","dimana pangeran antasari wafat?","kampung","WA"
"129","dimana pangeran antasari wafat?","kampung","WA"
"130","dimana pangeran antasari wafat?","NO ANSWER","WA"
"131","kapan ekspedisi pertama belanda di bali terjadi?","1846","AC"
"132","kapan ekspedisi pertama belanda di bali terjadi?","1846","AC"
"133","kapan ekspedisi pertama belanda di bali terjadi?","1846","AC"
"134","kapan ekspedisi pertama belanda di bali terjadi?","1848","WA"
"135","kapan ekspedisi pertama belanda di bali terjadi?","1849","WA"
"136","kapan perlawanan di aceh terjadi?","bulan februari 1944","WA"
"137","kapan perlawanan di aceh terjadi?","bulan februari 1944","WA"
"138","kapan perlawanan di aceh terjadi?","bulan nopember 1944","WA"
"139","kapan perlawanan di aceh terjadi?","bulan nopember 1944","WA"
"140","kapan perlawanan di aceh terjadi?","tanggal 14 februari 1945","WA"
"141","siapa pendiri budi utomo?","parindra partindo","WA"
"142","siapa pendiri budi utomo?","parindra partindo","WA"
"143","siapa pendiri budi utomo?","indische partij","WA"
"144","siapa pendiri budi utomo?","indische partij","WA"
"145","siapa pendiri budi utomo?","organisasi pemuda","AC"
"146","kapan sarekat islam didirikan?","tahun 1911","AC"
"147","kapan sarekat islam didirikan?","tahun 1911","AC"
"148","kapan sarekat islam didirikan?","tahun 1911","AC"
"149","kapan sarekat islam didirikan?","tahun 1911","AC"
"150","kapan sarekat islam didirikan?","tahun 1911","AC"
"151","siapa pendiri sarekat islam?","indische partij muhammadiyah","WA"
"152","siapa pendiri sarekat islam?","indische partij muhammadiyah","WA"
"153","siapa pendiri sarekat islam?","indische partij muhammadiyah","WA"
"154","siapa pendiri sarekat islam?","mahasiswa","WA"
"155","siapa pendiri sarekat islam?","indische partij muhammadiyah","WA"
"156","kapan indische partij didirikan?","NO ANSWER","WA"
"157","kapan indische partij didirikan?","NO ANSWER","WA"
"158","kapan indische partij didirikan?","NO ANSWER","WA"
"159","kapan indische partij didirikan?","NO ANSWER","WA"
"160","kapan indische partij didirikan?","NO ANSWER","WA"
"161","dimana muhammadiyah didirikan?","NO ANSWER","WA"
"162","dimana muhammadiyah didirikan?","NO ANSWER","WA"
"163","dimana muhammadiyah didirikan?","NO ANSWER","WA"
"164","dimana muhammadiyah didirikan?","NO ANSWER","WA"
"165","dimana muhammadiyah didirikan?","NO ANSWER","WA"
"166","kapan muhammadiyah didirikan?","NO ANSWER","WA"
"167","kapan muhammadiyah didirikan?","NO ANSWER","WA"
"168","kapan muhammadiyah didirikan?","NO ANSWER","WA"
"169","kapan muhammadiyah didirikan?","NO ANSWER","WA"
"170","kapan muhammadiyah didirikan?","NO ANSWER","WA"
"171","kapan partai komunis indonesia berdiri?","tanggal 1 juni 1949","WA"
"172","kapan partai komunis indonesia berdiri?","tanggal 1 juni 1949","WA"
"173","kapan partai komunis indonesia berdiri?","tahun 1942","WA"
"174","kapan partai komunis indonesia berdiri?","1 oktober 1949","WA"
"175","kapan partai komunis indonesia berdiri?","tahun 1942","WA"
"176","siapa yang membawa ajaran marxis?","sneevliet","AC"
"177","siapa yang membawa ajaran marxis?","sneevliet","AC"
"178","siapa yang membawa ajaran marxis?","sneevliet","AC"
"179","siapa yang membawa ajaran marxis?","belanda","WA"
"180","siapa yang membawa ajaran marxis?","belanda","WA"
"181","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tahun 1925","WA"
"182","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tanggal 15 juli 1936","AC"
"183","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tanggal 23 mei 1920","WA"
"184","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tanggal 23 mei 1920","WA"
"185","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tahun 1885","WA"
"186","kapan sumpah pemuda terjadi?","pemuda 1928","WA"
"187","kapan sumpah pemuda terjadi?","tanggal 28 oktober 1928","AC"
"188","kapan sumpah pemuda terjadi?","tanggal 28 oktober 1928","AC"
"189","kapan sumpah pemuda terjadi?","tanggal 24 28 desember 1928","AC"
"190","kapan sumpah pemuda terjadi?","tanggal 31 desember 1936","WA"
"191","kapan partai nasional indonesia lahir?","bulan desember 1920","WA"
"192","kapan partai nasional indonesia lahir?","bulan desember 1920","WA"
"193","kapan partai nasional indonesia lahir?","tahun 1776","WA"
"194","kapan partai nasional indonesia lahir?","tahun 1776","WA"
"195","kapan partai nasional indonesia lahir?","tahun 1776","WA"
"196","kapan sistem tanam paksa diterapkan?","NO ANSWER","WA"
"197","kapan sistem tanam paksa diterapkan?","NO ANSWER","WA"
"198","kapan sistem tanam paksa diterapkan?","NO ANSWER","WA"
"199","kapan sistem tanam paksa diterapkan?","NO ANSWER","WA"
"200","kapan sistem tanam paksa diterapkan?","NO ANSWER","WA"
"201","kapan sidang kabinet dwikora diadakan?","masa orde","WA"
"202","kapan sidang kabinet dwikora diadakan?","uud 1945","WA"
"203","kapan sidang kabinet dwikora diadakan?","tanggal 11 maret 1966","AC"
"204","kapan sidang kabinet dwikora diadakan?","tanggal 11 maret 1966","AC"
"205","kapan sidang kabinet dwikora diadakan?","tanggal 11 maret 1966","AC"
"206","kapan supersemar dikeluarkan?","tanggal 23 juli 2001 pukul 1.10 wib hari","WA"
"207","kapan supersemar dikeluarkan?","tanggal 23 juli 2001 pukul 1.10 wib hari","WA"
"208","kapan supersemar dikeluarkan?","NO ANSWER","WA"
"209","kapan supersemar dikeluarkan?","NO ANSWER","WA"
"210","kapan supersemar dikeluarkan?","NO ANSWER","WA"
"211","siapa pemimpin APRA?","partai masyumi","WA"
"212","siapa pemimpin APRA?","partai masyumi","WA"
"213","siapa pemimpin APRA?","muhammad natsir","WA"
"214","siapa pemimpin APRA?","sukiman wiryosanjoyo","WA"
"215","siapa pemimpin APRA?","mr wilopo","WA"
"216","siapa pemimpin RMS?","partai masyumi","WA"
"217","siapa pemimpin RMS?","partai masyumi","WA"
"218","siapa pemimpin RMS?","muhammad natsir","WA"
"219","siapa pemimpin RMS?","sukiman wiryosanjoyo","WA"
"220","siapa pemimpin RMS?","dr christian robert stevenson","WA"
"221","kapan gerakan non blok diselenggarakan?","tanggal 1 6 september 1961","AC"
"222","kapan gerakan non blok diselenggarakan?","tanggal 5 10 oktober 1964","AC"
"223","kapan gerakan non blok diselenggarakan?","tanggal 5 10 oktober 1964","AC"
"224","kapan gerakan non blok diselenggarakan?","tahun 1961","AC"
"225","kapan gerakan non blok diselenggarakan?","tanggal 1 6 september 1961","AC"
"226","kapan rengasdengklok terjadi?","tanggal 14 agustus 1945","WA"
"227","kapan rengasdengklok terjadi?","tanggal 14 agustus 1945","WA"
"228","kapan rengasdengklok terjadi?","tanggal 16 agustus 1945 pukul 04.30","AC"
"229","kapan rengasdengklok terjadi?","NO ANSWER","WA"
"230","kapan rengasdengklok terjadi?","NO ANSWER","WA"
"231","kapan seinendan didirikan?","tanggal 29 april 1943","AC"
"232","kapan seinendan didirikan?","tanggal 29 april 1943","AC"
"233","kapan seinendan didirikan?","tanggal 29 april 1943","AC"
"234","kapan seinendan didirikan?","tanggal 22 desember 1908","WA"
"235","kapan seinendan didirikan?","tanggal 29 april 1943","AC"
"236","kapan rakyat bali melawan belanda?","bulan januari 1942","WA"
"237","kapan rakyat bali melawan belanda?","tanggal 8 maret 1942","WA"
"238","kapan rakyat bali melawan belanda?","NO ANSWER","WA"
"239","kapan rakyat bali melawan belanda?","NO ANSWER","WA"
"240","kapan rakyat bali melawan belanda?","NO ANSWER","WA"
"241","siapa penulis konsep naskah proklamasi?","sukarno","AC"
"242","siapa penulis konsep naskah proklamasi?","mr ahmad subardjo","WA"
"243","siapa penulis konsep naskah proklamasi?","sukarno","AC"
"244","siapa penulis konsep naskah proklamasi?","sukarno","AC"
"245","siapa penulis konsep naskah proklamasi?","mr ahmad subardjo","WA"
"246","dimana konferensi meja bundar dilaksanakan?","jakara","WA"
"247","dimana konferensi meja bundar dilaksanakan?","indonesia","WA"
"248","dimana konferensi meja bundar dilaksanakan?","indonesia","WA"
"249","dimana konferensi meja bundar dilaksanakan?","indonesia","WA"
"250","dimana konferensi meja bundar dilaksanakan?","indonesia","WA"
"251","dimana perjanjian renville dibuat?","wilayah indonesia","WA"
"252","dimana perjanjian renville dibuat?","wilayah indonesia","WA"
"253","dimana perjanjian renville dibuat?","NO ANSWER","WA"
"254","dimana perjanjian renville dibuat?","NO ANSWER","WA"
"255","dimana perjanjian renville dibuat?","NO ANSWER","WA"
"256","kapan perjanjian renville dilakukan?","tanggal 15 november 1946","WA"
"257","kapan perjanjian renville dilakukan?","NO ANSWER","WA"
"258","kapan perjanjian renville dilakukan?","NO ANSWER","WA"
"259","kapan perjanjian renville dilakukan?","NO ANSWER","WA"
"260","kapan perjanjian renville dilakukan?","NO ANSWER","WA"
"261","siapa pengetik naskah proklamasi?","sukarno","WA"
"262","siapa pengetik naskah proklamasi?","sukarno","WA"
"263","siapa pengetik naskah proklamasi?","mr ahmad subardjo","WA"
"264","siapa pengetik naskah proklamasi?","mr ahmad subardjo","WA"
"265","siapa pengetik naskah proklamasi?","sukarno","WA"
"266","kapan pancasila lahir?","1945","WA"
"267","kapan pancasila lahir?","1945","WA"
"268","kapan pancasila lahir?","1945","WA"
"269","kapan pancasila lahir?","1945","WA"
"270","kapan pancasila lahir?","NO ANSWER","WA"
"271","siapa ketua ppki?","mr.ahmad soerbadjo","WA"
"272","siapa ketua ppki?","prof mr dr soepomo","WA"
"273","siapa ketua ppki?","prof mr dr soepomo","WA"
"274","siapa ketua ppki?","pemuda","WA"
"275","siapa ketua ppki?","radjiman wedyodiningrat","WA"
"276","kapan nagasaki dibom?","tanggal 9 agustus 1945","AC"
"277","kapan nagasaki dibom?","NO ANSWER","WA"
"278","kapan nagasaki dibom?","NO ANSWER","WA"
"279","kapan nagasaki dibom?","NO ANSWER","WA"
