"urutan","pertanyaan","jawaban","verdict"
"1","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"2","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"3","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"4","Siapa presiden pada masa orde baru?","letjen soeharto","AC"
"5","Siapa presiden pada masa orde baru?","letjen soeharto","AC"
"6","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"7","Dimana konferensi asia afrika diselenggarakan?","jenewa","WA"
"8","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"9","Dimana konferensi asia afrika diselenggarakan?","dunia","WA"
"10","Dimana konferensi asia afrika diselenggarakan?","dunia","WA"
"11","Siapa presiden pertama Indonesia?","presiden pm","WA"
"12","Siapa presiden pertama Indonesia?","mr sjafruddin prawiranegara presiden republik indonesia","WA"
"13","Siapa presiden pertama Indonesia?","mr sjafruddin prawiranegara presiden republik indonesia","WA"
"14","Siapa presiden pertama Indonesia?","belanda","WA"
"15","Siapa presiden pertama Indonesia?","presiden","WA"
"16","Kapan diponegoro wafat?","11 oktober 1862","WA"
"17","Kapan diponegoro wafat?","11 oktober 1862","WA"
"18","Kapan diponegoro wafat?","tanggal 8 januari 1855","AC"
"19","Kapan diponegoro wafat?","tanggal 8 januari 1855","AC"
"20","Kapan diponegoro wafat?","tahun 1518","WA"
"21","Kapan perjanjian saragosa terjadi?","tahun 1756 1763","WA"
"22","Kapan perjanjian saragosa terjadi?","abad 17","WA"
"23","Kapan perjanjian saragosa terjadi?","tahun 1868 1878","WA"
"24","Kapan perjanjian saragosa terjadi?","tahun 1868 1878","WA"
"25","Kapan perjanjian saragosa terjadi?","tahun 1975","WA"
"26","Kapan Budi Utomo didirikan?","tahun 1222","WA"
"27","Kapan Budi Utomo didirikan?","tahun 1222","WA"
"28","Kapan Budi Utomo didirikan?","tahun 1222","WA"
"29","Kapan Budi Utomo didirikan?","tahun 1222","WA"
"30","Kapan Budi Utomo didirikan?","tahun 1222 m","WA"
"31","Siapa pendiri Taman Siswa?","pawiyatan wanito","WA"
"32","Siapa pendiri Taman Siswa?","pawiyatan wanito","WA"
"33","Siapa pendiri Taman Siswa?","wanito susilo","WA"
"34","Siapa pendiri Taman Siswa?","wanito susilo","WA"
"35","Siapa pendiri Taman Siswa?","wanito utomo","WA"
"36","Dimana letak kerajaan sriwijaya?","provinsi sumatera","AC"
"37","Dimana letak kerajaan sriwijaya?","palembang","AC"
"38","Dimana letak kerajaan sriwijaya?","daerah","WA"
"39","Dimana letak kerajaan sriwijaya?","palembang","AC"
"40","Dimana letak kerajaan sriwijaya?","daerah","WA"
"41","Kapan taman siswa didirikan?","1922","AC"
"42","Kapan taman siswa didirikan?","1922","AC"
"43","Kapan taman siswa didirikan?","1922","AC"
"44","Kapan taman siswa didirikan?","1922","AC"
"45","Kapan taman siswa didirikan?","1919","WA"
"46","dimana budi utomo didirikan?","batavia","AC"
"47","dimana budi utomo didirikan?","batavia","AC"
"48","dimana budi utomo didirikan?","yogyakarta","WA"
"49","dimana budi utomo didirikan?","yogyakarta","WA"
"50","dimana budi utomo didirikan?","yogyakarta","WA"
"51","dimana taman siswa didirikan?","medan","WA"
"52","dimana taman siswa didirikan?","yogyakarta","AC"
"53","dimana taman siswa didirikan?","yogyakarta","AC"
"54","dimana taman siswa didirikan?","yogyakarta","AC"
"55","dimana taman siswa didirikan?","medan","WA"
"56","kapan konferensi asia afrika diselenggarakan?","bulan 18 24 april 1955","AC"
"57","kapan konferensi asia afrika diselenggarakan?","tanggal 18 24 april 1955","AC"
"58","kapan konferensi asia afrika diselenggarakan?","bulan 18 24 april 1955","AC"
"59","kapan konferensi asia afrika diselenggarakan?","tanggal 18 24 april 1955","AC"
"60","kapan konferensi asia afrika diselenggarakan?","bulan 18 24 april 1955","AC"
"61","kapan hayam wuruk wafat?","tahun 1350","WA"
"62","kapan hayam wuruk wafat?","1350 1389","AC"
"63","kapan hayam wuruk wafat?","tahun 1389","AC"
"64","kapan hayam wuruk wafat?","tahun 1350","WA"
"65","kapan hayam wuruk wafat?","1350 1389","AC"
"66","siapa wali songo yang menggunakan media pertunjukan wayang?","eksistensi republik indonesia","WA"
"67","siapa wali songo yang menggunakan media pertunjukan wayang?","eksistensi republik indonesia","WA"
"68","siapa wali songo yang menggunakan media pertunjukan wayang?","eksistensi republik indonesia","WA"
"69","siapa wali songo yang menggunakan media pertunjukan wayang?","eksistensi republik indonesia","WA"
"70","siapa wali songo yang menggunakan media pertunjukan wayang?","wartawan wartawan asing","WA"
"71","siapa pemimpin kerajaan tidore?","bhatara parameswara","WA"
"72","siapa pemimpin kerajaan tidore?","warga negara","WA"
"73","siapa pemimpin kerajaan tidore?","warga negara","WA"
"74","siapa pemimpin kerajaan tidore?","laksamana nelson","WA"
"75","siapa pemimpin kerajaan tidore?","laksamana nelson","WA"
"76","kapan belanda datang ke maluku?","majapahit tahun 1413","WA"
"77","kapan belanda datang ke maluku?","majapahit tahun 1413","WA"
"78","kapan belanda datang ke maluku?","1811","WA"
"79","kapan belanda datang ke maluku?","tahun 1579","WA"
"80","kapan belanda datang ke maluku?","tahun 1400","WA"
"81","kapan portugis datang ke maluku?","1512","AC"
"82","kapan portugis datang ke maluku?","1605","WA"
"83","kapan portugis datang ke maluku?","1512","AC"
"84","kapan portugis datang ke maluku?","1605","WA"
"85","kapan portugis datang ke maluku?","1512","AC"
"86","siapa yang menandatangani perjanjian bongaya?","negara pemerintah maastrich belanda","WA"
"87","siapa yang menandatangani perjanjian bongaya?","negara pemerintah maastrich belanda","WA"
"88","siapa yang menandatangani perjanjian bongaya?","prancis","WA"
"89","siapa yang menandatangani perjanjian bongaya?","belanda","WA"
"90","siapa yang menandatangani perjanjian bongaya?","negara pemerintah maastrich belanda","WA"
"91","kapan perjanjian bongaya ditandatangani?","tahun 1802","WA"
"92","kapan perjanjian bongaya ditandatangani?","tahun 1809","WA"
"93","kapan perjanjian bongaya ditandatangani?","tahun 1805","WA"
"94","kapan perjanjian bongaya ditandatangani?","1797","WA"
"95","kapan perjanjian bongaya ditandatangani?","1797","WA"
"96","siapa penulis kitab negara kertagama?","sultan rakyatullah","WA"
"97","siapa penulis kitab negara kertagama?","sultan rakyatullah","WA"
"98","siapa penulis kitab negara kertagama?","raja","WA"
"99","siapa penulis kitab negara kertagama?","raja","WA"
"100","siapa penulis kitab negara kertagama?","masyarakat samudera pasai","WA"
"101","kapan voc didirikan?","1743","WA"
"102","kapan voc didirikan?","32 tahun","WA"
"103","kapan voc didirikan?","32 tahun","WA"
"104","kapan voc didirikan?","tanggal 25 desember 1679","WA"
"105","kapan voc didirikan?","tanggal 25 desember 1679","WA"
"106","kapan voc dibubarkan?","1743","WA"
"107","kapan voc dibubarkan?","tahun 1719","WA"
"108","kapan voc dibubarkan?","1703","WA"
"109","kapan voc dibubarkan?","tahun 1727","WA"
"110","kapan voc dibubarkan?","1703","WA"
"111","siapa multatuli?","nurani rakyat belanda","WA"
"112","siapa multatuli?","rakyat indonesia","WA"
"113","siapa multatuli?","pemerintah belanda","WA"
"114","siapa multatuli?","pemerintah belanda","WA"
"115","siapa multatuli?","parlemen belanda","WA"
"116","dimana pattimura dilahirkan?","dusun kalidogo kelurahan","WA"
"117","dimana pattimura dilahirkan?","istana negara","WA"
"118","dimana pattimura dilahirkan?","istana negara","WA"
"119","dimana pattimura dilahirkan?","istana negara","WA"
"120","dimana pattimura dilahirkan?","pulau jawa","WA"
"121","kapan pangeran antasari wafat?","tanggal 14 maret 1862","WA"
"122","kapan pangeran antasari wafat?","tanggal 14 maret 1862","WA"
"123","kapan pangeran antasari wafat?","11 oktober 1862","AC"
"124","kapan pangeran antasari wafat?","11 oktober 1862","AC"
"125","kapan pangeran antasari wafat?","tanggal 14 maret 1862","WA"
"126","dimana pangeran antasari wafat?","kampung","WA"
"127","dimana pangeran antasari wafat?","kampung","WA"
"128","dimana pangeran antasari wafat?","jawa","WA"
"129","dimana pangeran antasari wafat?","jawa","WA"
"130","dimana pangeran antasari wafat?","martapura","WA"
"131","kapan ekspedisi pertama belanda di bali terjadi?","1846","AC"
"132","kapan ekspedisi pertama belanda di bali terjadi?","1846","AC"
"133","kapan ekspedisi pertama belanda di bali terjadi?","1938","WA"
"134","kapan ekspedisi pertama belanda di bali terjadi?","1948","WA"
"135","kapan ekspedisi pertama belanda di bali terjadi?","1846","AC"
"136","kapan perlawanan di aceh terjadi?","1792 1815","WA"
"137","kapan perlawanan di aceh terjadi?","tahun 1802","WA"
"138","kapan perlawanan di aceh terjadi?","1792 1815","WA"
"139","kapan perlawanan di aceh terjadi?","tahun 1802","WA"
"140","kapan perlawanan di aceh terjadi?","tahun 1949","WA"
"141","siapa pendiri budi utomo?","ken arok","WA"
"142","siapa pendiri budi utomo?","rajasa","WA"
"143","siapa pendiri budi utomo?","pararaton","WA"
"144","siapa pendiri budi utomo?","indische partij","WA"
"145","siapa pendiri budi utomo?","indische partij","WA"
"146","kapan sarekat islam didirikan?","abad 16","WA"
"147","kapan sarekat islam didirikan?","abad 16","WA"
"148","kapan sarekat islam didirikan?","abad 8","WA"
"149","kapan sarekat islam didirikan?","tanggal 26 januari 1913","WA"
"150","kapan sarekat islam didirikan?","tahun 1915","WA"
"151","siapa pendiri sarekat islam?","sarekat islam","WA"
"152","siapa pendiri sarekat islam?","pedagang islam","AC"
"153","siapa pendiri sarekat islam?","pedagang","AC"
"154","siapa pendiri sarekat islam?","sarekat islam","WA"
"155","siapa pendiri sarekat islam?","pedagang islam","AC"
"156","kapan indische partij didirikan?","abad 16","WA"
"157","kapan indische partij didirikan?","abad 8","WA"
"158","kapan indische partij didirikan?","tanggal 22 desember 1908","WA"
"159","kapan indische partij didirikan?","tahun 1923","WA"
"160","kapan indische partij didirikan?","tanggal 22 desember 1908","WA"
"161","dimana muhammadiyah didirikan?","wilayah yogyakarta","AC"
"162","dimana muhammadiyah didirikan?","wilayah yogyakarta","AC"
"163","dimana muhammadiyah didirikan?","wilayah kunjarakunja","WA"
"164","dimana muhammadiyah didirikan?","wilayah kewenangan","WA"
"165","dimana muhammadiyah didirikan?","NO ANSWER","WA"
"166","kapan muhammadiyah didirikan?","abad 16","WA"
"167","kapan muhammadiyah didirikan?","abad 8","WA"
"168","kapan muhammadiyah didirikan?","abad 10","WA"
"169","kapan muhammadiyah didirikan?","tahun 1400","WA"
"170","kapan muhammadiyah didirikan?","tahun 1526","WA"
"171","kapan partai komunis indonesia berdiri?","1948","WA"
"172","kapan partai komunis indonesia berdiri?","tanggal 23 mei 1920","WA"
"173","kapan partai komunis indonesia berdiri?","tanggal 23 mei 1920","WA"
"174","kapan partai komunis indonesia berdiri?","bulan desember 1920","WA"
"175","kapan partai komunis indonesia berdiri?","tanggal 26 mei 1972","WA"
"176","siapa yang membawa ajaran marxis?","petani","WA"
"177","siapa yang membawa ajaran marxis?","petani","WA"
"178","siapa yang membawa ajaran marxis?","petani","WA"
"179","siapa yang membawa ajaran marxis?","petani","WA"
"180","siapa yang membawa ajaran marxis?","masyarakat indonesia","WA"
"181","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tanggal 15 juli 1936","AC"
"182","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tanggal 15 juli 1936","AC"
"183","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tahun 1925","WA"
"184","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tanggal 15 juli 1936","AC"
"185","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tanggal 15 juli 1936","AC"
"186","kapan sumpah pemuda terjadi?","pemuda 1928","WA"
"187","kapan sumpah pemuda terjadi?","tanggal 28 oktober 1928","AC"
"188","kapan sumpah pemuda terjadi?","tanggal 24 28 desember 1928","AC"
"189","kapan sumpah pemuda terjadi?","tanggal 31 desember 1936","WA"
"190","kapan sumpah pemuda terjadi?","tanggal 28 oktober 1928","AC"
"191","kapan partai nasional indonesia lahir?","1905","WA"
"192","kapan partai nasional indonesia lahir?","21 mei 1998","WA"
"193","kapan partai nasional indonesia lahir?","bulan mei 1998","WA"
"194","kapan partai nasional indonesia lahir?","tanggal 22 agustus 1945","WA"
"195","kapan partai nasional indonesia lahir?","tanggal 3 november 1945","WA"
"196","kapan sistem tanam paksa diterapkan?","tahun 1870","WA"
"197","kapan sistem tanam paksa diterapkan?","tahun 1870","WA"
"198","kapan sistem tanam paksa diterapkan?","tahun 1870","WA"
"199","kapan sistem tanam paksa diterapkan?","tahun 1850","WA"
"200","kapan sistem tanam paksa diterapkan?","tahun 1865 tembakau tahun 1866","WA"
"201","kapan sidang kabinet dwikora diadakan?","pukul 20.00","WA"
"202","kapan sidang kabinet dwikora diadakan?","tanggal 7","WA"
"203","kapan sidang kabinet dwikora diadakan?","masa orde","WA"
"204","kapan sidang kabinet dwikora diadakan?","12 maret 1967","WA"
"205","kapan sidang kabinet dwikora diadakan?","tanggal 7","WA"
"206","kapan supersemar dikeluarkan?","tanggal 11 maret 1966","AC"
"207","kapan supersemar dikeluarkan?","tanggal 11 maret 1966","AC"
"208","kapan supersemar dikeluarkan?","11 maret 1966","AC"
"209","kapan supersemar dikeluarkan?","11 maret 1966","AC"
"210","kapan supersemar dikeluarkan?","11 maret 1966","AC"
"211","siapa pemimpin APRA?","gerrado machado","WA"
"212","siapa pemimpin APRA?","intra asia pasifik","WA"
"213","siapa pemimpin APRA?","intra asia pasifik","WA"
"214","siapa pemimpin APRA?","pemerintah","WA"
"215","siapa pemimpin APRA?","negara negara asia pasifik","WA"
"216","siapa pemimpin RMS?","gerrado machado","WA"
"217","siapa pemimpin RMS?","intra asia pasifik","WA"
"218","siapa pemimpin RMS?","intra asia pasifik","WA"
"219","siapa pemimpin RMS?","pemerintah","WA"
"220","siapa pemimpin RMS?","negara negara asia pasifik","WA"
"221","kapan gerakan non blok diselenggarakan?","tanggal 1 6 september 1961","AC"
"222","kapan gerakan non blok diselenggarakan?","tanggal 5 10 oktober 1964","AC"
"223","kapan gerakan non blok diselenggarakan?","tanggal 5 10 oktober 1964","AC"
"224","kapan gerakan non blok diselenggarakan?","tahun 1961","AC"
"225","kapan gerakan non blok diselenggarakan?","tanggal 1 6 september 1961","AC"
"226","kapan rengasdengklok terjadi?","tanggal 14 agustus 1945","WA"
"227","kapan rengasdengklok terjadi?","tanggal 14 agustus 1945","WA"
"228","kapan rengasdengklok terjadi?","61 tahun","WA"
"229","kapan rengasdengklok terjadi?","61 tahun","WA"
"230","kapan rengasdengklok terjadi?","17 boelan 8 tahun 05","WA"
"231","kapan seinendan didirikan?","abad 16","WA"
"232","kapan seinendan didirikan?","abad 8","WA"
"233","kapan seinendan didirikan?","abad 10","WA"
"234","kapan seinendan didirikan?","tahun 1400","WA"
"235","kapan seinendan didirikan?","tahun 1526","WA"
"236","kapan rakyat bali melawan belanda?","bulan maret 1949","WA"
"237","kapan rakyat bali melawan belanda?","1859 1905","WA"
"238","kapan rakyat bali melawan belanda?","1846 1905","AC"
"239","kapan rakyat bali melawan belanda?","1846 1905","AC"
"240","kapan rakyat bali melawan belanda?","tahun 1859","WA"
"241","siapa penulis konsep naskah proklamasi?","sukarno","AC"
"242","siapa penulis konsep naskah proklamasi?","mr ahmad subardjo","WA"
"243","siapa penulis konsep naskah proklamasi?","sukarno","AC"
"244","siapa penulis konsep naskah proklamasi?","sukarno","AC"
"245","siapa penulis konsep naskah proklamasi?","mr ahmad subardjo","WA"
"246","dimana konferensi meja bundar dilaksanakan?","wilayah yogyakarta","WA"
"247","dimana konferensi meja bundar dilaksanakan?","jakara","WA"
"248","dimana konferensi meja bundar dilaksanakan?","lereng gunung sumbing","WA"
"249","dimana konferensi meja bundar dilaksanakan?","lereng gunung sumbing","WA"
"250","dimana konferensi meja bundar dilaksanakan?","indonesia","WA"
"251","dimana perjanjian renville dibuat?","daerah ri","WA"
"252","dimana perjanjian renville dibuat?","daerah ri","WA"
"253","dimana perjanjian renville dibuat?","wilayah indonesia","WA"
"254","dimana perjanjian renville dibuat?","wilayah indonesia","WA"
"255","dimana perjanjian renville dibuat?","wilayah indonesia","WA"
"256","kapan perjanjian renville dilakukan?","tahun 1975","WA"
"257","kapan perjanjian renville dilakukan?","tahun 1975","WA"
"258","kapan perjanjian renville dilakukan?","1747 1755","WA"
"259","kapan perjanjian renville dilakukan?","akhir tahun 1975","WA"
"260","kapan perjanjian renville dilakukan?","akhir tahun 1975","WA"
"261","siapa pengetik naskah proklamasi?","sukarno","WA"
"262","siapa pengetik naskah proklamasi?","mr ahmad subardjo","WA"
"263","siapa pengetik naskah proklamasi?","sukarno","WA"
"264","siapa pengetik naskah proklamasi?","mr ahmad subardjo","WA"
"265","siapa pengetik naskah proklamasi?","laksamana maeda","WA"
"266","kapan pancasila lahir?","uud 1945","WA"
"267","kapan pancasila lahir?","uud 1945","WA"
"268","kapan pancasila lahir?","1966","WA"
"269","kapan pancasila lahir?","tanggal 3 pebruari 1967","WA"
"270","kapan pancasila lahir?","20 pebruari 1967","WA"
"271","siapa ketua ppki?","prof mr dr soepomo","WA"
"272","siapa ketua ppki?","mr.ahmad soerbadjo","WA"
"273","siapa ketua ppki?","prof mr dr soepomo","WA"
"274","siapa ketua ppki?","prof mr dr soepomo","WA"
"275","siapa ketua ppki?","drs moh","WA"
"276","kapan nagasaki dibom?","8 agustus 1945","WA"
"277","kapan nagasaki dibom?","10 agustus 1945","WA"
"278","kapan nagasaki dibom?","tanggal 9 agustus 1945","AC"
"279","kapan nagasaki dibom?","tanggal 9 agustus 1945","AC"
"280","kapan nagasaki dibom?","tanggal 9 agustus 1945","AC"
