Perang	PERSON
Kemerdekaan	PERSON
dan	O
Pembentukan	PERSON
Negara	PERSON
Amerika	PERSON
Serikat	PERSON
Sejarah	O
Jalannya	O
Revolusi	PERSON
Amerika	PERSON
Dengan	O
adanya	O
peristiwa	O
teh	O
di	O
Boston	LOCATION
George	LOCATION
III	TIME
bertekad	O
untuk	O
menundukkan	O
Massachusetts	LOCATION
dengan	O
kekuatan	O
senjata	O
Rakyat	O
koloni	O
tidak	O
menghiraukan	O
tuntutan	O
dan	O
ancaman	PERSON
Inggris	PERSON
dua	O
belas	O
negara	O
koloni	O
lainnya	O
telah	O
menyatakan	O
setia	O
kawan	O
berdiri	O
di	O
belakangnya	O
Pada	O
awal	TIME
Desember	TIME
1774	TIME
ke	O
tiga	O
belas	O
koloni	O
mengadakan	O
pertemuan	O
di	O
Philadelphia	LOCATION
-LRB-	O
yang	O
kemudian	O
dikenal	O
dengan	O
Kongres	O
Kontinental	O
I	O
-RRB-	O
untuk	O
menentukan	O
langkah	O
dalam	O
menghadapi	O
Inggris	PERSON
Peristiwa	O
ini	O
merupa-kan	O
pertama	O
kalinya	O
bagi	O
ketiga	O
belas	O
koloni	O
di	O
Amerika	O
untuk	O
bersatu	O
dan	O
saling	O
bekerja	O
sama	O
Kongres	O
Kontinental	O
I	O
menghasilkan	O
pernyataan	O
yang	O
pada	O
dasarnya	O
bahwa	O
rakyat	O
koloni	O
di	O
Amerika	LOCATION
tetap	O
setia	O
kepada	O
Raja	PERSON
Inggris	PERSON
dan	O
menuntut	O
kebijaksanaan	O
agar	O
memulihkan	O
hubungan	O
baik	O
antara	O
daerah	O
koloni	O
dan	O
negara	O
induk	O
Inggris.Sementara	O
itu	O
telah	O
terjadi	O
pertempuran	O
antara	O
pasukan	PERSON
Inggris	PERSON
dan	O
rakyat	O
koloni	O
Pertempuran	O
pertama	TIME
meletus	O
di	O
Lexington	LOCATION
kemudian	O
menjalar	O
ke	O
Concord	LOCATION
dan	O
Boston	LOCATION
Inggris	PERSON
menolak	O
tuntutan	O
warga	O
koloni	O
Adanya	O
The	PERSON
Boston	PERSON
Tea	PERSON
Party	PERSON
dan	O
tuntutan	O
tanah	O
koloni	O
dianggap	O
sebagai	O
tanda	O
dimulainya	O
suatu	O
pemberontakan	O
Pemerintah	PERSON
Inggris	PERSON
segera	O
memperbesar	O
jumlah	O
pasukannya	O
di	O
Amerika	LOCATION
Sejak	O
saat	O
itulah	O
kaum	O
koloni	PERSON
Amerika	PERSON
yakin	O
bahwa	O
jalan	O
damai	O
untuk	O
menuntut	O
hak-haknya	O
sebagai	O
orang	PERSON
Inggris	PERSON
tidak	O
mungkin	O
dapat	O
tercapai	O
Bahkan	O
mereka	O
terancam	O
akan	O
dimusnahkan	O
segalanya	O
sehingga	O
mereka	O
bertekad	O
untuk	O
mempertahankan	O
kebebasannya	O
Kaum	O
koloni	PERSON
Amerika	PERSON
kemudian	O
mengangkat	O
Goeroge	PERSON
Washington	PERSON
seorang	O
yang	O
berjasa	O
kepada	O
Inggris	PERSON
dalam	O
Perang	PERSON
Laut	PERSON
Tujuh	TIME
Tahun	TIME
untuk	O
menghadapi	O
Inggris	PERSON
Pada	O
mulanya	O
perang	O
ini	O
hanya	O
bersifat	O
menentang	O
kekerasan	O
pemerintah	PERSON
Inggris	PERSON
terhadap	O
kaum	O
koloni	O
dan	O
belum	O
mempunyai	O
tujuan	O
untuk	O
mencapai	O
kemerdekaan	O
Akan	O
tetapi	O
tujuan	O
perang	O
menjadi	O
jelas	O
setelah	O
terbitnya	O
buku	O
Common	O
Sense	O
-LRB-	O
Pikiran	O
Seha	O
-RRB-	O
t	O
-LRB-	O
1776	TIME
-RRB-	O
karya	O
