rank,document,verdict
1,dok274.txt,WA
2,dok204.txt,WA
3,dok257.txt,AC
4,dok205.txt,WA
5,dok210.txt,AC
6,dok248.txt,WA
7,dok399.txt,WA
8,dok227.txt,WA
9,dok253.txt,AC
10,dok400.txt,AC
11,dok402.txt,WA
12,dok213.txt,WA
13,dok336.txt,WA
14,dok353.txt,WA
15,dok275.txt,WA
16,dok209.txt,WA
17,dok377.txt,WA
18,dok232.txt,WA
19,dok254.txt,WA
20,dok149.txt,WA
21,dok249.txt,WA
22,dok151.txt,WA
23,dok216.txt,WA
24,dok310.txt,WA
25,dok340.txt,WA
26,dok347.txt,WA
27,dok219.txt,WA
28,dok338.txt,WA
29,dok332.txt,WA
30,dok243.txt,WA
31,dok379.txt,WA
32,dok262.txt,WA
33,dok278.txt,WA
34,dok201.txt,WA
35,dok207.txt,WA
36,dok198.txt,WA
37,dok363.txt,WA
38,dok393.txt,WA
39,dok333.txt,WA
40,dok374.txt,WA
41,dok234.txt,WA
42,dok169.txt,WA
43,dok378.txt,WA
44,dok244.txt,WA
45,dok307.txt,WA
46,dok365.txt,WA
47,dok401.txt,WA
48,dok238.txt,WA
49,dok293.txt,WA
50,dok195.txt,WA
