Sejarah	O
Kerajaan	PERSON
Samudera	PERSON
Pasai	PERSON
Kerajaan	O
Samudera	O
Pasai	O
dalam	O
sejarah	O
Indonesia	O
tercatat	O
sebagai	O
kerajaan	PERSON
Islam	PERSON
yang	O
pertama	TIME
di	O
Indonesia	LOCATION
Raja	O
pertama	TIME
dan	O
pendiri	O
kerajaan	PERSON
Samudera	PERSON
Pasai	PERSON
ini	O
adalah	O
Sultan	PERSON
Malik	PERSON
Al-Saleh	PERSON
-LRB-	O
1290-1297	TIME
-RRB-	O
Kerajaan	PERSON
Samudera	PERSON
Pasai	PERSON
terletak	O
di	O
sebelah	LOCATION
utara	LOCATION
Perlak	LOCATION
di	O
daerah	LOCATION
Lhok	LOCATION
Seumawe	LOCATION
sekarang	O
-LRB-	O
pantai	LOCATION
timur	LOCATION
Aceh	LOCATION
-RRB-	O
berbatasan	O
langsung	O
dengan	O
Selat	LOCATION
Malaka	LOCATION
Pada	O
tahun	TIME
1297	TIME
M	O
Sultan	PERSON
Malik	PERSON
Al-Saleh	PERSON
wafat	O
kemudian	O
kerajaan	PERSON
Samudera	PERSON
Pasai	PERSON
dipimpin	O
oleh	O
putranya	O
yang	O
bernama	O
Sultan	PERSON
Malik	PERSON
al-Tahir	PERSON
-LRB-	O
1297-1326	TIME
-RRB-	O
Setelah	O
Sultan	PERSON
Malik	PERSON
al-Tahir	PERSON
wafat	O
pada	O
tahun	TIME
1326	TIME
kerajaan	PERSON
Samudera	PERSON
Pasai	PERSON
dipimpin	O
oleh	O
putranya	O
bernama	O
Sultan	PERSON
Malik	PERSON
al-Zahir	PERSON
Mengenai	O
pribadi	O
sultan	O
ini	O
Ibnu	PERSON
Batutah	PERSON
-LRB-	O
pengembara	O
dari	O
Maroko	LOCATION
-RRB-	O
yang	O
pernah	O
singgah	O
di	O
Samudera	LOCATION
Pasai	LOCATION
pada	O
tahun	TIME
1345	TIME
dan	O
1346	TIME
mengatakan	O
bahwa	O
Sultan	PEERSON
Malik	PERSON
al-Zahir	PERSON
adalah	O
seorang	O
sultan	O
yang	O
taat	O
pada	O
agama	O
dan	O
menganut	O
ma	O
hab	O
Syafi	O
i.	O
Pada	O
masa	O
pemerintahan	O
Malik	PERSON
al-Zahir	PERSON
terdapat	O
orang	O
Persia	LOCATION
yang	O
menjadi	O
pejabat	O
istana	O
Pada	O
tahun	TIME
1348	TIME
Sultan	PERSON
Malik	PERSON
al-Zahir	PERSON
wafat	O
kemudian	O
takhta	O
kerajaan	O
dipegang	O
oleh	O
Zainal	PERSON
Abidin	PERSON
Pada	O
masa	O
Zainal	PERSON
Abidin	PERSON
inilah	O
Majapahit	PERSON
berhasil	O
menguasai	O
Samudera	PERSON
Pasai	PERSON
Dengan	O
demikian	O
Samudera	PERSON
Pasai	PERSON
berada	O
di	O
bawah	O
kekuasaan	O
Majapahit	PERSON
Setelah	O
Majapahit	PERSON
mengalami	O
kehancuran	O
Samudera	PERSON
Pasai	PERSON
tegak	O
kembali	O
Keberadaan	O
Samudera	PERSON
Pasai	PERSON
sampai	O
tahun	TIME
1405	TIME
masih	O
terdengar	O
diberitakan	O
oleh	O
Mohammad	PERSON
Cheng	PERSON
Ho	PERSON
pemimpin	O
armada	O
Cina	O
yang	O
beragama	O
Islam	O
dan	O
sempat	O
singgah	O
di	O
Samudera	LOCATION
Pasai	LOCATION
Setelah	O
Zainal	PERSON
Abidin	PERSON
kerajaan	O
ini	O
tidak	O
terdengar	O
lagi	O
karena	O
telah	O
tergeser	O
oleh	O
Kerajaan	PERSON
Malaka	PERSON
Perekonomian	O
masyarakat	O
Samudera	PERSON
Pasai	PERSON
tergantung	O
dari	O
perdagangan	O
Posisinya	O
yang	O
berada	O
di	O
jalur	O
perdagangan	O
internasional	O
dimanfaatkan	O
oleh	O
kerajaan	O
ini	O
untuk	O
kemajuan	O
ekonomi	O
rakyatnya	O
Menurut	O
beberapa	O
sumber	O
sejarah	O
diketahui	O
bahwa	O
banyak	O
pedagang	O
dari	O
berbagai	O
negara	O
berlabuh	O
di	O
Pelabuhan	LOCATION
Pasai	LOCATION
Kerajaan	O
ini	O
berusaha	O
menyiapkan	O
bandar-bandar	O
yang	O
dapat	O
digunakan	O
untuk	O
menambah	O
bahan	O
perbekalan	O
mengurus	O
perkapalan	O
mengumpulkan	O
dan	O
menyimpan	O
barang	O
dagangan	O
baik	O
yang	O
akan	O
dikirim	O
ke	O
luar	O
negeri	O
maupun	O
yang	O
disebarkan	O
di	O
dalam	O
negeri	O
Keadaan	O
masyarakat	O
Samudera	O
Pasai	O
pada	O
saat	O
itu	O
diketahui	O
dari	O
catatan	O
perjalanan	O
Marcopolo	PERSON
dan	O
Ibn	PERSON
Batutah	PERSON
Menurut	O
catatan	O
perjalanan	O
mereka	O
masyarakat	O
Pasai	PERSON
adalah	O
masyarakat	O
pedagang	O
yang	O
beragama	O
Islam	O
terutama	O
mereka	O
yang	O
tinggal	O
di	O
pesisir	LOCATION
pantai	LOCATION
timur	LOCATION
Sumatra	LOCATION
Menurut	O
catatan	O
mereka	O
ini	O
juga	O
diketahui	O
bahwa	O
kerajaan	PERSON
Samudera	PERSON
Pasai	PERSON
menjadi	O
pusat	O
penyebaran	O
agama	O
Islam	O
ke	O
kawasan	O
sekitarnya	O
di	O
Sumatra	LOCATION
dan	O
Malaka	LOCATION
Orang-orang	O
Pasai	O
yang	O
telah	O
memeluk	O
Islam	O
menjadi	O
golongan	O
yang	O
berperan	O
dalam	O
menyebarkan	O
Islam	O
selain	O
golongan	O
pedagang	O
dan	O
ulama	O
setempat	O
Kehidupan	O
sosial	O
masyarakat	O
Samudera	PERSON
Pasai	PERSON
diatur	O
menurut	O
aturan-aturan	O
dan	O
hukum-hukum	O
Islam	O
yang	O
mempunyai	O
kesamaan	O
dengan	O
daerah	O
Arab	O
sehingga	O
daerah	O
kerajaan	PERSON
Samudera	PERSON
Pasai	PERSON
mendapat	O
julukan	O
daerah	O
Serambi	PERSON
Mekkah	PERSON
Berikut	O
ini	O
urutan	O
raja-raja	O
yang	O
memerintah	O
di	O
Samudera	LOCATION
Pasai	LOCATION
yaitu	O
sebagai	O
berikut	O
1	O
Sultan	PERSON
Malik	PERSON
as	PERSON
Saleh	PERSON
-LRB-	O
Malikul	PERSON
Saleh	PERSON
-RRB-	O
2	O
Sultan	PERSON
Malikul	PERSON
Zahir	PERSON
meninggal	O
tahun	TIME
1326	TIME
3	O
Sultan	PERSON
Muhammad	PERSON
wafat	O
tahun	TIME
1354	TIME
4	O
Sultan	PERSON
Ahmad	PERSON
Malikul	PERSON
Zahir	PERSON
atau	O
Al	PERSPN
Malik	PERSON
Jamaluddin	PERSON
meninggal	O
tahun	TIME
1383	TIME
5	O
Sultan	PERSON
Zainal	PERSON
Abidin	PERSON
meninggal	O
tahun	TIME
1405	TIME
6	O
Sultanah	PERSON
Bahiah	PERSON
-LRB-	O
puteri	PERSON
Zainal	PERSON
Abidin	PERSON
-RRB-	O
sultan	PERSON
ini	O
meninggal	O
pada	O
tahun	TIME
1428	TIME
Sosial	O
Ekonomi	O
Masyarakat	O
Kerajaan	PERSON
Samudera	PERSON
Pasai	PERSON
Menurunnya	O
peranan	O
Kerajaan	PERSON
Sriwijaya	PERSON
di	O
Selat	LOCATION
Malaka	LOCATION
bersamaan	O
dengan	O
berdirinya	O
Kerajaan	PERSON
Samudera	PERSON
Pasai	PERSON
Di	O
bawah	O
kekuasaan	O
Samudera	O
Pasai	O
jalur	O
perdagangan	O
di	O
Selat	LOCATION
Malaka	LOCATION
berkembang	O
pesat	O
Banyak	O
pedagang-pedagang	O
dari	O
Arab	PERSON
Persia	PERSON
dan	O
Gujarat	PERSON
yang	O
berlabuh	O
di	O
Pidie	LOCATION
Perlak	LOCATION
dan	O
Pasai	LOCATION
Pada	O
masa	O
raja	PERSON
Hayam	PERSON
Wuruk	PERSON
berkuasa	O
Samudera	PERSON
Pasai	PERSON
berada	O
di	O
bawah	O
kendali	O
Majapahit	PERSON
Walau	O
demikian	O
Samudera	PERSON
Pasai	PERSON
diberi	O
keleluasan	O
untuk	O
tetap	O
menguasai	O
perdagangan	O
di	O
Selat	LOCATION
Malaka	LOCATION
Belakangan	O
diketahui	O
bahwa	O
sebagian	O
wilayah	O
dari	O
Kerajaan	PERSON
Majapahit	PERSON
sudah	O
memeluk	O
agama	O
Islam	O
Karena	O
letak	O
Kerajaan	LOCATION
Pasai	LOCATION
pada	O
aliran	O
lembah	O
sungai	O
membuat	O
tanah	O
pertanian	O
subur	O
padi	O
yang	O
ditanami	O
penduduk	O
Kerajaan	O
Islam	O
Pasai	O
pada	O
abad	O
ke-14	TIME
dapat	O
dipanen	O
dua	TIME
kali	TIME
setahun	TIME
berikutnya	O
kerajaan	O
ini	O
bertambah	O
makmur	O
dengan	O
dimasukkannya	O
bibit	O
tanaman	O
lada	O
dari	O
Malabar	O
Selain	O
hasil	O
pertanian	O
yang	O
melimpah	O
ruah	O
di	O
dataran	O
rendah	O
di	O
dataran	O
tinggi	O
-LRB-	O
daerah	O
Pedalaman	O
juga	O
menghasilkan	O
berbagai	O
hasil	O
hutan	O
yang	O
di	O
angkut	O
ke	O
daerah	LOCATION
pantai	LOCATION
melalui	O
sungai	O
Hubungan	O
perdagangan	O
penduduk	O
pesisir	O
dengan	O
penduduk	O
pedalaman	O
adalah	O
dengan	O
sistem	O
barter	O
Karena	O
letaknya	O
yang	O
strategis	O
di	O
Selat	LOCATION
Malaka	LOCATION
di	O
tengah	LOCATION
jalur	LOCATION
perdagangan	LOCATION
India	LOCATION
Gujarat	LOCATION
Arab	LOCATION
dan	O
Cina	LOCATION
Pasai	LOCATION
dengan	O
cepat	O
berkembang	O
menjadi	O
besar	O
Sebagai	O
kerajaan	O
maritim	O
Pasai	O
menggantungkan	O
perekonomiannya	O
dari	O
pelayaran	O
dan	O
perdagangan	O
Letaknya	O
yang	O
strategis	O
di	O
Selat	LOCATION
Malaka	LOCATION
membuat	O
kerajaan	O
ini	O
menjadi	O
penghubung	O
antara	O
pusat-pusat	O
dagang	O
di	O
Nusantara	LOCATION
dengan	O
Asia	LOCATION
Barat	LOCATION
India	LOCATION
dan	O
Cina	LOCATION
Salah	O
satu	O
sumber	O
penghasilan	O
kerajaan	O
ini	O
adalah	O
pajak	O
yang	O
dikenakan	O
pada	O
kapal	O
dagang	O
yang	O
melewati	O
wilayah	O
perairannya	O
Berdasarkan	O
catatan	O
Ma	PERSON
Huan	PERSON
