Akulturasi	O
Kebudayaan	O
Indonesia	O
dan	O
Islam	O
-LRB-	O
Seni	O
Bangunan	O
Sistem	O
Kalender	O
dan	O
Pemerintahan	O
-RRB-	O
Agama	O
Islam	O
mudah	O
diterima	O
dan	O
dapat	O
berkembang	O
pesat	O
di	O
Indonesia	LOCATION
karena	O
faktor	O
sebagai	O
berikut	O
1	O
Syarat	O
masuk	O
Islam	O
sangat	O
mudah	O
yakni	O
cukup	O
mengucapkan	O
kalimat	O
syahadat	O
2	O
Agama	O
Islam	O
bersifat	O
demokratis	O
tidak	O
mengenal	O
perbedaan	O
sosial	O
tidak	O
membedakan	O
si	O
kaya	O
dan	O
si	O
miskin	O
tidak	O
membedakan	O
warna	O
kulit	O
dan	O
sebagainya	O
3	O
Agama	O
Islam	O
tidak	O
mengenal	O
kasta	O
4	O
Agama	O
Islam	O
yang	O
masuk	O
ke	O
Indonesia	LOCATION
disesusikan	O
dengan	O
adat	O
dan	O
tradisi	O
bangsa	PERSON
Indonesia	PERSON
serta	O
bertoleransi	O
tinggi	O
terhadap	O
agama	O
yang	O
ada	O
waktu	O
itu	O
yakni	O
Hindu	O
dan	O
Buddha	O
5	O
Penyebaran	O
agama	PERSON
Islam	PERSON
dilakukan	O
dengan	O
jalan	O
damai	O
tanpa	O
paksaan	O
dan	O
kekerasan	O
6	O
Faktor	O
politik	O
yang	O
turut	O
memperlancar	O
penyebaran	O
agama	PERSON
Islam	PERSON
di	O
Indonesia	LOCATION
ialah	O
runtuhnya	O
Kerajaan	PERSON
Majapahit	PERSON
-LRB-	O
1478	O
-RRB-	O
atau	O
-LRB-	O
1526	O
-RRB-	O
dan	O
jatuhnya	O
Malaka	O
ke	O
tangan	O
Portugis	O
1511	O
Agama	O
dan	O
budaya	O
Islam	O
yang	O
masuk	O
ke	O
Indonesia	LOCATION
mempengaruhi	O
kebudayan	O
asli	O
Indonesia	O
sehingga	O
menimbulkan	O
akulturasi	O
kebudayan	O
sehingga	O
lahirlah	O
corak	O
baru	O
kebudayan	PERSON
Indonesia	PERSON
Akulturasi	O
tersebut	O
dapat	O
dilihat	O
dari	O
berbagai	O
bidang	O
berikut	O
ini	O
a.	O
Seni	O
Bangunan	O
Dilihat	O
dari	O
segi	O
arsitektuknya	O
masjid-masjid	O
kuno	O
di	O
Indonesia	LOCATION
menampakan	O
gaya	O
arsitektur	O
asli	O
Indonesia	O
dengan	O
ciri-ciri	O
sebagai	O
berikut	O
a	O
-RRB-	O
Atapnya	O
bertingkat/tumpang	O
dan	O
ada	O
puncaknya	O
-LRB-	O
mustaka	O
-RRB-	O
b	O
-RRB-	O
Pondasinya	O
kuat	O
dan	O
agak	O
tinggi	O
c	O
-RRB-	O
Ada	O
serambi	O
di	O
depan	O
atau	O
di	O
samping	O
d	O
-RRB-	O
Ada	O
kolam/parit	O
di	O
bagian	O
depan	O
atau	O
samping	O
Gaya	O
arsitektur	O
bangunan	O
yang	O
mendapat	O
pengaruh	O
Islam	O
ialah	O
sebagai	O
berikut	O
a	O
-RRB-	O
hiasan	PERSON
kaligrafi	PERSON
b	O
-RRB-	O
kubah	PERSON
c	O
-RRB-	O
bentuk	PERSON
masjid	PERSON
Adapun	O
bangunan	O
masjid	O
kuno	O
yang	O
beratap	O
tumpang	O
antara	O
lain	O
sebagai	O
berikut	O
1	O
-RRB-	O
Masjid	O
beratap	O
tumpang	O
antara	O
lain	O
sebagai	O
berikut	O
a	O
-RRB-	O
Masjid	PERSON
Agung	PERSON
Cirebon	LOCATION
dibangun	O
pada	O
abad	TIME
ke-16	TIME
b	O
-RRB-	O
Masjid	PERSON
Angke	PERSON
Tambora	LOCATION
dan	O
Marunda	PERSON
di	O
Jakarta	LOCATION
dibangun	O
pada	O
abad	TIME
ke-18	TIME
c	O
-RRB-	O
Masjid	PERSON
Katangka	PERSON
di	LOCATION
Sulawesi	LOCATION
Selatan	LOCATION
dibangun	O
pada	O
abad	TIME
ke-17	TIME
2	O
-RRB-	O
Masjid	PERSON
beratap	PERSON
tumpang	PERSON
tiga	PERSON
antara	O
lain	O
sebagai	O
berikut	O
a	O
-RRB-	O
Masjid	PERSON
Agung	PERSON
Demak	LOCATION
dibangun	O
pada	O
abad	TIME
ke-16	TIME
b	O
-RRB-	O
Masjid	PERSON
Baiturahman	PERSON
di	O
Aceh	LOCATION
dibangun	O
pada	O
masa	O
pemerintahan	O
Sultan	O
Iskandar	O
Muda	O
yakni	O
pada	O
abad	TIME
ke-17	TIME
c	O
-RRB-	O
Masjid	O
Jepara	O
d	O
-RRB-	O
Masjid	O
Ternate	O
3	O
-RRB-	O
Masjid	O
beratap	O
tumpang	O
lima	O
ialah	O
Masjid	PERSON
Banten	PERSON
yang	O
