rank,document,verdict
1,dok396.txt,AC
2,dok2.txt,AC
3,dok73.txt,AC
4,dok15.txt,AC
5,dok86.txt,AC
6,dok304.txt,AC
7,dok1.txt,WA
8,dok72.txt,WA
9,dok25.txt,WA
10,dok96.txt,WA
11,dok157.txt,WA
12,dok19.txt,WA
13,dok90.txt,WA
14,dok303.txt,WA
15,dok121.txt,WA
16,dok50.txt,WA
17,dok397.txt,WA
18,dok280.txt,WA
19,dok309.txt,WA
20,dok260.txt,WA
21,dok154.txt,WA
22,dok168.txt,WA
23,dok331.txt,WA
24,dok365.txt,WA
25,dok179.txt,WA
26,dok80.txt,WA
27,dok9.txt,WA
28,dok151.txt,WA
29,dok310.txt,WA
30,dok394.txt,WA
31,dok3.txt,WA
32,dok74.txt,WA
33,dok274.txt,WA
34,dok383.txt,WA
35,dok142.txt,WA
36,dok71.txt,WA
37,dok271.txt,WA
38,dok327.txt,WA
39,dok24.txt,WA
40,dok95.txt,WA
41,dok384.txt,WA
42,dok6.txt,WA
43,dok77.txt,WA
44,dok102.txt,WA
45,dok31.txt,WA
46,dok330.txt,WA
47,dok248.txt,WA
48,dok116.txt,WA
49,dok45.txt,WA
50,dok220.txt,WA
51,dok297.txt,WA
52,dok219.txt,WA
53,dok176.txt,WA
54,dok223.txt,WA
55,dok324.txt,WA
56,dok294.txt,WA
57,dok120.txt,WA
58,dok391.txt,WA
59,dok49.txt,WA
60,dok111.txt,WA
61,dok139.txt,WA
62,dok163.txt,WA
63,dok371.txt,WA
64,dok40.txt,WA
65,dok68.txt,WA
66,dok189.txt,WA
67,dok202.txt,WA
68,dok26.txt,WA
69,dok319.txt,WA
70,dok97.txt,WA
71,dok148.txt,WA
72,dok285.txt,WA
73,dok393.txt,WA
74,dok258.txt,WA
75,dok347.txt,WA
76,dok237.txt,WA
77,dok305.txt,WA
78,dok101.txt,WA
79,dok124.txt,WA
80,dok129.txt,WA
81,dok246.txt,WA
82,dok30.txt,WA
83,dok328.txt,WA
84,dok349.txt,WA
85,dok361.txt,WA
86,dok53.txt,WA
87,dok58.txt,WA
88,dok200.txt,WA
89,dok211.txt,WA
90,dok354.txt,WA
91,dok146.txt,WA
92,dok100.txt,WA
93,dok104.txt,WA
94,dok118.txt,WA
95,dok119.txt,WA
96,dok16.txt,WA
97,dok266.txt,WA
98,dok29.txt,WA
99,dok302.txt,WA
100,dok33.txt,WA
