rank,document,verdict
1,dok209.txt,AC
2,dok125.txt,AC
3,dok54.txt,WA
4,dok353.txt,WA
5,dok269.txt,WA
6,dok240.txt,WA
7,dok275.txt,WA
8,dok186.txt,AC
9,dok115.txt,WA
10,dok44.txt,WA
11,dok388.txt,WA
12,dok206.txt,AC
13,dok364.txt,WA
14,dok400.txt,WA
15,dok196.txt,WA
16,dok19.txt,WA
17,dok90.txt,WA
18,dok101.txt,WA
19,dok30.txt,WA
20,dok111.txt,WA
21,dok40.txt,WA
22,dok3.txt,WA
23,dok74.txt,WA
24,dok189.txt,WA
25,dok319.txt,WA
26,dok203.txt,WA
27,dok20.txt,WA
28,dok91.txt,WA
29,dok176.txt,WA
30,dok325.txt,WA
31,dok390.txt,WA
32,dok365.txt,WA
33,dok12.txt,WA
34,dok83.txt,WA
35,dok183.txt,WA
36,dok385.txt,WA
37,dok356.txt,WA
38,dok202.txt,WA
39,dok79.txt,WA
40,dok8.txt,WA
41,dok224.txt,WA
42,dok288.txt,WA
43,dok227.txt,WA
44,dok253.txt,WA
45,dok272.txt,WA
46,dok304.txt,WA
47,dok213.txt,WA
48,dok188.txt,WA
49,dok117.txt,AC
50,dok46.txt,WA
51,dok18.txt,WA
52,dok89.txt,WA
53,dok374.txt,WA
54,dok11.txt,WA
55,dok82.txt,WA
56,dok170.txt,WA
57,dok218.txt,WA
58,dok159.txt,WA
59,dok172.txt,WA
60,dok15.txt,WA
61,dok86.txt,WA
62,dok268.txt,WA
63,dok177.txt,WA
64,dok27.txt,WA
65,dok98.txt,WA
66,dok231.txt,WA
67,dok351.txt,WA
68,dok303.txt,WA
69,dok164.txt,WA
70,dok287.txt,WA
71,dok130.txt,WA
72,dok59.txt,WA
73,dok165.txt,WA
74,dok17.txt,WA
75,dok88.txt,WA
76,dok179.txt,WA
77,dok267.txt,WA
78,dok308.txt,WA
79,dok161.txt,WA
80,dok368.txt,WA
81,dok171.txt,WA
82,dok346.txt,WA
83,dok155.txt,AC
84,dok190.txt,WA
85,dok243.txt,WA
86,dok2.txt,WA
87,dok73.txt,WA
88,dok234.txt,WA
89,dok266.txt,WA
90,dok237.txt,WA
91,dok129.txt,WA
92,dok58.txt,WA
93,dok16.txt,WA
94,dok87.txt,WA
95,dok393.txt,WA
96,dok14.txt,WA
97,dok167.txt,WA
98,dok316.txt,WA
99,dok85.txt,WA
100,dok252.txt,WA
