rank,document,verdict
1,dok315.txt,WA
2,dok273.txt,WA
3,dok103.txt,WA
4,dok32.txt,WA
5,dok139.txt,WA
6,dok68.txt,WA
7,dok248.txt,AC
8,dok402.txt,AC
9,dok394.txt,WA
10,dok142.txt,WA
11,dok71.txt,WA
12,dok204.txt,WA
13,dok368.txt,WA
14,dok28.txt,WA
15,dok99.txt,WA
16,dok236.txt,WA
17,dok220.txt,WA
18,dok229.txt,WA
19,dok348.txt,WA
20,dok146.txt,WA
21,dok226.txt,WA
22,dok320.txt,WA
23,dok321.txt,WA
24,dok123.txt,WA
25,dok52.txt,WA
26,dok223.txt,WA
27,dok324.txt,WA
28,dok232.txt,WA
29,dok193.txt,WA
30,dok380.txt,WA
31,dok100.txt,WA
32,dok29.txt,WA
33,dok271.txt,WA
34,dok327.txt,WA
35,dok343.txt,WA
36,dok238.txt,WA
37,dok194.txt,WA
38,dok381.txt,WA
39,dok176.txt,WA
40,dok199.txt,WA
41,dok147.txt,WA
42,dok153.txt,WA
43,dok289.txt,WA
44,dok255.txt,WA
45,dok393.txt,WA
46,dok335.txt,WA
47,dok306.txt,WA
48,dok261.txt,WA
49,dok297.txt,WA
50,dok217.txt,WA
