rank,document,verdict
1,dok253.txt,WA
2,dok24.txt,WA
3,dok95.txt,WA
4,dok402.txt,WA
5,dok365.txt,WA
6,dok15.txt,WA
7,dok86.txt,WA
8,dok269.txt,WA
9,dok372.txt,WA
10,dok385.txt,WA
11,dok202.txt,WA
12,dok393.txt,WA
13,dok186.txt,WA
14,dok380.txt,WA
15,dok201.txt,WA
16,dok384.txt,WA
17,dok378.txt,WA
18,dok6.txt,AC
19,dok77.txt,AC
20,dok386.txt,WA
21,dok11.txt,WA
22,dok82.txt,WA
23,dok328.txt,WA
24,dok25.txt,WA
25,dok96.txt,WA
26,dok111.txt,WA
27,dok40.txt,WA
28,dok157.txt,WA
29,dok206.txt,WA
30,dok264.txt,WA
31,dok102.txt,WA
32,dok31.txt,WA
33,dok176.txt,WA
34,dok297.txt,WA
35,dok195.txt,WA
36,dok10.txt,WA
37,dok81.txt,WA
38,dok80.txt,WA
39,dok9.txt,WA
40,dok294.txt,WA
41,dok126.txt,AC
42,dok55.txt,AC
43,dok2.txt,WA
44,dok73.txt,WA
45,dok243.txt,WA
46,dok396.txt,WA
47,dok127.txt,WA
48,dok56.txt,WA
