rank,document,verdict
1,dok394.txt,WA
2,dok24.txt,WA
3,dok95.txt,WA
4,dok372.txt,WA
5,dok385.txt,WA
6,dok331.txt,WA
7,dok15.txt,WA
8,dok86.txt,WA
9,dok186.txt,WA
10,dok261.txt,WA
11,dok390.txt,AC
12,dok115.txt,AC
13,dok44.txt,AC
14,dok19.txt,WA
15,dok90.txt,WA
16,dok157.txt,AC
17,dok25.txt,AC
18,dok96.txt,AC
19,dok384.txt,WA
20,dok386.txt,WA
21,dok17.txt,AC
22,dok88.txt,AC
23,dok165.txt,AC
24,dok102.txt,WA
25,dok31.txt,WA
26,dok351.txt,WA
27,dok231.txt,WA
28,dok26.txt,WA
29,dok80.txt,WA
30,dok9.txt,WA
31,dok304.txt,WA
32,dok159.txt,WA
33,dok79.txt,WA
34,dok8.txt,WA
35,dok126.txt,WA
36,dok55.txt,WA
37,dok263.txt,AC
38,dok243.txt,WA
39,dok268.txt,WA
40,dok14.txt,WA
41,dok85.txt,WA
42,dok20.txt,AC
43,dok91.txt,AC
44,dok325.txt,WA
45,dok388.txt,WA
46,dok383.txt,WA
47,dok316.txt,WA
48,dok356.txt,AC
49,dok167.txt,WA
