rank,document,verdict
1,dok394.txt,AC
2,dok24.txt,WA
3,dok95.txt,WA
4,dok402.txt,WA
5,dok365.txt,WA
6,dok248.txt,WA
7,dok15.txt,WA
8,dok86.txt,WA
9,dok397.txt,WA
10,dok400.txt,WA
11,dok142.txt,AC
12,dok71.txt,AC
13,dok342.txt,AC
14,dok343.txt,WA
15,dok179.txt,WA
16,dok140.txt,WA
17,dok69.txt,WA
18,dok19.txt,WA
19,dok90.txt,WA
20,dok11.txt,WA
21,dok82.txt,WA
22,dok6.txt,WA
23,dok77.txt,WA
24,dok16.txt,WA
25,dok87.txt,WA
26,dok165.txt,WA
27,dok364.txt,WA
28,dok266.txt,WA
29,dok17.txt,WA
30,dok88.txt,WA
31,dok272.txt,WA
32,dok176.txt,WA
33,dok271.txt,WA
34,dok353.txt,WA
35,dok327.txt,WA
36,dok159.txt,WA
37,dok280.txt,WA
38,dok139.txt,WA
39,dok68.txt,WA
40,dok230.txt,WA
41,dok392.txt,WA
42,dok268.txt,WA
43,dok325.txt,WA
44,dok103.txt,WA
45,dok32.txt,WA
46,dok126.txt,WA
47,dok55.txt,WA
48,dok396.txt,WA
49,dok243.txt,WA
50,dok207.txt,WA
