rank,document,verdict
1,dok142.txt,AC
2,dok71.txt,AC
3,dok394.txt,AC
4,dok353.txt,WA
5,dok343.txt,AC
6,dok241.txt,WA
7,dok6.txt,WA
8,dok77.txt,WA
9,dok159.txt,WA
10,dok2.txt,WA
11,dok73.txt,WA
12,dok140.txt,WA
13,dok69.txt,WA
14,dok165.txt,WA
15,dok17.txt,WA
16,dok88.txt,WA
17,dok115.txt,WA
18,dok44.txt,WA
19,dok111.txt,WA
20,dok40.txt,WA
21,dok101.txt,WA
22,dok30.txt,WA
23,dok275.txt,WA
24,dok189.txt,WA
25,dok319.txt,WA
26,dok240.txt,WA
27,dok243.txt,WA
28,dok269.txt,WA
29,dok203.txt,WA
30,dok266.txt,WA
31,dok129.txt,WA
32,dok58.txt,WA
33,dok16.txt,WA
34,dok87.txt,WA
35,dok252.txt,WA
36,dok392.txt,WA
37,dok365.txt,WA
38,dok209.txt,WA
39,dok202.txt,WA
40,dok279.txt,WA
41,dok176.txt,WA
42,dok385.txt,WA
43,dok371.txt,WA
44,dok331.txt,WA
45,dok248.txt,WA
46,dok24.txt,WA
47,dok95.txt,WA
48,dok261.txt,WA
49,dok272.txt,WA
50,dok401.txt,WA
