rank,document,verdict
1,dok315.txt,AC
2,dok273.txt,AC
3,dok142.txt,AC
4,dok71.txt,AC
5,dok394.txt,AC
6,dok343.txt,WA
7,dok247.txt,WA
8,dok139.txt,WA
9,dok68.txt,WA
10,dok229.txt,WA
11,dok348.txt,WA
12,dok140.txt,WA
13,dok69.txt,WA
14,dok271.txt,WA
15,dok327.txt,WA
16,dok217.txt,WA
17,dok1.txt,WA
18,dok72.txt,WA
19,dok224.txt,WA
20,dok15.txt,WA
21,dok86.txt,WA
22,dok103.txt,WA
23,dok32.txt,WA
24,dok399.txt,WA
25,dok144.txt,WA
26,dok281.txt,WA
27,dok243.txt,WA
28,dok145.txt,WA
29,dok209.txt,WA
30,dok234.txt,WA
31,dok402.txt,WA
32,dok220.txt,WA
33,dok385.txt,WA
34,dok111.txt,WA
35,dok40.txt,WA
36,dok390.txt,WA
37,dok179.txt,WA
38,dok104.txt,WA
39,dok33.txt,WA
40,dok328.txt,WA
41,dok157.txt,WA
42,dok3.txt,WA
43,dok74.txt,WA
44,dok296.txt,WA
45,dok261.txt,WA
46,dok25.txt,WA
47,dok96.txt,WA
48,dok201.txt,WA
49,dok197.txt,WA
50,dok128.txt,WA
